ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized
XM_027350592.1	36.9981797461699	38.9266882427141	56.8940156527309	42.4122500012282	17.8964944734208	34.4423933688254	91.0814061530763	36.4257423360813	86.7614525945877	51.1629166155541	50.1171959293586	56.1540612277821
XM_027350593.1	45.4769292713338	36.2108727839201	41.0501125595653	48.9372115398787	17.8964944734208	49.4557443244672	94.7246623991993	34.1491334400762	82.7260361948394	70.7437859375564	54.0152000571976	42.9821209397838
XM_027350594.1	47.7893155054694	24.4423391291461	41.770289972891	42.4122500012282	31.5820490707427	29.1435636197753	87.4381499069532	63.7450490881422	100.885409993707	51.7945575614252	38.4231835458416	42.9821209397838
XM_027350595.1	33.9149981006557	43.4530473407041	52.5729511727766	58.7246538478545	17.8964944734208	30.0267019112837	91.0814061530763	31.8725245440711	46.407288597105	43.5832252651017	48.4466227317134	43.6753809549416
XM_027350596.1	120.244084175052	225.412683079903	195.888256424592	225.111173083442	142.119220818342	163.380583929043	55.8632624405534	88.7877469441981	84.7437443947135	10.7378960798077	6.68229279058115	8.31912018189364
XM_027350597.1	289.819074678331	262.528827683421	246.300675357392	451.853586551547	374.773648972813	430.088347964563	619.353561840919	418.896036864934	847.437443947135	722.597242076468	648.182400686372	643.345294066442
XM_027350603.1	1472.99003114439	1643.97362438997	1605.275454303	1734.00852889637	1631.73920198837	1396.24163887469	1079.61826760113	758.110762369691	1277.20929052033	987.886439342305	958.909015448395	950.459480781349
XM_027350604.1	294.443847146602	209.117790327138	365.129948556133	226.742413468105	314.767755738402	195.173562423344	179.733974808737	127.490098176284	90.7968689943359	116.221934040271	90.767810405394	110.228342410091
XM_027350605.1	362.273843347913	268.865730420607	454.431947808521	336.035519240501	315.820490707427	220.784572877086	191.878162295814	116.107053696259	96.8499935939583	121.275061607239	100.791249591266	120.627242637458
XM_027350606.1	204.260784015313	210.023062146736	285.19025567698	234.898615391418	252.656392565941	131.587605434743	108.083268634984	86.511138048193	46.407288597105	41.0566614816175	59.0269196501335	34.6630007578902
XM_027350607.1	238.946577527347	205.496703048746	295.27273946354	246.317298084056	288.449381512783	196.056700714852	95.939081147907	59.191831296132	40.3541639974826	64.427376478846	53.4583423246492	56.8473212429399
XM_027350608.1	198.865216135663	174.717461182414	202.369853144524	110.924346157058	131.591871128094	77.7161696527342	163.946531075537	377.917076736843	213.877069186658	277.922016183257	266.734853890698	241.947745290073
XM_027350614.1	142.59715110503	101.390443794976	142.59512783849	65.249615386505	87.3770024290547	173.095105135635	2410.62121618475	1989.75617510844	2580.64878763901	3027.45505355989	2936.31082372787	2687.7690787668
XM_027350615.1	145.680332750544	100.485171975378	162.039917998284	73.4058173098181	108.43170180955	150.133509556418	2198.09793516091	1837.2233790761	2627.05607623612	2928.28742505814	2994.2240279129	2674.59713847881
XM_027350616.1	146.451128161922	98.6746283361822	139.714418185187	42.4122500012282	114.748111623698	144.834679807368	1998.93326037285	1750.71224102791	2489.85191864468	2474.13758497686	2557.64756559494	2366.09643173358
XM_027350617.1	172.658172148793	180.149092100002	157.71885351833	256.104740392032	310.556815862303	279.071700116636	374.040974601967	273.193067520609	274.408315182882	236.233713755769	247.244833251503	262.05228572965
XM_027350619.1	2162.85192432818	2508.50821210606	2080.59254709797	2256.00545198841	2276.01300303152	2043.58200655031	15734.0093082567	13566.3124112943	14297.4803043081	6605.06937097345	6835.42866703197	6692.03892631828
XM_027350620.1	169.574990503279	345.813835086437	173.562756611495	339.298000009826	189.492294424456	429.205209673055	34.0037249638151	43.2555690240965	28.2479147982378	99.1676285017531	92.9952413355877	91.5103220008301
XM_027350627.1	2602.20530881395	2775.56339888747	3313.53627871158	2675.2342308467	3097.14627887083	3133.3746582716	4432.62843278304	2793.39911539823	4473.25907912095	5519.27858502114	5735.07778751627	5227.18051428984
XM_027350629.1	174.970558382928	124.927511104524	182.92506298473	97.8744230797575	67.3750380175843	62.7028186970924	20.6451187280306	54.6386135041219	78.6906197950912	17.6859464843891	30.6271752901636	26.3438805759965
XM_027350635.1	352.253502999993	335.855845070859	479.638157274921	367.029086549091	496.890905379684	195.173562423344	2168.95188519192	1664.20110297971	2437.39150544795	250.761455510802	306.271752901636	314.740046881643
XM_027350640.1	1654.12695281835	726.027999317598	736.021316418873	251.211019238044	229.496223247397	811.604089896167	39857.2233325862	47624.3814955302	60079.2793594521	41261.9447890256	40008.557510407	39644.7672268142
XM_027350641.1	300.61021043763	257.097196765833	250.621739837346	357.241644241115	256.86733244204	255.226966245911	369.183299607136	491.747521537097	306.691646380868	456.04476291889	439.360750980711	351.482827685006
XM_027350642.1	43.9353384485767	43.4530473407041	57.6141930660566	353.97916347179	49.4785435441635	7661.22467883488	3.64325624612305	1.13830444800254	10.0885409993707	1.26328189174208	1.11371546509686	4.15956009094682
