ID	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized
XM_027350592.1	0.322454909224474	0.185611989689404	0.1193181029309	0.568905825825273	0.498841052218444	0.79639070566727	1.97082986460747	0.439218944267145	0.337081392494348	0.630812778173307	0.648970923293051	0.639670186322189
XM_027350593.1	1.18233466715641	0	0.2386362058618	0.284452912912637	0.436485920691139	0.477834423400362	2.36499583752896	0.486278116867196	0.476408368058678	0.752415241435631	0.743366693953858	0.829202093380615
XM_027350594.1	0	0.278417984534107	0.2386362058618	0.474088188187728	0.311775657636528	0.37164899597806	1.31388657640498	0.366015786889288	0.453936275225721	0.737214933527841	0.873160878612469	0.57649288396938
XM_027350595.1	0.537424848707457	0.371223979378809	0.2386362058618	0.379270550550182	0.436485920691139	0.955668846800725	3.28471644101244	0.4183037564449	0.462925112358904	0.630812778173307	0.802364050616863	0.615978697939886
XM_027350597.1	9.13622242802677	7.33167359273148	8.11363099930118	7.15873164163469	8.979138939932	5.6809203670932	14.8469183133762	7.65495874294167	7.92815435146705	7.72175641715759	7.45726588220379	6.49936497954521
XM_027350603.1	31.278126194774	26.3569025358954	32.4545239972047	15.8345454854701	13.8428391990618	22.9360523232174	12.7446997911283	23.5243575030701	17.276544969977	22.2532507770053	23.0679664552348	22.6648572190702
XM_027350604.1	2.04221442508834	2.32014987111756	1.9090896468944	1.42226456456318	2.61891552414683	2.38917211700181	3.67888241393394	6.06540446845105	6.56634552578989	7.16694517852323	8.83780402811809	7.1943153054261
XM_027350605.1	1.61227454612237	3.15540382471988	2.2670439556871	2.22821448448232	2.99304631331067	2.86700654040217	3.67888241393394	6.82358002700743	7.07421482381471	6.61213393988888	9.30978288142213	7.61286493351346
XM_027350606.1	0.644909818448948	1.67050790720464	1.193181029309	1.42226456456318	2.93069118178336	2.76082111297987	4.99276899033891	5.71507507242845	6.84050505835196	6.20172562637854	8.8968013847811	6.76786851454464
XM_027350607.1	0.644909818448948	3.06259782987517	1.6704534410326	1.23262928928809	1.62123341970994	2.33607940329066	4.59860301741742	6.41050506751809	8.11691993126389	7.82055841855823	11.6814766192749	9.3028577714511
XM_027350608.1	8.7062825490608	10.5798834122961	8.94885771981748	2.84452912912637	4.05308354927486	0.955668846800725	0.394165972921493	1.36471600540149	1.09214371168169	1.58083202241022	1.2271450185905	1.53994674484971
XM_027350614.1	1.71975951586386	1.29928392782583	0	2.79712031030759	1.55887828818264	2.28298668957951	14.9783069710167	4.10460561011558	4.41801345095925	8.05616319112898	8.9204003274463	7.10744651469099
XM_027350615.1	1.39730460663939	1.85611989689404	1.3124991322399	1.94376157156968	0.872971841382278	2.86700654040217	14.7155296557357	3.62355629020395	4.61127344932267	8.44377104277764	8.48381988814007	6.80735432851515
XM_027350616.1	1.93472945534684	0.928059948447022	1.5511353381017	3.36602613613287	1.74594368276456	2.65463568555757	17.8688574391077	3.70198824453737	4.38655252099311	7.76735734088096	7.6814558375232	6.75997135175054
XM_027350617.1	6.77155309371396	4.1762697680116	5.96590514654499	8.0120903803726	6.48493367883978	4.45978795173671	4.59860301741742	4.47585019396043	5.3753246056432	5.20610545841826	5.32156157100302	4.58035442057864
XM_027350619.1	250.977404346382	324.913787951302	326.931602030665	73.7207132631917	80.9993158539699	69.6045476753194	14.8469183133762	29.0407382911872	29.4788913782723	28.3105734782599	30.8556175347514	27.7348357328831
XM_027350620.1	3.00957915276176	1.76331390204934	2.386362058618	2.56007621621373	2.68127065567414	12.9546221455209	27.197452131583	8.80006527620959	23.9642397970648	5.35810853749616	5.75814201030925	5.07787567660701
XM_027350627.1	67.9305008766225	64.0361364428445	44.1476980844329	66.7042080780133	72.0825320455652	62.1184750420471	169.754145671523	66.3377469752056	71.083724049208	58.9315937585039	61.8410292541615	66.0755610982439
XM_027350629.1	0	0	0	0.0948176376375456	0	0	1.44527523404547	0.381702177755971	1.01124417748304	0.927218782375222	1.01475453460368	0.64756734911629
XM_027350634.1	3.11706412250325	2.59856785565166	1.3124991322399	1.042994014013	0.997682104436889	1.43350327020109	3.15332778337195	4.40264703658257	3.60002927183963	1.1172226312226	0.707968279956056	0.963453860880334
XM_027350635.1	18.379929825795	17.5403330256487	23.1477119685946	4.74088188187728	7.29555038869475	5.14999322998168	36149.6183199183	59.9586146894209	26.9215672138819	8.48177181254712	8.71980931479209	10.1083683764494
