ID	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_wssv_1_normalized	gills_wssv_2_normalized	gills_wssv_3_normalized
XM_027350592.1	23.3956639764668	16.3024133082479	12.5761211811213	43.043140086967	3.01386770251359	43.5551559132259
XM_027350593.1	27.9056714900025	18.0491004484173	17.7742512693181	7.17385668116117	48.2218832402175	24.8886605218434
XM_027350594.1	27.3419205508106	13.5853444235399	16.9358431905767	57.3908534492894	12.0554708100544	31.1108256523042
XM_027350595.1	23.3956639764668	15.526107912617	17.2712064220733	129.129420260901	18.0832062150816	49.7773210436867
XM_027350596.1	10.1475169054555	19.9898639374944	14.2529373386042	7.17385668116117	3.01386770251359	24.8886605218434
XM_027350597.1	286.385477109521	284.127774800892	295.790370179974	315.649693971092	265.220357821196	317.330421653503
XM_027350603.1	825.331374977044	873.1494937358	644.568130936405	373.040547420381	421.941478351903	379.552072958111
XM_027350604.1	265.808567829014	225.128564732947	244.982840608244	416.083687507348	391.802801326767	161.776293391982
XM_027350605.1	245.231658548507	253.269635324565	263.9308631878	315.649693971092	717.300513198235	360.885577566729
XM_027350606.1	230.010383190324	212.12544935613	255.211419168889	272.606553884125	325.497711871468	105.776807217834
XM_027350607.1	290.049858214269	237.937603760856	302.832998041402	373.040547420381	433.996949161957	180.442788783364
XM_027350608.1	58.6300976759649	50.6539270649131	40.7466326268331	28.6954267246447	3.01386770251359	24.8886605218434
XM_027350613.1	17.4762791149511	73.1667835382077	29.1766011402015	1334.33734269598	3285.11579573982	5556.39346150153
XM_027350614.1	298.787997771744	152.349933892555	164.831028280564	172.172560347868	289.331299441305	186.664953913825
XM_027350615.1	313.163646721139	134.494909793045	172.04133775774	129.129420260901	90.4160310754078	211.553614435669
XM_027350616.1	288.076729927097	137.406055026661	163.657256970326	272.606553884125	156.721120530707	342.219082175346
XM_027350617.1	193.08469667325	166.129354665002	200.547212434948	114.781706898579	114.526972695517	143.109798000599
XM_027350619.1	1049.98612424504	1077.90004183344	1099.823717693	473.474540956637	861.966162918888	709.326824872536
XM_027350620.1	198.72220606517	326.630495211681	894.078375169853	588.256247855216	1748.04326745788	877.325283394978
XM_027350621.1	74.696999442936	39.0093461304503	38.7344532378537	7.17385668116117	42.1941478351903	12.4443302609217
XM_027350627.1	2185.66239124727	2462.24663859215	2652.05243467487	1391.72819614527	2176.01248121481	2152.86913513945
XM_027350629.1	34.3888072907102	14.167573470263	37.728363543364	143.477133623223	36.1664124301631	3.11108256523042
XM_027350634.1	41.4356940306098	163.412285780294	134.312974214376	28.6954267246447	48.2218832402175	535.106201219632
XM_027350635.1	314.573024069119	2225.47349292474	1004.41287833222	3038659.16986616	3499395.76165313	1475729.57048679
XM_027350640.1	1920.13569888785	1076.73558373999	1350.84309646818	2396.06813150783	1265.82443505571	1032.8794116565
XM_027350641.1	135.300225406073	108.100526341596	138.84037783958	9770.79279974152	14297.7883807245	5170.61922341296
XM_027350642.1	240.439775565375	845.008423144182	3354.97376789167	846.515088377019	1030.74275425965	304.886091392581
XM_027350643.1	291.177360092653	879.165860551939	3612.86809291254	746.081094840762	1048.82596047473	385.774238088572
XM_027350644.1	80.3345088348558	19.9898639374944	35.7161841543846	28.6954267246447	66.305089455299	68.4438164350692
XM_027350645.1	81.7438861828357	17.8550240995096	25.8229688252358	7.17385668116117	78.3605602653534	74.6659815655301
XM_027350646.1	45.1000751353576	28.9173759872492	45.1063546362885	7016.03183417563	15641.9733760455	472.884549915024
XM_027350647.1	431.551343951453	319.837822999911	308.701854592592	258.258840521802	337.553182681522	342.219082175346
XM_027350648.1	379.404382076196	337.304694401605	312.72621337055	545.213107768249	198.915268365897	236.442274957512
XM_027350649.1	361.364352022053	301.20649350477	306.354311972116	272.606553884125	325.497711871468	255.108770348894
XM_027350661.1	23.9594149156587	15.1379552148016	11.9053947181282	157.824846985546	210.970739175952	105.776807217834
XM_027350662.1	17.7581545845471	9.50974109647793	15.5943902645905	100.433993536256	156.721120530707	118.221137478756
XM_027350663.1	20.8587847501029	8.73343570084708	10.8993050236385	243.91112715948	379.747330516713	130.665467739678
XM_027350664.1	19.449407402123	27.3647651959875	30.3503724504395	186.520273710191	397.830536731794	292.441761131659
XM_027350665.1	3553.88592066618	43629.3336161984	2737.06701385925	5150.82909707372	6467.76008959417	169653.554447145
XM_027350666.1	18.603780993335	15.3320315637093	10.3962601763936	7.17385668116117	3.01386770251359	3.11108256523042
XM_027350668.1	23.6775394460627	21.3483983798484	25.1522423622427	28.6954267246447	12.0554708100544	80.8881466959909
XM_027350671.1	942.591570328974	1904.27713548248	1237.49032422234	789.124234927729	452.080155377039	603.550017654701
XM_027350674.1	370.66624251872	257.92746769835	124.587440500975	28.6954267246447	36.1664124301631	49.7773210436867
XM_027350677.1	2006.10771711463	1093.03799704824	1607.06060533156	1176.51249571043	1681.73817800258	1586.65210826751
XM_027350678.1	52.4288373448532	139.15274216683	112.346682551351	114.781706898579	30.1386770251359	55.9994861741475
XM_027350680.1	51.5832109360653	48.7131635758359	42.9264936315608	7.17385668116117	12.0554708100544	24.8886605218434
