ID	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized
XM_027350592.1	8.8349707457077	11.7154696990825	8.69910771181589	12.5267707348266	9.33236773872354	1.917628307607	1.37782536680644	1.11390701051492	0.942349473923902	2.03687556076446
XM_027350593.1	8.69638296930444	13.8540078187563	10.158889485374	15.8030030808581	12.1417656393081	2.08395321183822	1.52544951324999	1.57432190819442	1.54814556430355	2.42952627127327
XM_027350594.1	7.58768075807837	11.0646102713557	8.31181866985149	11.5149930985521	8.84798879034689	2.13287230131799	1.14818780567204	1.50006144082676	1.91835428620223	2.38044493245967
XM_027350595.1	7.55303381397756	10.7236839044512	8.46077599368395	11.5872629297146	9.46153545829065	2.10352084763013	1.31221463505376	1.52976562777383	1.64911157936683	2.03687556076446
XM_027350597.1	17.2195312181048	15.6826128776078	19.0069545210224	28.0406944910349	21.861636536733	45.2110224972038	24.0135278214837	26.199092887311	21.8759699303763	24.9333201173095
XM_027350602.1	6.61756632325557	9.39097174291533	10.158889485374	15.2971142627209	10.5271691447193	0.831624521156098	0.820134146908598	1.14361119746199	0.757245112974564	4.14737312974932
XM_027350603.1	151.926849882072	202.541255247365	191.529326983782	233.383374767307	192.330734435424	21.2211010163244	73.7956705388356	57.0914473122582	43.230282116259	71.8550800231126
XM_027350604.1	3.32610663367819	5.02091558532107	4.43892825020743	4.48072953207258	5.26358457235965	12.0732312836073	19.0271122082795	21.6989085648307	15.043936244428	23.1418512506131
XM_027350605.1	2.6331677516619	5.23786872789667	4.31976239114145	4.28800998230602	4.97295720333365	11.8775549256883	21.4055012343144	23.3771951273398	14.0511037629725	21.3503823839166
XM_027350606.1	2.77175552806516	5.17588211573221	4.40913678544093	5.15524795625555	4.32711860549811	10.8893893181969	17.9281324514219	22.6048862667162	13.8491717328459	20.0251862359494
XM_027350607.1	3.43004746598064	6.16766791036354	5.51142098180117	5.97430604276344	5.78025545062808	12.5526383605091	20.1096892821988	26.8228808131993	15.7675260190481	25.252348819598
XM_027350608.1	35.2012952064275	30.0945002058442	24.786498685722	19.7537538510727	25.478332684612	14.0495624985901	4.28110024686288	3.60905871406835	5.51947549012571	5.10445923661455
XM_027350614.1	0.069293888201629	0.154966530411144	0.178748788598957	0.240899437208203	0.161459649458885	5.61591147227765	12.876106106465	14.5996078844823	13.933310078732	26.0131095712088
XM_027350615.1	0	0.0309933060822288	0	0.409529043253945	0.161459649458885	6.31056254289039	11.3670592761532	15.2382479038441	15.8853197032886	27.2646837109556
XM_027350616.1	0	0.0309933060822288	0	0.264989380929024	0.0968757896753309	5.79202019440482	11.6130995202257	14.4956432301675	14.3035188006307	25.0805641337504
XM_027350617.1	26.2277366843166	28.2349018409105	27.1698158670414	20.6209918250222	19.4720337247415	33.4704410220589	14.0406965950752	17.7631037943446	11.6110917322767	16.8103585436585
XM_027350619.1	82.2518452953336	99.0236129327211	99.2353691371875	60.4416687955382	62.9369713590733	99.7166719955641	91.100501038607	97.4148810928984	33.1168529407543	91.4139935403327
XM_027350620.1	0.623644993814661	0.123973224328915	0.119165859065971	0.361349155812305	0.968757896753309	2.53400883505211	27.6057153849434	79.1913624008742	28.3209672252487	17.3011719317945
