ID	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized
XM_027350592.1	318.170607971347	401.318725430198	305.935710938857	405.481086548648	317.769904501346	70.2504717349032	68.5010788974412	78.1382219224603	52.3647475633145	97.8315261463907
XM_027350593.1	313.179696473757	474.575318167456	357.274237774487	511.529986107525	413.430740804519	97.1364547445575	73.8289405894644	59.8095031999079	73.3106465886402	117.760170361396
XM_027350594.1	273.252404493039	379.023240684075	292.315285451853	372.730691096642	301.276656862868	71.1177615094081	52.5174938213716	59.8095031999079	83.7835961013031	111.419238111167
XM_027350595.1	272.004676618642	367.344653436107	297.553910639162	375.0700050575	322.168103871607	59.8429944408434	66.2177096008598	60.774172606358	73.3106465886402	90.5847464318432
XM_027350597.1	620.120753575528	537.215013406561	668.448573900652	907.653816812743	744.395243416648	992.179502033694	885.947287073573	895.213209185718	1691.38134629506	803.486700850449
XM_027350602.1	238.316024009911	321.691994194047	357.274237774487	495.154788381522	358.453248676259	0	0	1.92933881290025	0	0
XM_027350603.1	5471.28672923277	6938.14251504323	6735.82426584216	7554.42455092943	6548.9188623184	1356.44120732578	1310.65397623771	1322.56175624312	1902.1494552374	2109.71874439763
XM_027350604.1	119.781875942154	171.993739470085	156.111030581814	145.03746557317	179.226624338129	159.581318508916	124.063065114255	153.38243562557	104.729495126629	893.165599817974
XM_027350605.1	94.8273184542054	179.425567718792	151.920130431966	138.799295010883	169.330675755042	166.519636704956	137.763280893743	167.852476722322	124.366275462872	904.941616854114
XM_027350606.1	99.8182299517952	177.302188219161	155.063305544352	166.871062541174	147.339678903738	56.3738353428235	80.6790484792085	48.2334703225063	68.0741718323088	323.38754476168
XM_027350607.1	123.525059565347	211.276260213252	193.82913193044	193.383287430894	196.819421819173	88.4635569995077	73.0678174906039	79.1028913289104	53.6738662523973	344.222036441004
XM_027350608.1	1267.6915203878	1030.90074707069	871.707231168249	639.412482634407	867.544825783951	381.60750078219	364.577964354159	336.669622851094	387.499131968527	227.367713543926
XM_027350614.1	2.49545574879488	5.30844874907669	6.28635022477103	7.79771320285862	5.49774921282606	4156.91988920236	4013.40210029119	3740.02328880714	7414.84825496533	6008.48623082416
XM_027350615.1	0	1.06168974981534	0	13.2561124448597	5.49774921282606	4020.75539460507	4092.55890257268	3721.69457008459	7164.8065853505	6076.42479064804
XM_027350616.1	0	1.06168974981534	0	8.57748452314448	3.29864952769563	3397.174046736	3495.83839306608	3292.41668421428	6151.54872000037	4579.96477959399
XM_027350617.1	944.530000918862	967.199362081772	955.525234165196	667.484250164698	663.028555066822	324.366375664861	337.938655894043	364.645035638148	454.264185111753	304.364748010993
XM_027350619.1	2962.10597381952	3392.09875066	3489.97209978538	1956.44624259723	2143.0226431596	9069.24917199855	9342.78603851212	9311.95378046307	23793.232174081	8056.60734764814
XM_027350621.1	109.800052946975	152.883323973409	83.818002996947	182.466488946892	120.950482682173	224.628051596789	238.231529943323	205.474583573877	146.62129317728	166.675933434592
XM_027350627.1	4488.07716420759	5915.73528597106	5661.90610244377	6120.42509292373	6236.64670702988	7578.37804962449	7838.80679516385	7273.60732463396	4537.4053763612	11486.1458475577
XM_027350635.1	37.4318362319232	81.750110735781	49.2430767607064	123.983639925452	61.5747911836518	344.314040478476	418.617704373252	437.959910528358	492.228627095156	136.782967112083
XM_027350640.1	17.4681902415642	10.6168974981534	13.6204254870039	19.4942830071465	18.6923473236086	56655.7045195376	54684.4112838273	55165.5846772569	93149.0312030019	31119.4837891954
XM_027350641.1	192.150092657206	271.792575952726	318.508411388399	354.016179409781	282.584309539259	626.183217192594	600.526125000901	489.087389070214	301.097298489058	933.022888247985
XM_027350646.1	99.8182299517952	89.1819389844883	83.818002996947	141.138608971741	131.945981107825	214.220574302729	174.297189639045	175.569831973923	583.866935330956	331.540171940546
XM_027350647.1	335.638798212911	394.948586931305	362.512862961796	428.094454836938	363.950997889085	721.585092388141	762.645345058179	761.12416168915	1339.22841893177	654.927716702226
XM_027350648.1	368.079722947245	414.059002427982	391.849164010727	421.076512954365	468.40823293278	753.674814044825	818.207331274992	723.502054837595	1553.92388394136	734.642293562248
XM_027350649.1	305.693329227373	328.062132692939	319.556136425861	303.3310435912	284.78340922439	611.439291026009	659.132603613156	773.664863973002	1339.22841893177	729.207208776338
XM_027350651.1	52.4045707246925	76.4416619867043	45.052176610859	77.1973607083003	53.8779422856953	35.5588807547041	22.8336929658137	42.4454538838056	27.4914924707401	34.4222036441004
XM_027350652.1	61.1386658454746	79.6267312361503	29.3363010489315	131.781353128311	103.35768520113	40.7626194017339	35.0116625475811	46.3041315096061	19.6367803362429	56.1625427877428
XM_027350661.1	229.581928889129	321.691994194047	243.072208691146	244.068423249475	277.086560326433	310.489739272782	270.198700095462	213.191938825478	73.3106465886402	520.862291983099
XM_027350662.1	224.591017391539	359.912825187399	280.790310039773	220.675283640899	282.584309539259	284.471046037633	264.870838403439	257.566731522184	90.3291895467174	560.719580413109
XM_027350663.1	213.361466521962	379.023240684075	271.360784702616	228.472996843758	270.489261271042	208.149545881195	251.931745722811	230.55598814158	78.5471213449717	468.323139052629
XM_027350664.1	2.49545574879488	0	1.04772503746184	0	0	345.181330252981	306.732608840764	245.026029238332	124.366275462872	760.006022563165
XM_027350666.1	49.9091149758976	49.8994182413209	55.5294269854774	34.3099380925779	20.891447008739	101.472903617082	67.7399557985807	101.290287677263	27.4914924707401	76.9970344670667
XM_027350667.1	39.9272919807181	47.7760387416902	23.0499508241604	9.35725584343034	25.2896463789999	86.7289774504977	96.6626335552781	104.184295896614	36.6553232943201	96.9256786820722
XM_027350668.1	103.561413574988	200.659362715099	132.013354720192	247.967279850904	260.593312687955	37.293460303714	69.2622019963017	53.056817354757	17.0185429580772	22.6461866079608
XM_027350671.1	414.24565429995	376.899861184445	515.480718431224	1008.24431712962	837.856980034691	907.185104132206	844.085516636248	790.064243882654	5174.94617794455	3122.45620950564
XM_027350674.1	587.679828841194	749.552963369628	762.743827272218	1087.78099179878	542.078072384649	134.429915048271	124.824188213115	111.901651148215	136.148343664618	193.851357364144
XM_027350677.1	768.600370628823	957.644154333434	964.954759502353	1640.63885788145	1183.11563060017	29848.6448793633	29401.4241858806	27769.9382034798	26500.4896231044	44568.6010919312
XM_027350678.1	42.422747729513	41.4059002427982	49.2430767607064	48.3458218577234	37.3846946472172	1448.37392342331	1437.00041064854	1665.01939553292	1289.48190874662	364.15068065601
XM_027350679.1	9.98182299517952	8.4935179985227	7.33407526223287	18.7145116868607	23.0905466938694	43.3644887252489	40.3395242396043	52.0921479483068	56.292103630563	67.032712359564
XM_027350680.1	143.488705555706	92.3670082339343	157.158755619276	205.859628555468	312.27215528852	188.20188106758	184.952913023091	187.145864851325	316.806722758053	450.206189766261
XM_027350683.1	14.9727344927693	11.6785872479687	16.7636005993894	21.0538256477183	35.1855949620868	86.7289774504977	58.6064786122552	101.290287677263	106.038613815712	104.17245839662
XM_027350684.1	4.99091149758976	12.740276997784	47.1476266857827	38.9885660142931	76.9684889795648	36.426170529209	51.7563707225111	56.9154949805575	62.8376970759774	36.2338985727373
XM_027350685.1	9.98182299517952	15.9253462472301	10.4772503746184	21.8335969680041	21.9909968513042	66.7813126368832	56.3231093156739	55.9508255741074	43.2009167397344	49.8216105375138
XM_027350687.1	76.1114003382438	61.5780054892896	33.5272011987788	39.768337334579	26.3891962215651	89.3308467740127	61.6509710076971	91.643593612762	70.6924092104745	135.877119647765
XM_027350688.1	107.30459719818	57.3312464900282	121.536104345573	82.6557599503014	26.3891962215651	895.043047289137	1041.21639924111	1059.20700828224	498.77422054057	1132.30933039804
XM_027350689.1	111.047780821372	48.8377284915055	91.1520782591799	90.45347315316	61.5747911836518	1038.14586008246	1054.15549192173	1100.68779275959	595.649003532702	1232.85839893739
XM_027350694.1	671.277596425823	750.614653119443	541.67384436777	726.746870506423	757.58984152743	475.274796428728	556.380985266995	472.688009160562	86.4018334794689	508.18042748264
XM_027350697.1	1680.68944681335	2064.98656339083	1946.67311960409	1513.53613267486	1978.09016677481	1021.66735436686	835.713162548783	964.669406450127	657.177581919596	973.786024142315
XM_027350699.1	254.536486377078	357.789445687769	315.365236276013	771.973607083003	489.299679941519	5093.59284566773	5412.34635599671	5172.55735738558	3007.04562882333	5615.34843130996
XM_027350700.1	665.038957053835	1016.03709057328	312.222061163628	38.9885660142931	108.855434413956	0	0	0	0	0
XM_027350703.1	23610.7545672228	18617.7914527618	20449.4972811802	12930.9478043004	17780.820504122	16355.3505676149	16517.1323683708	16665.6286658324	54958.1116863876	20616.1824404232
XM_027350704.1	25846.682918143	22025.815549669	22888.6011683913	11024.4069262015	14823.0314276216	15207.0589061703	15242.2511777795	14919.5770401577	28647.4442732003	14265.2858680867
XM_027350705.1	23812.8864828751	18482.9568545352	20771.1488676809	5749.25394446766	7694.64979827135	13275.6045783477	13521.351851256	13409.8694190632	21135.7212352428	12257.0220396927
XM_027350716.1	265.766037246655	317.445235194786	372.990113336414	455.386451046943	409.032541434258	48.5682273722787	42.6228935361856	48.2334703225063	49.7465101851487	48.9157630731953
XM_027350717.1	40175.5898277232	25973.1780394824	25649.3566421033	15877.7036236607	26626.6989875591	83.2598183524778	111.123972433627	62.7035114192582	44.5100354288173	395.855341907155
XM_027350718.1	71389.9980615239	47859.9122319256	45682.9070834111	25865.7944652023	42006.1026355188	170.856085577481	134.718788498301	121.548345212716	62.8376970759774	304.364748010993
XM_027350719.1	158.461440048475	178.363877968977	170.77918110628	172.329461783175	169.330675755042	93.6672956465375	99.70712595072	83.926238361161	147.930411866363	204.721526935966
XM_027350741.1	492.852510386989	466.081800168933	573.105595491625	924.808785859032	955.508813189168	1611.42440103025	1539.75202899471	1525.14233159765	4477.18591666339	1736.50958909843
XM_027350742.1	192.150092657206	187.919085717315	289.172110339467	93.5725584343034	115.452733469347	92.8000058720326	77.6345560837667	92.6082630192122	58.9103410087288	159.429153720044
XM_027350743.1	72.3682167150515	44.5909694922442	44.0044515733972	118.525240683451	79.1675886646952	630.519666065118	568.558954848762	711.926021960194	1162.49739590558	1208.40051740079
XM_027350744.1	2556.59441464035	2203.00623086682	2336.4268335399	2371.28458498931	2413.51190443064	1620.0972987753	1609.01423099101	1501.99026584285	943.874574828743	1376.88814576402
XM_027350745.1	316.92288009695	471.39024891801	505.003468056606	1165.75812382736	564.069069235953	254.115903929958	206.264359791184	214.156608231928	202.913396807844	272.660086759848
XM_027350746.1	1915.26228720007	1832.47650818127	1724.55541166219	1516.655217956	1832.94958755621	770.15331976042	827.340808461317	680.091931547339	1315.66428252828	763.629412420438
XM_027350749.1	942.034545170067	614.71836514308	731.312076148363	830.456456104443	930.219166810169	587.15517733987	567.036708651041	567.225610992675	467.355372002582	326.105087154636
XM_027350750.1	300.702417729783	265.422437453834	289.172110339467	283.836760584054	238.602315836651	289.674784684662	266.39308460116	311.588218283391	328.588790959798	283.530256331669
XM_027350751.1	496.595694010181	385.393379182967	454.712666258438	597.30483133897	437.620837340954	277.532727841593	300.643624049881	307.72954065759	314.188485379887	245.484662830295
XM_027350752.1	314.427424348155	241.003573208082	244.119933728608	278.378361342053	258.394213002825	280.134597165108	260.304099810277	277.824789057637	341.679977850627	233.708645794156
XM_027350753.1	289.472866860206	175.178808719531	229.451783204142	258.884078334906	204.516270717129	353.854227998031	312.060470532788	360.786358012347	350.843808674207	274.471781688485
XM_027350754.1	249.545574879488	236.75681420882	251.454008990841	234.711167406044	204.516270717129	338.243012056941	304.449239544183	310.623548876941	339.061740472461	288.059493653261
XM_027350755.1	13154.7949797722	10066.942207749	10737.0861839089	7240.17670885423	9816.7809944222	5525.50315337121	5693.96190257508	5852.64928893292	6395.04479616978	5387.07487030172
XM_027350756.1	697.479881788169	749.552963369628	627.587297439641	1290.5215350731	1250.18817099664	2712.88241465157	2717.97058603069	2638.3708266411	2275.24828162601	2269.14789811767
XM_027350757.1	2229.68971154823	2293.24985960113	2363.66768451391	2550.63198865505	2044.06315732873	2291.37958424215	2324.46994391984	2205.23426314499	3780.7347740713	1956.63052292781
XM_027350760.1	1787.99404401153	1399.30709025661	1367.2811738877	945.082840186465	1006.08810594717	435.379466801499	399.58962690174	464.005984502511	455.573303800836	701.125937382467
XM_027350761.1	1427.40068831067	1405.67722875551	1266.69957029136	761.836579919287	1042.37325075182	424.104699732934	365.33908745302	382.9737543607	468.664490691664	606.011953629031
XM_027350762.1	1759.29630290039	1546.88196548095	1501.38997868281	944.303068866179	1014.88450468769	458.796290713133	417.095458175531	397.443795457452	603.503715667199	745.51246313407
XM_027350767.1	2114.89874710366	1951.38576016059	1732.93721196188	1972.82144032323	1893.42482889729	8570.55755165818	8368.54847197073	8791.99697038646	5842.59670937681	3621.57816234509
XM_027350768.1	219.600105893949	228.263296210298	227.356333129219	124.763411245738	159.434727171956	265.390670998523	280.093300380648	349.210325134946	379.64441983403	238.237883115748
XM_027350769.1	935.79590579808	768.663378866304	927.236658153726	604.322773221543	734.499294833561	316.560767694317	341.744271388346	340.528300476895	411.063268372019	538.979241269467
XM_027350771.1	884.639062947785	736.812686371844	864.373155906016	506.85135818581	689.417751288387	302.684131302237	221.486821768393	313.517557096291	375.717063766781	551.661105769925
XM_027350772.1	157.213712174077	255.867229705496	157.158755619276	243.288651929189	160.534277014521	220.291602724264	238.992653042184	150.48842740622	89.0200708576346	219.215086365061
XM_027350773.1	1043.10050299626	1302.69332302342	961.811584389967	1600.87052054687	1427.21569564964	816.119677809184	798.41813070462	758.2301534698	509.247170053233	1024.51348214415
XM_027350774.1	252.041030628283	201.721052464914	176.017806293589	412.499028431221	376.046046157302	1139.61876369954	1138.64015589524	1123.8398585144	373.098826388616	1291.73848411808
XM_027350775.1	239.563751884308	233.571744959374	194.876856967902	444.469652562941	372.747396629606	1285.32344581638	1147.01250998271	1109.36981741765	433.318286086427	1364.20628126356
XM_027350776.1	2648.92627734576	4513.243126465	4813.24882209968	5363.26714092616	4795.13686342688	2279.23752739908	2248.35763403379	2036.41711701622	1404.68435338591	2395.06069565793
XM_027350777.1	1800.47132275551	3085.27041296337	3421.86997235036	2956.89284652399	2778.56245216229	2317.3982774773	2286.41378897681	2220.66897364819	1373.26550484792	2276.39467783222
XM_027350778.1	1821.68269662026	3188.25431869546	3460.63579873645	2742.45573344538	2705.99216255298	2754.51232382781	2816.91658888255	2732.90842847321	1830.14792733784	2956.68612353536
XM_027350779.1	5220.49342647889	4489.88595196906	4295.67265359353	3933.94631084217	4744.55757066889	6688.53874098238	6753.44525618884	6927.29100771836	6813.96277667629	7266.70835876246
XM_027350780.1	1033.11868000108	819.62448685744	1003.72058588844	787.56903348872	603.652863568301	871.626223377502	713.933466731109	765.947508721401	1413.84818420949	733.73644609793
XM_027350782.1	444.191123285489	381.146620183706	678.925824275271	534.143354395815	620.146111206779	5.20373864702986	1.52224619772092	4.82334703225063	2.61823737816572	4.52923732159216
