ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized
XM_027350592.1	1.02818874866416	1.11589549843877	1.58492728604838	1.29227809144275	0.580936162026193	0.997311410971512	2.45480113349957	1.01134074883602	2.3651367236425	1.39876495397883	1.3647589478853	1.56053552748581
XM_027350593.1	1.2638153368997	1.03804232412909	1.14355513043997	1.49109010551087	0.580936162026193	1.43203689780525	2.55299317883955	0.948131952033769	2.25513036440331	1.93409475118061	1.47090686605416	1.19448398400148
XM_027350594.1	1.32807713369121	0.700678568787133	1.16361750114945	1.29227809144275	1.02518146239916	0.843878886206664	2.35660908815959	1.76984631046304	2.75015898097965	1.41603365711437	1.04631519337873	1.19448398400148
XM_027350595.1	0.942506352942147	1.2456507889549	1.46455306179154	1.78930812661304	0.580936162026193	0.869450973667472	2.45480113349957	0.884923155231518	1.26507313125064	1.19154051635234	1.31926698295579	1.21374985471118
XM_027350596.1	3.34161343315852	6.46181346770356	5.45696483297671	6.85901448534999	4.61331658079624	4.73083618024948	1.50561136187974	2.4651430752878	2.3101335440229	0.293567953304199	0.18196785971804	0.231190448516416
XM_027350597.1	8.05414519786926	7.52580684993587	6.86133078263984	13.767731974217	12.1654866871368	12.4536065934135	16.6926477077971	11.6304186116142	23.101335440229	19.7553963870591	17.6508823926499	17.8787280186028
XM_027350603.1	40.9347645561919	47.1271215154605	44.7190243114158	52.8342927386017	52.9677088906235	40.4294702755375	29.0975761024149	21.0485293351497	34.8170126992024	27.0082517039863	26.1123878695388	26.4135087430005
XM_027350604.1	8.18266879145228	5.99469442184547	10.1716219497029	6.90871748886702	10.2176419085783	5.65143132883857	4.84414090343915	3.53969262092607	2.47514308288168	3.17744137693957	2.47173009450338	3.06327344284251
XM_027350605.1	10.0676814973366	7.70746425665847	12.6593559176776	10.238818724508	10.2518146239916	6.393021865202	5.17144772123909	3.22364863691481	2.64015262174046	3.3155910020239	2.74468188408044	3.35226150348803
XM_027350606.1	5.67645871658339	6.0206454799487	7.94469880095139	7.15723250645216	8.20145169919332	3.81024103166039	2.91303067841949	2.40193427848555	1.26507313125064	1.12246570381017	1.60738276084269	0.963293535485066
XM_027350607.1	6.64038566845604	5.89089018943256	8.22557199088401	7.50515353107137	9.3633240232457	5.67700341629938	2.58572386061955	1.64342871685853	1.10006359239186	1.7614077198252	1.45574287774432	1.57980139819551
XM_027350608.1	5.52651452406986	5.00855421392284	5.63752616936197	3.37980423915797	4.27158942666319	2.2503436965511	4.41864204029923	10.4926602691737	5.83033703967685	7.5982293796381	7.26355040041178	6.72378887768576
XM_027350614.1	3.96281080214312	2.90651850756144	3.97234940047569	1.98812014068116	2.83633537930435	5.01212914231837	64.9704033332886	55.2444884051676	70.3490667334594	82.7688941286486	79.9597103577689	74.693780741512
XM_027350615.1	4.04849319786513	2.88056744945821	4.51403340963147	2.2366351582663	3.51978968757046	4.34725486833736	59.2425340217896	51.0094990194168	71.61413986471	80.0577077363687	81.5367651419919	74.3277291980277
XM_027350616.1	4.06991379679564	2.82866533325176	3.8920999176378	1.29227809144275	3.7248259800503	4.19382234357251	53.8747022098706	48.6075647409312	67.8739236505777	67.6415101819146	69.64819830708	65.7544167322106
XM_027350617.1	4.79821416043275	5.1642605625422	4.39365918537463	7.80337155217354	10.0809510469251	8.08077963761533	10.0810499882382	7.58505561627015	7.48043242826464	6.45849497269238	6.73281080956749	7.2824991282671
XM_027350619.1	60.1062005989924	71.9103820040424	57.9601889796681	68.739253864051	73.8814107235664	59.1738103843097	424.058713141606	376.661220144615	389.752530784436	180.578828688354	186.137956503245	185.973449960747
