ID	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized
XM_027350592.1	2.71923522374101	1.13359944084251	2.61914671904067	1.539091451908	1.50155135394989	1.71729269805648	4.44612352239358	1.13126902769606	0.907987048732689	1.75974773040815	1.84637746656376	1.81424940664294
XM_027350593.1	2.82800463269065	1.06274947578985	2.49732594141087	2.12812645202095	1.61833868147933	1.31447095406792	5.3353482268723	1.25247642352063	1.28328836220887	2.09897620855912	2.1149414617003	2.351804786389
XM_027350594.1	2.61046581479137	1.98379902147439	3.04551944074497	1.55809258094391	1.15118937136158	1.31447095406792	2.96408234826239	0.942724189746713	1.22275589229335	2.05657264879025	2.48421695501305	1.63506428006092
XM_027350595.1	2.71923522374101	0.991899510737197	1.40093894274268	1.31107790347719	1.45149964215156	1.33567209848837	7.41020587065597	1.07739907399624	1.24696888025956	1.75974773040815	2.28279395866064	1.74705498417469
XM_027350596.1	1.66779760389448	2.76314863705362	2.55823633022577	0.323019193610322	0.200206847193319	0.254413733045404	1.18563293930496	1.38715130777016	1.02905198856371	0.763264075839681	0.20142299635241	0.313573971518533
XM_027350597.1	18.4907995214388	13.0363935696889	25.5823633022577	21.7372916170711	19.4200641777519	19.6746620221779	33.494130535365	19.7164030541313	21.3558553861928	21.5410083625865	21.2165556157872	18.4336698971252
XM_027350603.1	32.2320015187434	23.5930383625347	38.5562761198313	29.7177658121496	28.7296825722413	29.0667690004374	28.7515987781452	60.5902304238638	46.5373628710461	62.0788115016274	65.6303263114935	64.2826641612994
XM_027350604.1	5.36595750818225	3.96759804294879	2.74096749667047	3.49620774260584	2.71947634104258	3.37098196285161	8.29943057513469	15.6222865729455	17.6875877093128	19.9932784310227	25.1443040446592	20.4047062895274
XM_027350605.1	5.72852220468105	3.6133482176855	2.92369866311517	3.64821677489305	3.01978661183256	3.68899912915836	8.29943057513469	17.5750723945637	19.0556215294034	18.445548499459	26.4871240203419	21.5918077531333
XM_027350606.1	3.22682579883933	2.69229867200096	1.40093894274268	1.23507338733358	1.76849381687432	1.06005722102252	11.2635129233971	14.7199648484737	18.426083842282	17.3006523856994	25.3121565416195	19.1952066850988
XM_027350607.1	2.86426110234053	1.84209909136908	1.21820777629799	1.93811516166193	1.60165477754655	1.73849384247693	10.3742882189184	16.5111408089924	21.8643281334831	21.8166315010842	33.2347943981476	26.3850098892023
XM_027350608.1	4.89462340273381	11.761094198741	6.45650121437933	8.36049677579657	7.99158998379998	7.39919940273717	0.889224704478716	3.51501447891275	2.94187803789391	4.4099702159626	3.4913319367751	4.36763746043672
XM_027350614.1	71.9690922550119	61.9228694560221	77.9043872942562	91.0724114690749	87.9742254375309	82.196836918086	33.7905387701912	10.5719784135881	11.9006835853898	22.4738866775017	25.3792975404036	20.1583267404772
XM_027350615.1	65.6242100662829	57.1759217974941	79.3053262369989	88.0892342104384	89.7093514465396	81.7940151740975	33.1977223005388	9.33296947849246	12.4212628266632	23.5551774516079	24.1371890628971	19.3071973892126
XM_027350616.1	59.6781490437026	54.4836231254932	75.1634197975857	74.4274224336254	76.6291707632428	72.359505906997	40.3115199363685	9.53498180486676	11.8159381275081	21.6682190418932	21.8543951042365	19.172808544276
XM_027350617.1	11.1669926521631	8.50199580631883	8.28381287882631	7.10642225942708	7.4076533461528	8.01403259093023	10.3742882189184	11.5281700917598	14.4793668037906	14.5232192208384	15.1402952258228	12.9909216771964
XM_027350619.1	469.738820783846	422.194941748782	431.611015142377	198.69480632842	204.794920774832	204.654647090607	33.494130535365	74.7984307121892	79.4064940351694	78.9766300695225	87.7868559102586	78.6622705695064
XM_027350620.1	1.01518115019664	1.34614933600048	0.85274544340859	2.9831772586365	2.78621195677369	2.79855106349945	61.3565046090314	22.665783019196	64.5518259179026	14.9472548185271	16.3824037033293	14.4020045490298
XM_027350627.1	132.336114222062	86.93290711961	135.038332002632	166.031865515706	171.827526603666	159.856628930196	382.959439395501	170.862025647379	191.476308836749	164.398601223913	175.94298731383	187.405244263969
XM_027350629.1	0.616359984047961	1.70039916126377	2.37550516378107	0.532031613005236	0.917614716302711	0.805643487977113	3.26049058308863	0.983126655021572	2.72396114619807	2.58661714590114	2.88706294771787	1.8366475474657
XM_027350634.1	0	0	0	0.0380022580718026	0.133471231462213	0.127206866522702	7.11379763582973	11.3396252538105	9.69730168046512	3.11666164301203	2.0142299635241	2.73257318037579
XM_027350635.1	64.7540547946858	51.7913244534922	73.5797496883984	7.54344822725281	9.17614716302711	9.62531956688446	81552.2796889172	154.431689768937	72.5178989587841	23.6611863510301	24.8085990507385	28.6696202531231
XM_027350640.1	1189.93733390906	1482.11041893653	1813.66773735244	1241.24875427025	1198.6884458582	1212.40864482787	34.0869470050175	74.7176257816395	97.5299155278739	144.426524572775	229.8236388381	197.820379746549
XM_027350641.1	11.0219667735635	15.3035924513739	9.2583790998647	13.7188151639207	13.1636002029607	10.7489802211683	198.297109098754	7.50139105269885	10.0241770180089	10.1768543445291	6.2441128869247	9.38482100473325
XM_027350642.1	0.10876940894964	0	0.304551944074497	0.0380022580718026	0.0333678078655531	0.127206866522702	20.4521682030105	58.6374446022456	242.226731613915	18.0851182414235	30.8177184419187	28.5128332673638
XM_027350643.1	0	0	0	0	0	0	22.2306176119679	61.0077225650373	260.846519359927	21.901438620622	34.2754798793017	30.8870361945755
XM_027350646.1	2.42918346654196	1.62954919621111	0.426372721704295	4.69327887186762	3.82061400060583	3.85860828452196	103.150065719531	2.006655775318	3.25664688145458	3.39228478150969	2.88706294771787	4.703609572778
XM_027350647.1	19.1796724447866	15.7995422067425	12.1820777629799	15.8089393578699	16.7172717406421	16.7277029477353	8.29943057513469	22.1944209243226	22.2880554228917	32.4599250030709	28.6356359814343	31.1782120252713
XM_027350648.1	18.7083383393381	14.8784926610579	14.1312102050566	16.5119811321982	17.9351967277348	15.9008583153378	11.8563293930496	23.4064948825684	22.5786112784862	28.5375957244503	29.3741869680598	33.7763963607106
XM_027350649.1	17.3305924926427	11.761094198741	12.9739128175736	13.3957959703104	14.4482608057845	17.0033178252012	12.7455540975283	20.9015420355271	22.1185645071283	27.1806818118464	27.6285209996722	28.8712035205278
XM_027350661.1	6.48990806732853	2.55059874189565	4.50736877230255	6.80240419485266	5.92278589613568	4.68545291691953	2.66767411343615	1.05046409714634	0.859561072800279	1.80215129017702	1.00711498176205	1.45587915347891
XM_027350662.1	6.23611277977937	3.04654849726425	3.95917527296846	6.23237032377562	5.80599856860625	5.66070556026024	1.48204117413119	0.659906932822699	1.12590394042853	1.33571213271944	1.44353147385894	2.10542523733872
XM_027350663.1	7.61385862647482	2.26719888168502	3.35007138481946	4.56027096861631	5.52237220174904	5.06707351648763	3.8533070527411	0.606036979122887	0.786922108901664	1.56893171144823	1.24210847750653	1.34388844936514
