ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized
XM_027350592.1	34.1954586355585	35.9838420117085	52.809234263739	15.4046848860108	35.213071570924	12.5934226966072
XM_027350593.1	42.0319179062073	33.4733414062404	38.1028652282673	18.2930633021378	36.3868406232881	8.39561513107149
XM_027350594.1	44.1691340709297	22.5945054492123	38.7713365480615	13.4790992752594	56.3409145134783	10.4945189138394
XM_027350595.1	31.3458370825953	40.1680096874885	48.798406344974	19.2558561075135	42.2556858851087	12.5934226966072
XM_027350596.1	111.135240565565	208.371550253847	181.824198984013	66.4327035709214	71.599912194212	207.791474494019
XM_027350597.1	267.864425978541	242.681725195243	228.617191369604	398.596221425529	728.910581518126	279.154203108127
XM_027350602.1	45.5939448474113	71.967684023417	54.1461769033273	36.5861266042756	24.6491500996468	4.19780756553575
XM_027350603.1	1361.40669692817	1519.68969984332	1490.02257182119	1060.99767152399	1524.72599902101	701.03386344447
XM_027350604.1	272.138858307986	193.308546621039	338.914959135641	199.298110712764	241.796424787011	743.011939099827
XM_027350605.1	334.830532473177	248.539559941335	421.805402790118	240.698201343918	285.225879724484	753.506458013667
XM_027350606.1	188.787427883812	194.145380156195	264.714642638489	180.042254605251	235.92757952519	675.847018051255
XM_027350607.1	220.845670354648	189.961212480415	274.073241115607	199.298110712764	241.796424787011	677.945921834023
XM_027350608.1	183.800590166127	161.50887228511	187.84044086216	123.237479088086	120.898212393506	237.17612745277
XM_027350614.1	131.794996824548	93.7253559374732	132.357321319244	72.2094604031755	35.213071570924	48.2747870036611
XM_027350615.1	134.644618377511	92.8885224023172	150.406046953687	87.6141452891862	25.8229191520109	48.2747870036611
XM_027350616.1	135.357023765752	91.2148553320052	129.683436040068	88.5769380945619	36.3868406232881	39.8791718725896
XM_027350617.1	159.57880696594	166.529873496046	146.395219034922	318.684418579348	274.661958253207	321.132278763485
XM_027350619.1	1999.00951940369	2318.86572591731	1931.21364288534	1827.38074460303	2554.12145794435	1819.74957965975
XM_027350620.1	156.729185412976	319.670410429596	161.101588070394	228.181894874034	430.773242217636	94.4506702245543
