ID	log2FoldChange
XR_003477213.1	12.2684635042159
XM_027377480.1	9.97406941770774
XM_027377481.1	10.4745735594952
XR_003476770.1	13.7163155752142
XM_027377478.1	9.22410463153959
XM_027373956.1	3.45057360563733
XM_027361885.1	5.92357275849207
XR_003477866.1	5.89212016944417
XM_027377476.1	10.56371669613
XM_027372959.1	9.64996388615675
XM_027372224.1	6.07876145505759
XM_027372225.1	6.41253739864102
XM_027352608.1	8.77703715100197
XM_027377477.1	7.38868024401617
XM_027377493.1	7.973591605337
XR_003477617.1	4.33508860237076
XM_027373946.1	3.01678737481804
XM_027359391.1	13.1385295310514
XR_003477542.1	9.59617928883434
XM_027371676.1	4.49785457029176
XM_027358775.1	11.8766240645576
XM_027359976.1	3.87377067350889
XM_027377495.1	9.35606158190382
XM_027377496.1	4.15898290408556
XR_003475955.1	7.7780362086064
XM_027373544.1	3.05953901914379
XM_027377497.1	9.344069215801
XM_027377474.1	6.24408391091772
XM_027370963.1	4.62217491348215
XM_027377294.1	-5.41012692973474
XM_027363102.1	3.46423280499262
XM_027373550.1	3.04254415888357
XM_027370979.1	5.06328881980837
XM_027370921.1	-7.39961891346404
XM_027381761.1	8.63752541661067
XM_027377853.1	-5.34051037972617
XM_027382365.1	5.0519210278584
XM_027370418.1	-3.42349689486285
XM_027373547.1	3.13281114829864
XR_003476404.1	3.4542762511843
XM_027370978.1	5.22487945780279
XM_027359977.1	3.62002624418323
XM_027353560.1	3.92849613820564
XM_027370743.1	2.3927170377089
XM_027364825.1	-6.58369624271581
XM_027370568.1	4.30298570086863
XM_027379437.1	4.59706695242031
XM_027369540.1	6.81617857830111
XM_027377482.1	7.98591286585259
XM_027375137.1	3.71192786186998
XM_027365200.1	3.65776267425012
XM_027362951.1	3.67672733550416
XM_027369299.1	2.7496472037534
XM_027373403.1	3.20501837066949
XM_027365450.1	3.82461917879274
XM_027373111.1	6.29441700979066
XM_027377492.1	7.79946005624658
XM_027361641.1	3.55136962180526
XM_027375136.1	3.88750456592401
XM_027358979.1	5.01799602316449
XR_003477366.1	2.97578259290989
XM_027380420.1	-11.0339845047054
XM_027373397.1	3.15487041469054
XM_027374295.1	12.9135372852478
XR_003476155.1	3.71887857229286
XM_027371169.1	7.70327018083476
XM_027362231.1	-5.3960620881742
XR_003477979.1	3.2905110609545
XR_003476901.1	6.09487307358941
XM_027373549.1	2.960677020592
XM_027354450.1	3.30237634247274
XR_003475680.1	4.21467487826221
XM_027380178.1	2.37829814535037
XM_027370742.1	2.24212778194185
XM_027373398.1	2.99080949442768
XM_027381749.1	7.5885664530931
XM_027367745.1	-2.80361579314073
XM_027370334.1	-4.36608418588877
XM_027357587.1	4.77771600147381
XM_027362612.1	3.30627344046944
XM_027361690.1	9.35983331081906
XM_027381025.1	8.75257932502655
XM_027373404.1	3.09406409912259
