ID	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized
XM_027350596.1	0	0.41040960705562	0	0	0	1.79122167994246	1.77802145237627	2.58187302423249	1.58002238155673	2.0924396134745
XM_027350597.1	12.6612099445422	6.97696331994554	6.56109229237073	7.30677723428079	4.52438869987181	6.3361125096472	4.6887084225626	3.24632564076291	3.80825907349571	5.50820590141666
XM_027350602.1	0.548217337804922	0	0	0	0.21142003270429	2.03183354739742	0.777061227334813	0.768866599128057	0.648214310382248	1.49298394042505
XM_027350603.1	33.9111581813616	27.9078532797821	23.5867115320669	25.0149667667731	18.2666908256507	14.9179357822073	20.4143203791349	21.1580697463758	19.3552741740699	17.8818758319091
XM_027350604.1	0.417689400232321	1.64163842822248	2.07629502923124	1.63327961707453	1.90278029433861	4.28645586095683	3.93798825378151	4.81253537972747	3.86902916509404	2.49961705177224
XM_027350605.1	0.548217337804922	1.94944563351419	2.82376123975449	1.28943127663779	2.28333635320634	4.17951725319907	3.95115878305837	5.98956572900992	4.76032384186963	2.82762109928986
XM_027350606.1	0.352425431446021	1.02602401763905	1.4949324210465	0.515772510655115	2.19876834012462	3.72502817022859	3.1609270264467	3.75890337351494	2.6840123789265	1.68526217517676
XM_027350607.1	0.522111750290402	1.43643362469467	2.74070943858524	0.515772510655115	1.86049628779776	3.62700111311732	3.60872502185998	3.89179389682103	3.13978806591401	2.5109275361694
XM_027350608.1	5.5865957281073	7.69518013229287	9.46790533329447	6.96292889384405	0.761112117735445	2.19224145903405	1.64631615960766	2.66730264635783	2.61311393872844	0.995322626950032
XM_027350614.1	0.300214256416981	0	1.1627252163695	1.37539336174697	1.8182122812569	0.436665981677515	1.09315392997948	1.87945168675747	1.87374449094869	2.21685494184325
XM_027350615.1	0.378531018960541	1.12862641940295	1.66103602338499	1.11750710641942	2.28333635320634	0.605985443960633	1.35656451551671	2.13574055313349	1.91425788534758	1.92278234751711
XM_027350616.1	0.274108668902461	1.33383122293076	0.830518011692497	1.54731753196534	2.1142003270429	0.365373576505676	1.43558769117788	1.84148296581288	1.9243862339473	1.85491944113415
XM_027350617.1	4.80342810267169	5.13012008819525	3.73733105261624	5.4156113618787	3.55185654943208	2.67346519394397	3.88530613667407	2.0787874717166	2.26875008633787	3.57411306950239
XM_027350619.1	67.1044127060739	281.1305808331	290.764355893543	200.721468729949	55.4343325750649	20.0064312013474	28.474684296574	27.422908702234	28.4201461708217	26.172460895027
XM_027350620.1	2.19286935121969	2.0520480352781	1.57798422221574	2.4069383830572	10.3172975959694	1.6397253189523	2.37069526983502	2.28761543691187	2.22823669193898	5.4968954170195
XM_027350621.1	0.443794987746841	0	0	0	0.507408078490297	0.998093672405748	2.05460256719035	1.21499907022705	1.73194761055257	1.68526217517676
XM_027350627.1	71.5684681710568	37.9628886526448	57.3057428067823	54.3280377890054	49.4722876528039	42.5972120901739	38.7476971325258	43.6735212665209	34.1933048726636	40.1295986411218
XM_027350629.1	0.0261055875145201	0	0	0	0	3.101219624975	0.84291387371912	2.41101377998181	2.29913513213704	0.803044392198321
XM_027350630.1	0.0261055875145201	0.102602401763905	0.249155403507749	0	0.0845680130817161	9.36603972945037	16.8582774743824	19.5538912864666	29.7570881859851	9.02576654893325
XM_027350635.1	10.7555020559823	19.9048659421976	15.6967904209882	14.6995165536708	4.10154863446323	9.71359020466308	6.21648981867851	6.32179203727513	4.62865531007324	2.49961705177224
XM_027350640.1	2.01013023861805	4.30930087408401	4.98310807015498	3.26655923414906	8.54136932125333	2.53979193424677	2.87117538235575	9.70100820134412	21.7354360950048	10.3943351609895
XM_027350641.1	2.88466742035447	1.02602401763905	1.74408782455424	0.859620851091858	9.04877739974363	7.03121346007263	3.21360914355414	3.3032787221798	3.95005595389182	3.26872999077908
XM_027350642.1	0.182739112601641	0.82081921411124	0.332207204676999	1.89116587240209	5.91976091572013	2.53088038360029	0.619014876012478	0.759374418891908	0.57731587018419	98.1184521453583
XM_027350643.1	0.14358073132986	1.02602401763905	0.664414409353998	2.4069383830572	5.62377286993412	2.33482626937773	0.408286407582699	0.692929157238866	0.648214310382248	100.912141791457
XM_027350644.1	79.1260357565104	261.636124497958	345.32938926174	266.998236349131	323.76863808335	0.187142563576078	0.487309583243866	0.4081637501544	0.374748898189737	9.02576654893325
XM_027350645.1	73.5655456159176	247.374390652775	342.671731624324	262.958018348999	304.909971166128	0.124761709050718	0.381945349028976	0.351210668737507	0.151925228995839	8.42631087588379
XM_027350647.1	10.037598399333	17.5450107016277	32.3071506548381	20.1151279155495	15.5182304004949	15.4615403716426	8.07353444671594	11.9791314580198	13.7340407012239	8.95790364255029
XM_027350648.1	10.4552877995653	20.7256851563088	31.1444254384687	17.5362653622739	17.9284187733238	14.1515424266101	8.89010726188134	13.1087009061216	13.8555808844206	7.90602859361446
XM_027350649.1	9.20221959886833	15.6981674698775	27.7393015905294	18.9116587240209	15.1376743416272	13.5455569826494	8.04719338816222	11.2577257600725	11.2525952942918	7.30657292056501
XM_027350660.1	16.6945232155356	235.062102441106	313.686653016256	213.529819411218	67.02015036726	0.552516140081753	0.487309583243866	0.360702848973656	0.374748898189737	3.05383078723305
XM_027350661.1	1.03117070682354	0	0.332207204676999	0.171924170218372	0.507408078490297	0.80203955818319	0.553162229628172	0.635976075821973	0.607700915983358	0.62207664184377
XM_027350662.1	1.39664893202682	0.20520480352781	0.332207204676999	0	0.422840065408581	0.891155064647989	0.553162229628172	0.778358779364205	0.61782926458308	0.576834704255132
XM_027350663.1	1.25306820069696	0	0.249155403507749	0	0.465124071949439	0.579250792021193	0.63218540528934	0.711913517711164	0.648214310382248	0.780423423404003
XM_027350667.1	0.339372637688761	0.20520480352781	0.664414409353998	0	0.591976091572013	1.18523623598183	0.566332758905033	1.59468627967301	0.941936419774204	0.508971797872176
XM_027350671.1	32.7494595369654	270.767738254945	206.466777706755	100.059867067092	30.0216446440092	95.041687644708	112.186568380304	17.7978379427791	19.3755308712694	62.5017367787032
XM_027350674.1	3.00214256416981	0.307807205291715	0.664414409353998	0.515772510655115	0.338272052326865	3.546797157299	6.41404775783143	2.19269363455038	1.59015073015645	2.96334691205578
XM_027350677.1	44.6275018560721	201.203309859018	213.775336209649	161.866606260597	181.35610405374	34.0510350201997	56.6201053612265	50.1282038271021	44.0785731059929	65.3406683623902
