ID	edgeR_FDR	limma_adj.P.Val	NOISeq_lminusProb	DESeq2_padj
XM_027350596.1	1.96281482300337e-08	7.62271161107544e-05	0.102791387826718	8.48373555249896e-12
XM_027350614.1	2.22979096838039e-08	0.000107754224668718	0.0474990465601447	2.27449382990096e-10
XM_027350615.1	2.77808040261644e-08	0.000148543510133612	0.0564819475465524	5.75068559490148e-10
XM_027350616.1	2.32123630552088e-07	0.000250570600060675	0.0546130387136606	2.36838365774383e-08
XM_027350620.1	0.00105961492573744	0.0107438216967511	0.103703673618146	0.000754521818616052
XM_027350630.1	1.60538443832926e-24	3.1665839953394e-07	0.00736594590878659	9.3739906987267e-39
XM_027350634.1	3.44370891116785e-05	0.000681271956745154	0.0711454369232702	2.57583032545283e-06
XM_027350635.1	3.21386711032046e-05	0.110442795901553	0.0453793541286617	1
XM_027350640.1	0.000263962612160164	0.00145662273099194	0.0387616304085355	1.91050964743587e-05
XM_027350641.1	0.0297681988003327	0.686620708143032	0.128700760281278	1
XM_027350642.1	0.733944167658411	0.0371987331723751	0.435214267826664	1
XM_027350643.1	0.702241949746233	0.0282846414704424	0.373988211602272	1
XM_027350646.1	0.00425830473775035	0.118164200731136	0.100055162875789	1
XM_027350653.1	8.09659948388903e-14	4.50895811189067e-07	0.00632362581695434	3.95204458092368e-25
XM_027350664.1	0.003229008384567	0.0158486661522293	0.166340936114907	0.00114738828956004
XM_027350665.1	1.65267881683652e-08	2.7242359286394e-05	0.0359002565584826	1.61844222388248e-17
XM_027350674.1	0.0122224038152303	0.177095634502574	0.0893715447826924	1
XM_027350702.1	4.11732619470287e-19	3.08265463736153e-07	0.0180657706433015	9.96710616372014e-38
XM_027350706.1	1.0414776359657e-06	2.07350648216273e-06	0.0041975459142255	9.22598841216099e-12
XM_027350707.1	8.32535572612733e-08	8.87732676234331e-07	0.0031321052058344	5.5470932074239e-14
XM_027350709.1	1.02363190813335e-23	4.44599650702831e-06	0.00887542712204858	5.28611504528863e-37
XM_027350712.1	2.79784237365274e-09	1.07739245720594e-06	0.00629897202300667	2.43977566934739e-16
XM_027350715.1	2.15943197446967e-08	5.83751939822238e-07	0.00557218220659716	2.49413959995965e-16
XM_027350717.1	5.44099132948397e-09	9.98321004031205e-05	0.0445237207067831	4.24016675142513e-13
XM_027350718.1	9.62871179195726e-11	4.81163581183306e-05	0.0367968720061287	4.09539479787179e-16
XM_027350720.1	2.07030036918477e-07	0.000138152226012069	0.0247830117316552	4.89956400671649e-11
XM_027350721.1	1.52474862120857e-13	3.7135480779765e-05	0.00716976343630704	1.06578310537309e-22
XM_027350742.1	5.59038107206848e-05	0.00145759902986234	0.1150177689921	4.31724445862664e-05
XM_027350745.1	0.000780399001607568	0.0209666543964558	0.0989561626138824	0.000353340333816432
XM_027350748.1	1.89543794024345e-21	7.35560111335848e-07	0.0569761209704576	3.0538774126473e-22
XM_027350757.1	2.71192689066842e-06	1.52271937961902e-05	0.0175992927989154	1.23981976846895e-10
XM_027350759.1	5.67627145246634e-35	3.56070813764044e-07	0.00906767799693853	1.16085927239903e-41
XM_027350765.1	2.86795800087143e-36	1.83694432931315e-07	0.00954884180626414	1.05260508152074e-39
XM_027350793.1	0.149427528320177	0.000123239085891624	0.0343795930089423	0.129700518135608
XM_027350794.1	1.25155693676614e-06	2.8522923976599e-05	0.0344708246263592	1.90517721191393e-12
XM_027350808.1	8.02689225142444e-08	2.27159232463786e-06	0.00338108286535632	2.89642869716366e-15
XM_027350813.1	0.00110666758587749	0.00274594830950631	0.140204644512938	1.97830942479225e-06
XM_027350816.1	0.000375531208921874	0.0365692210368682	0.0463499887072334	1
XM_027350819.1	4.01871060783977e-06	0.00646634381931661	0.0189574726173073	1
XM_027350826.1	5.77998864514639e-05	0.0024079266666325	0.118680968181629	4.9929117814903e-05
XM_027350839.1	1.33667406606503e-07	6.21044997384532e-05	0.0100039707768732	6.31870470268442e-13
XM_027350842.1	1.2217619907588e-07	5.82658982036524e-06	0.0083355784819128	3.80015296769394e-11
XM_027350846.1	0.0119091619412836	0.0143936880697194	0.190865169998105	0.015792663691107
XM_027350857.1	0.0232563238232725	0.0215514630178549	0.122994701680854	0.00544439316627426
XM_027350887.1	2.558312954e-21	1.86113112519436e-07	0.0169342319657402	1.05503503582379e-57
XM_027350888.1	1.14651751722821e-21	1.88038992480654e-07	0.0159407811198672	1.5300169055132e-48
XM_027350896.1	1.91581793139166e-17	1.40861729624648e-06	0.00893401996323784	1.10517998230851e-28
