ID	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized
XM_027350592.1	28.3325118089796	27.7034531773934	31.2907965455098	20.1417983676975	41.2105999954225	82.4649284511194	4.80600139537178	7.34728086458968	13.1751944830336	33.5235233348108
XM_027350593.1	39.1758187976014	29.8581662023018	23.9509800718717	28.1985177147764	49.6053518463419	80.2209848197964	9.61200279074357	0	48.3090464377899	20.1141140008865
XM_027350594.1	28.6822959053868	21.2393141026683	23.9509800718717	32.2268773883159	46.9342944392312	84.1478861746117	9.61200279074357	11.0209212968845	0	15.6443108895784
XM_027350595.1	24.1351026520937	26.780004738147	24.3372862020632	28.1985177147764	38.1579629587245	72.9281680179968	9.61200279074357	14.6945617291794	21.9586574717227	40.228228001773
XM_027350597.1	400.153006289786	358.297994427622	358.492088817693	650.580087276628	338.461131443887	544.156330595822	326.808094885281	290.217594151292	373.297177019286	239.134466454984
XM_027350603.1	547.062326780792	530.059404127461	529.625704492519	731.65082570661	888.698957308694	1457.44138854427	1307.23237954113	1043.31388277173	1277.99386485426	965.477472042552
XM_027350604.1	64.3602737389166	50.1740318657236	61.4226747004453	40.2835967353949	376.237514773024	17.9515490505838	76.8960223259486	91.841010807371	83.4428983925462	100.570570004432
XM_027350605.1	67.1585465101739	55.7147225012023	67.2172666533175	47.8367711232814	381.198049957658	23.5614081288913	91.3140265120639	124.903774698025	65.8759724151681	120.684684005319
XM_027350606.1	22.7359662664651	32.6285115200411	19.315306509574	26.1843378780067	136.223927762647	15.1466195114301	48.0600139537178	66.1255277813071	26.3503889660672	116.214880894011
XM_027350607.1	35.6779778335299	29.5503500558863	31.6771026757013	20.6453433268899	145.000259243153	22.4394363132298	67.284019535205	121.23013426573	26.3503889660672	98.3356684487784
XM_027350608.1	153.905002419149	147.443934133016	134.820839436826	149.049307920961	95.7764870263986	240.101968551559	360.450104652884	418.795009281612	355.730251041908	40.228228001773
XM_027350614.1	1676.5151740795	1623.11454004884	1497.70886675237	2852.07864886596	2531.0176830522	12.9026758801071	0	51.4309660521278	70.2677039095126	96.1007668931244
XM_027350615.1	1621.59907094357	1655.12741927605	1490.36905027873	2755.9015616602	2559.63615527124	16.2685913270916	52.8660153490896	73.4728086458968	57.092509426479	120.684684005319
XM_027350616.1	1370.10430562683	1413.79956048631	1318.46282234352	2366.15776324526	1929.26660719311	11.7807040644456	62.4780181398332	36.7364043229484	79.0511668982017	111.745077782703
XM_027350617.1	130.819252056276	136.670369008474	146.023717212379	174.730100839775	128.210755541314	206.442814081714	240.300069768589	165.313819453268	276.679084143706	187.731730674941
XM_027350619.1	3657.69229612963	3778.44319725005	3729.01307473835	9151.92963332253	3393.76922554896	2884.02855215786	13168.4438233187	12861.4151534642	10254.6930392945	2929.95593946247
XM_027350620.1	54.9161031359234	51.4052964513856	50.9924091852753	60.4253951030924	14.5000259243153	94.245632515565	96.1200279074357	69.799168213602	122.968481841647	545.315979579589
XM_027350621.1	90.5940809694533	96.346453828046	82.2832057307852	56.3970354295529	70.2106518440531	19.0735208662453	0	0	0	26.8188186678487
XM_027350627.1	3056.41343440573	3170.19849193305	2912.74822164376	1745.28682856098	4838.42970316627	3075.88573263597	1778.22051628756	2534.81189828344	2775.57430442575	2614.83482011524
XM_027350635.1	138.864286273641	169.298880528515	175.382983106932	189.332904656356	57.618524067674	462.252388052533	932.364270702126	694.318041703725	750.986085532916	216.785450898443
XM_027350640.1	22849.6460977974	22115.6666715132	22091.30236113	35829.2380263786	13108.7865948402	86.3918298059346	201.852058605615	220.41842593769	166.885796785092	451.450114242119
XM_027350641.1	252.544117605966	242.866939521816	195.85720800708	115.81534061426	393.027018474863	123.977885630594	48.0600139537178	77.1464490781917	43.9173149434454	478.268932909968
XM_027350644.1	4.89697734970018	1.53908073207741	4.24936743210628	2.01417983676974	6.10527407339593	3400.69657326997	12255.303558198	15274.9969174819	13640.7180214341	17112.6412116431
XM_027350645.1	3.49784096407156	4.92505834264772	0.772612260382959	4.02835967353949	6.86843333257042	3161.71657653408	11587.2693642414	15157.4404236485	13434.3066411999	16115.8751178214
XM_027350646.1	86.3966718125674	70.4898975291455	70.3077156948493	224.581051799827	139.658144428932	33.6591544698447	9.61200279074357	62.4518873490123	26.3503889660672	330.7654302368
XM_027350647.1	291.020368210754	308.431778708313	304.795536721077	515.126493253862	275.882072191578	431.398163121842	821.826238608575	1429.04612816269	1027.66516967662	820.208870925038
XM_027350648.1	303.962379777818	330.902357396644	289.72959764361	597.707866561422	309.461079595256	449.349712172426	970.8122818651	1377.61516211057	895.913224846286	947.598259597319
XM_027350649.1	246.597787967045	266.568782795808	309.817516413567	515.126493253862	307.171601817732	395.495065020675	735.318213491883	1226.99590438648	966.180928755798	800.094756924152
XM_027350660.1	8.04503421736458	11.3891974173728	8.88504099440403	51.8651307968209	14.5000259243153	717.500976115522	11010.5491967968	13875.3399127776	10909.0610319518	3542.31896571168
XM_027350661.1	125.222706513762	109.274731977496	85.373654772317	28.1985177147764	219.408287012666	44.3178867186288	0	14.6945617291794	8.78346298868908	26.8188186678487
XM_027350662.1	114.729183621547	107.120018952588	103.143736761125	34.7446021842781	236.197790714505	60.0254921378896	9.61200279074357	14.6945617291794	0	22.3490155565406
XM_027350663.1	83.9481831377174	101.887144463525	92.3271651157636	30.2126975515462	197.276668496606	53.8546471517515	0	11.0209212968845	0	24.5839171121946
XM_027350664.1	139.214070370048	124.049907005439	98.1217570686358	47.8367711232814	320.145309223699	1.12197181566149	9.61200279074357	22.041842593769	17.5669259773782	44.6980311130811
XM_027350671.1	365.874164841885	341.36810637477	316.384720626822	1990.5132236877	1315.30498318723	1407.51364274734	12683.0376823861	9132.67011468497	5111.97545941704	1586.78010451438
XM_027350674.1	54.2165349431091	50.4818480121391	44.8115111022116	52.3686757560134	81.6580407316705	129.026758801071	14.4180041861154	29.3891234583587	26.3503889660672	17.8792124452324
XM_027350677.1	12038.1694619487	11890.6299198837	11120.5945698221	10193.2606089325	18774.0993553221	1918.01081887331	9424.56873632407	9455.95047272692	8269.63040385076	9585.49277220024
XM_027350678.1	584.13944099995	581.156884432431	666.764380710494	495.99178480455	153.395011094073	125.660843354087	1148.63433349386	1226.99590438648	737.810891049882	257.013678900216
XM_027350679.1	17.4892048203578	16.3142557600206	20.8605310303399	21.6524332452748	28.2368925894562	16.2685913270916	4.80600139537178	14.6945617291794	8.78346298868908	4.46980311130811
XM_027350680.1	75.9031489203528	74.7993235789622	74.943389257147	121.85788012457	189.645075904861	88.6357734372576	72.0900209305768	55.1046064844226	70.2677039095126	51.4027357800433
XM_027350683.1	34.9784096407156	23.7018432739921	40.5621436701054	40.7871416945873	43.8816574025332	21.3174644975683	19.2240055814871	36.7364043229484	8.78346298868908	4.46980311130811
