ID	log2FoldChange
XM_027356802.1	7.44862799459971
XM_027358624.1	13.7850463615996
XM_027367149.1	13.7263284683599
XM_027356798.1	6.81959154883888
XM_027356797.1	6.82637102893883
XM_027381155.1	11.9513834114914
XM_027356801.1	6.8413810737134
XM_027367236.1	18.2340245077239
XM_027363209.1	11.4487242755842
XM_027360043.1	13.5236838594611
XM_027353008.1	8.03038868047183
XM_027363214.1	12.3098138403966
XM_027382986.1	10.4195448561341
XM_027363210.1	11.9545106121279
XM_027355456.1	8.92269522166046
XM_027357870.1	8.43377886082561
XM_027363229.1	10.0468415995202
XM_027363224.1	10.3462709574687
XM_027370370.1	11.7115436486323
XM_027363225.1	10.4267440027419
XM_027363208.1	11.280854114942
XM_027357161.1	8.05284320936032
XM_027373336.1	10.4527648981793
XM_027373337.1	10.2858811948114
XM_027363007.1	5.83581360687093
XM_027371767.1	13.1674975506993
XM_027363215.1	12.6069548541856
XM_027380455.1	-3.63400611955612
XM_027354432.1	15.4318920077356
XM_027363223.1	10.8228759788292
XM_027371784.1	13.977343341435
XM_027367243.1	17.8696845711993
XM_027367438.1	7.20307984907846
XM_027363227.1	10.9556054635503
XM_027354936.1	7.05083475642541
XM_027363560.1	16.8057965442924
XM_027363212.1	13.8285651042813
XM_027363217.1	11.3676469056717
XM_027363221.1	11.0798320772398
XR_003475626.1	14.5366496755945
XM_027363211.1	11.8419111542867
XM_027371768.1	13.1446868499088
XM_027363219.1	11.2291591330119
XM_027381865.1	6.15583812485509
XR_003476140.1	17.2717437908251
XM_027356800.1	6.52505025987712
XM_027367242.1	15.8378673456041
XM_027370962.1	16.0626288241715
XM_027362399.1	8.22022607753936
XM_027363564.1	16.7502689036111
XM_027376198.1	10.3690838024489
XM_027376200.1	9.95337618101286
XR_003475816.1	17.7675024885831
XM_027356799.1	7.88959375722866
XR_003476776.1	15.1323500896086
XR_003476216.1	5.62506653244601
XM_027354939.1	7.03160584524329
XM_027367224.1	15.9796314031729
XM_027381853.1	6.43933055452694
XM_027363563.1	17.4889920680604
XM_027381156.1	12.634173408058
XM_027354938.1	7.04403969057101
XM_027363216.1	11.3273284751051
XM_027373988.1	13.2711927642156
XM_027354940.1	7.04031549695605
XM_027380479.1	14.9540559289272
XM_027383691.1	10.0155938270775
XM_027370790.1	17.9829322423989
XM_027363232.1	10.9400559717091
XM_027381851.1	7.36062724291854
XM_027364372.1	5.11622835834672
XM_027381854.1	6.48112390751375
XM_027363213.1	11.0853664891948
XM_027363230.1	11.0997793018995
XM_027373341.1	7.99400715093014
XM_027363565.1	16.8395880563615
XM_027377145.1	10.3375307118406
XM_027373991.1	12.1025933108252
XM_027355828.1	8.27216225057163
XM_027350644.1	11.6763442613095
XM_027381154.1	12.1356973266945
XM_027363218.1	10.4523972439066
XM_027383692.1	9.97296268839317
XM_027377318.1	9.12710251104453
XM_027369484.1	6.31579324790915
XM_027363220.1	10.7024663106092
XM_027372166.1	10.6157156436815
XM_027381855.1	5.59819053639868
XM_027378527.1	8.71000840275982
XM_027365831.1	16.071064862757
XM_027354937.1	6.74630043508968
XM_027355187.1	10.2504600976516
XR_003476718.1	17.6138786985647
XM_027378454.1	14.7402216195289
XM_027365860.1	4.37112213159647
XM_027373331.1	8.54651667242424
XM_027365884.1	17.0564952610914
XM_027363228.1	11.3565445761737
XM_027365780.1	15.9406308759904
XM_027351027.1	15.3065795636668
XM_027365826.1	16.1322055646961
XM_027363561.1	18.1061838113066
XM_027363562.1	18.1289043283202
XM_027373333.1	8.47892770395552
XM_027365370.1	7.50972864821945
XM_027362996.1	5.7463406055551
XM_027379534.1	15.7711779957933
XM_027377953.1	9.57258713597408
XM_027373383.1	12.5925893276201
XM_027383586.1	11.5167483293036
XM_027350645.1	11.5279594231244
XM_027355579.1	8.08539565407102
XM_027369400.1	15.2276301840837
XM_027376055.1	8.64483410839461
XM_027362623.1	14.2433506649936
XM_027359148.1	7.870661180095
XM_027368559.1	21.0057237268645
XM_027371490.1	18.3008788650425
XM_027373334.1	8.49624113353217
XM_027355548.1	-6.70436528233611
XM_027371430.1	5.0046969421575
XM_027364373.1	4.60768470917151
XM_027373332.1	8.50686221797023
XM_027367238.1	17.3581555970898
XM_027360238.1	12.8198174705594
XM_027383718.1	13.437656536592
XM_027369512.1	9.73278727590619
XM_027373338.1	8.45753750256339
XM_027363559.1	18.1503877378483
XM_027359447.1	16.9895503487299
XM_027373339.1	8.42187307428803
XM_027373340.1	8.47785780848564
XM_027365815.1	16.0047306586126
XM_027374657.1	6.62841408130511
XM_027373330.1	8.46445898174571
XM_027355829.1	8.21074443794151
XM_027365772.1	15.973711224264
XR_003476212.1	5.4550866825735
XM_027371429.1	5.0749144521994
XM_027365712.1	16.3498888191277
XM_027355580.1	8.15984038953127
XM_027373335.1	8.48657002577557
XM_027365741.1	17.8197521530302
XM_027367222.1	15.8440832365986
XM_027365681.1	15.6882230667905
XM_027351285.1	6.00762230411644
XM_027356628.1	9.30484964165436
XM_027352200.1	-8.08208413507865
XM_027361553.1	5.58393862736314
XM_027352823.1	8.47654593256694
XM_027357062.1	9.75851178971306
XM_027368643.1	-3.30915523449521
XM_027367241.1	19.0792128657855
XM_027367001.1	13.1580537293783
XM_027366703.1	6.82826412716803
XM_027365505.1	12.830109165684
XM_027365647.1	17.1539223273502
XM_027356825.1	8.91626977283771
XM_027373312.1	8.41266386834097
XM_027370381.1	9.77479647388928
XM_027363226.1	11.1630208021811
XM_027365614.1	-6.88878899718229
XM_027376054.1	8.66358518982963
XM_027365225.1	19.0132830443178
XM_027358642.1	18.4828361838799
XM_027362049.1	16.8144550473473
XM_027363570.1	16.9513451220299
XM_027365721.1	17.1090980530037
XM_027372710.1	11.2537775163645
XM_027365822.1	15.3719046165461
XM_027375217.1	17.0456151257859
XM_027354274.1	-4.54126210228391
XM_027381866.1	5.22922663556063
XM_027365668.1	17.8384347573467
XM_027361149.1	11.3863074721742
XM_027370936.1	15.6493886275127
XR_003476309.1	16.4665125562631
XR_003477589.1	16.8692107763515
XM_027363873.1	10.9856916284966
XM_027373933.1	-7.31879534269805
XM_027373343.1	7.78721592804581
XM_027353560.1	7.90721377783183
XM_027363252.1	8.76908526959987
XM_027367223.1	18.2192460739721
XM_027367225.1	18.0004884386212
XM_027365763.1	18.4986147959088
XM_027373344.1	7.82008739661818
XM_027360239.1	12.0799499539765
XM_027354076.1	4.46259201589324
XM_027363929.1	8.40416553024189
XM_027352492.1	5.57850374797362
XM_027364371.1	4.54076693205073
XM_027370544.1	11.7599211665318
XM_027374011.1	16.6103689647171
XR_003475882.1	10.7596683597532
XM_027373738.1	-6.92583762133071
XM_027365755.1	17.5775984272728
XM_027366310.1	6.60420628407816
XM_027351037.1	16.0366703979814
XM_027366305.1	5.91671948122281
XM_027381957.1	9.890273172238
XR_003476717.1	16.9026803276781
XM_027369485.1	6.36364071903394
XM_027357706.1	15.4780819525747
XM_027373317.1	7.80020586883082
XM_027379675.1	6.5747650432437
XM_027361578.1	-7.29008366864236
XR_003477591.1	18.5677307885518
XM_027365675.1	20.4021060523612
XM_027368030.1	16.9996123396254
XM_027357401.1	-6.53257853185439
XM_027355601.1	9.44550930247521
XM_027373315.1	7.99382000580048
XM_027363739.1	14.3292346336446
XM_027368554.1	17.4073823558635
XM_027380967.1	8.41415014305131
XM_027383660.1	14.6947440075842
XM_027354945.1	10.2845048058452
XM_027373316.1	7.68619963289598
XM_027373313.1	7.56905906833934
XM_027365697.1	17.7369182361752
XM_027365689.1	16.327559832476
XM_027375339.1	7.10828483212231
XM_027375602.1	8.02939121298731
XR_003476574.1	17.8690332968687
XM_027355909.1	19.2495450982129
XM_027375315.1	8.32285271017713
XM_027367239.1	17.2562927753492
XM_027370793.1	16.9555639782846
XM_027365858.1	14.6301474471688
XM_027362845.1	17.9178254003582
XM_027365734.1	18.0860495633289
XM_027365636.1	18.0811682970226
XM_027365262.1	6.84374295975533
XM_027366844.1	8.67112519701822
XM_027365861.1	4.84060050939305
XM_027365630.1	16.0099748159007
XM_027375219.1	17.2024913684351
XM_027380334.1	9.65878757873159
XM_027383714.1	13.540440518442
XM_027375615.1	8.75791044161392
XM_027363253.1	10.0226749747562
XM_027371197.1	9.4045040444962
XM_027366308.1	5.80795319605838
XM_027367246.1	17.1391476542603
XM_027366313.1	6.1273705675787
XM_027369977.1	12.1514341525516
XM_027365785.1	17.7625877037392
XM_027380481.1	13.6735078687057
XM_027364664.1	9.93750914263157
XR_003476908.1	16.8279620156675
XM_027368553.1	16.3763307709103
XM_027366518.1	10.3614612603387
XM_027382944.1	-8.08106438203255
XM_027358602.1	12.8674282073208
XM_027354278.1	-4.74123391725786
XM_027366311.1	5.75120607027606
XM_027366299.1	15.4389646362213
XM_027359703.1	18.2605766227917
XM_027371491.1	18.1790888273784
XM_027357845.1	8.8348174676669
XM_027373323.1	7.65304275076385
XM_027370783.1	16.5790818653915
XM_027365662.1	16.133415064297
XM_027368031.1	15.8113616502521
XM_027361148.1	13.2417422594797
XM_027375218.1	16.859925262984
XM_027365655.1	16.7626713678864
XM_027354135.1	16.8993282926933
XM_027362730.1	9.13426959588123
XM_027371769.1	11.8631132359069
XM_027382562.1	5.67734460640238
XM_027370287.1	10.0118532217341
XM_027364713.1	6.49493520736586
XM_027360666.1	4.99387115085822
XM_027365705.1	17.0117882125251
XM_027354285.1	-4.63090516034432
XM_027380453.1	-3.32536519245887
XM_027356811.1	10.7379909587854
XM_027361534.1	4.51685507851709
XM_027366154.1	8.98161409532873
XM_027366307.1	5.38978434209216
XM_027367644.1	5.69252694209408
XM_027357709.1	15.7672472594087
XM_027358254.1	-5.89911137057867
XR_003477590.1	18.8237885460629
XM_027351045.1	17.0051154279267
XM_027383258.1	5.06469682578484
XM_027365728.1	16.94486819225
XM_027364618.1	7.97813241932869
XM_027354134.1	18.559067851011
XM_027363871.1	8.77399881921405
XM_027375603.1	8.2326968617063
XR_003476141.1	16.1637988215024
XM_027365612.1	-6.42863126219737
XR_003477034.1	3.45510814310548
XM_027356611.1	17.1036204500461
XM_027383587.1	11.2499659107454
XM_027360275.1	4.92141896676943
XR_003475883.1	12.2769608601869
XM_027364754.1	5.99203563608289
XM_027371195.1	8.99987071899978
XM_027366769.1	5.28150384504053
XM_027375035.1	17.3272715210012
XM_027373320.1	7.33170917019757
XM_027352824.1	8.9925936417131
XM_027370049.1	-3.93289976523005
XM_027354226.1	17.0919828349289
XM_027369450.1	3.68302242101705
XM_027352461.1	8.04097090988549
XM_027375215.1	17.0070001242098
XM_027371492.1	15.8048483537441
XM_027372174.1	-3.85902334576763
XM_027354269.1	-4.60822103986453
XM_027371493.1	14.0814172148911
XM_027370789.1	18.7744296165242
XM_027366306.1	5.51398816695019
XR_003475500.1	17.7760704384763
XM_027352301.1	16.0132284071125
XM_027371495.1	16.04279604497
XM_027379671.1	-6.59828795006527
XM_027355788.1	9.15276682197923
XM_027376330.1	8.16534511232077
XM_027381668.1	16.4435652641723
XM_027365898.1	16.7239639789511
XM_027373037.1	8.66130875284068
XM_027368558.1	15.6122578224012
XM_027360440.1	-7.85574517482874
XM_027374148.1	6.91712948190659
XM_027378495.1	16.9921614046399
XM_027371198.1	9.08919958447286
XM_027365747.1	17.1226088726359
XM_027356564.1	6.08355841697596
XM_027356631.1	12.163764047669
XM_027356630.1	12.2507052274586
XM_027355992.1	-4.53946667744896
XM_027355501.1	-5.3433657524146
XM_027357523.1	10.1899418961715
XR_003476575.1	12.5559171564864
XM_027362345.1	7.02835884509885
XM_027370922.1	16.0255012206326
XM_027364136.1	8.54942289518023
XR_003477015.1	14.0702403456501
XM_027368104.1	-5.42446103020483
XM_027364459.1	-7.4469881930066
XM_027373877.1	-7.06565616657596
XM_027367206.1	16.1721484648438
XM_027372995.1	16.3313529840677
XM_027376179.1	-7.32332582022728
XM_027367205.1	16.1477864196652
XM_027352694.1	-7.17666483492829
XR_003477646.1	7.28411880192967
XM_027362535.1	6.96462000998939
XM_027375613.1	7.85670354072391
XM_027366513.1	8.73465107859167
XM_027373118.1	8.8950713512483
XM_027358577.1	-5.88213191060462
XM_027359446.1	15.6356988885802
XR_003476720.1	4.20973575784023
XM_027361439.1	4.3820526535714
XM_027358429.1	4.40657009626492
XM_027363872.1	8.90857381860014
XM_027364391.1	7.54934807665344
XM_027361042.1	-4.81060217712826
XM_027367820.1	-6.81700971809891
XM_027367245.1	13.4039609173668
XM_027363492.1	-7.63621764614727
XM_027378914.1	6.55977149825687
XM_027352825.1	9.20837437604267
XM_027352493.1	3.4707161271326
XM_027376169.1	-6.92794170725911
XM_027365845.1	15.7316932675543
XM_027373345.1	6.63916392075112
XM_027370860.1	6.63300888835905
XM_027362400.1	9.32119226655276
XM_027360578.1	12.5296496742644
XM_027366516.1	8.74280383065217
XM_027365170.1	8.04536821885866
XM_027365527.1	10.1222048356899
XM_027350813.1	6.97117709894595
XM_027382176.1	-6.83329897733765
XM_027357537.1	3.31231137457177
XM_027356467.1	16.8576164813618
XM_027366700.1	5.74377965414661
XM_027364617.1	8.78439822490116
XM_027360728.1	-7.37906361943218
XM_027383151.1	12.8716082076498
XM_027350690.1	15.1842507858015
XM_027375601.1	7.93226687528852
XM_027368450.1	14.633660894757
XM_027353808.1	13.3922624729927
XM_027380424.1	6.19290654194336
XM_027364392.1	7.91984131457813
XM_027357705.1	14.9891005596864
XM_027364364.1	5.14752705870773
XM_027354133.1	17.576525939324
XM_027361441.1	10.4560765848362
XM_027373327.1	7.17612275689441
XM_027369021.1	-6.56140902570856
XM_027357707.1	14.4976560494857
XM_027381872.1	-3.22042970428754
XM_027365134.1	6.18753481346535
XM_027366660.1	16.7551343635312
XM_027380234.1	7.52813937171507
XM_027377093.1	7.05501686340723
XM_027356810.1	11.0012307616496
XM_027355807.1	5.88047508381806
XM_027354920.1	6.45776462899398
XM_027373120.1	6.76316520251184
XM_027366514.1	9.50924975276882
XM_027355170.1	9.30173448204911
XM_027358603.1	13.3662902637146
XM_027370862.1	6.23598387903763
XM_027376628.1	9.49293112922644
XR_003476379.1	15.9406743590101
XM_027367247.1	16.0720250949533
XM_027373322.1	6.950985789687
XM_027361444.1	9.3658615477383
XM_027350640.1	-6.68664800259273
XM_027370865.1	6.31358000626716
XM_027364362.1	4.92896729457552
XR_003476289.1	9.20149094613598
XM_027370051.1	-4.05238995380539
XM_027358547.1	5.0259501902313
XM_027373346.1	6.40948653957478
XM_027365226.1	15.887792416959
XR_003476543.1	9.54173559904121
XM_027369796.1	7.92364555963566
XM_027366270.1	-7.96051817557359
XR_003476755.1	14.8612918780477
XM_027376838.1	6.64239274425052
XM_027373623.1	-6.24388473987203
XM_027372028.1	5.28539007945841
XM_027378125.1	18.4569449495061
XM_027378915.1	6.7030489465808
XM_027365867.1	16.7496859593346
XM_027355954.1	9.30387724062783
XR_003476719.1	15.8182254097776
XM_027371312.1	7.5474628350323
XM_027381160.1	6.78177872240112
XM_027357103.1	6.08151264925284
XM_027373123.1	6.71076619163284
XM_027380589.1	7.11320272187531
XM_027362198.1	-6.36590827125155
XM_027367319.1	13.9468601297175
XM_027381061.1	6.61727196736583
XR_003477805.1	15.4110975149602
XM_027356565.1	5.74042306956933
XM_027368237.1	6.54606554893337
XM_027355469.1	15.9324475086987
XR_003476045.1	9.94152130354819
XM_027371313.1	6.60268851529677
XM_027373121.1	6.90106445549737
XM_027355819.1	16.1975270803314
XM_027350837.1	-7.33355055880239
XR_003477592.1	15.928332427426
XM_027356566.1	5.84370163745441
XM_027367941.1	-6.05225559623934
XM_027351673.1	5.77272824887702
XM_027356399.1	11.1675509651443
XM_027363455.1	-1.81172828972932
XM_027381161.1	6.90397856474008
XR_003476362.1	-4.48001314286458
XM_027376719.1	6.49526109683514
XM_027359212.1	15.8256899197855
XM_027380451.1	-3.33011302298333
XM_027366701.1	5.91788268971009
XM_027357480.1	15.9609706700457
XM_027380452.1	-3.10085184443063
XM_027357961.1	9.67891978476687
XM_027365890.1	16.000896764912
XM_027370602.1	11.876922873038
XM_027355818.1	16.3403480479112
XM_027354623.1	9.33632624215277
XM_027371152.1	8.72267682805227
XM_027356629.1	12.6165204494259
XM_027364716.1	-5.1566074686421
XR_003475818.1	7.92954709359938
XM_027373318.1	6.49293419299957
XR_003476288.1	9.04536331114971
XR_003476287.1	9.74169050047387
XM_027363538.1	8.33956438282456
XM_027360501.1	5.90796498209074
XM_027380289.1	7.77878237611019
XM_027372550.1	-3.10828779444231
XM_027364360.1	5.2631027884103
XM_027368427.1	8.04429318942767
XM_027358207.1	-2.56728136421543
XM_027354137.1	14.9231862511327
XM_027368358.1	5.84305596040397
XR_003477876.1	15.6702814476611
XM_027373227.1	8.13384398822557
XM_027365558.1	7.02814373160556
XM_027366419.1	16.2379221591143
XM_027361876.1	-2.66829174962725
XM_027368756.1	12.9648699233899
XM_027372549.1	-4.84896681965759
XM_027380490.1	6.81559409576998
XM_027351034.1	15.5555138133385
XM_027350780.1	4.54780542732998
