ID	adj.P.Val
XM_027354398.1	0.00120140448451003
XM_027356275.1	0.00120140448451003
XM_027362237.1	0.00120140448451003
XM_027368908.1	0.00120140448451003
XM_027368941.1	0.00120140448451003
XM_027370990.1	0.00120140448451003
XR_003476716.1	0.00120140448451003
XR_003476770.1	0.00120140448451003
XM_027364664.1	0.00134673746971864
XM_027367240.1	0.00134673746971864
XM_027370929.1	0.00134673746971864
XR_003476715.1	0.00134673746971864
XM_027371499.1	0.00137143818235644
XR_003477627.1	0.00137143818235644
XM_027368427.1	0.00148886012860095
XM_027373769.1	0.0017533519012758
XM_027368883.1	0.00192466200403492
XM_027381617.1	0.00192466200403492
XM_027378246.1	0.00203876139173473
XM_027357401.1	0.0020841794694849
XM_027370930.1	0.0020841794694849
XR_003476142.1	0.0020841794694849
XR_003477866.1	0.0020841794694849
XM_027373555.1	0.00210019864724213
XM_027378245.1	0.00210019864724213
XM_027375346.1	0.00216563844960695
XR_003477213.1	0.00216563844960695
XM_027362035.1	0.0024955228218086
XM_027366836.1	0.00250984008693332
XM_027380429.1	0.00250984008693332
XM_027370046.1	0.00252022932380592
XM_027350817.1	0.00292352525428264
XM_027350818.1	0.00292352525428264
XM_027350824.1	0.00292352525428264
XM_027352348.1	0.00292352525428264
XM_027352767.1	0.00292352525428264
XM_027353895.1	0.00292352525428264
XM_027354223.1	0.00292352525428264
XM_027356497.1	0.00292352525428264
XM_027356799.1	0.00292352525428264
XM_027356950.1	0.00292352525428264
XM_027357331.1	0.00292352525428264
XM_027358788.1	0.00292352525428264
XM_027359927.1	0.00292352525428264
XM_027361000.1	0.00292352525428264
XM_027361001.1	0.00292352525428264
XM_027361002.1	0.00292352525428264
XM_027361214.1	0.00292352525428264
XM_027361553.1	0.00292352525428264
XM_027361742.1	0.00292352525428264
XM_027362500.1	0.00292352525428264
XM_027362706.1	0.00292352525428264
XM_027364982.1	0.00292352525428264
XM_027365709.1	0.00292352525428264
XM_027365880.1	0.00292352525428264
XM_027368681.1	0.00292352525428264
XM_027369235.1	0.00292352525428264
XM_027369407.1	0.00292352525428264
XM_027369700.1	0.00292352525428264
XM_027370837.1	0.00292352525428264
XM_027371437.1	0.00292352525428264
XM_027371490.1	0.00292352525428264
XM_027371491.1	0.00292352525428264
XM_027372989.1	0.00292352525428264
XM_027373696.1	0.00292352525428264
XM_027373902.1	0.00292352525428264
XM_027374829.1	0.00292352525428264
XM_027375347.1	0.00292352525428264
XM_027375763.1	0.00292352525428264
XM_027376592.1	0.00292352525428264
XM_027383252.1	0.00292352525428264
XM_027383340.1	0.00292352525428264
XM_027383661.1	0.00292352525428264
XR_003475422.1	0.00292352525428264
XR_003476675.1	0.00292352525428264
XR_003477346.1	0.00292352525428264
XR_003477520.1	0.00292352525428264
XR_003477647.1	0.00292352525428264
XM_027362049.1	0.00293436067532283
XM_027372808.1	0.00293436067532283
XM_027350825.1	0.00297370317639428
XM_027353912.1	0.00297459166735989
XM_027375315.1	0.00308960303059686
XM_027351486.1	0.00314907114272396
XM_027361439.1	0.00314907114272396
XM_027365164.1	0.00318406132296793
XM_027370759.1	0.00319533998170232
XM_027371323.1	0.00320305461858964
XM_027364989.1	0.00321769662539732
XM_027368202.1	0.00321769662539732
XM_027374011.1	0.00321769662539732
XM_027376809.1	0.00321769662539732
XM_027383051.1	0.00321769662539732
XM_027353545.1	0.00324344124401673
XM_027363021.1	0.00324344124401673
XM_027367216.1	0.00324344124401673
XM_027368551.1	0.00324344124401673
XM_027379675.1	0.00324344124401673
XR_003477192.1	0.00324344124401673
XM_027352765.1	0.00333143363309111
XM_027353338.1	0.00333143363309111
XM_027359142.1	0.00333143363309111
XM_027360420.1	0.00333143363309111
XM_027371568.1	0.00333143363309111
XM_027374627.1	0.00333143363309111
XM_027361008.1	0.00335981775753346
XM_027364390.1	0.00335981775753346
XM_027373260.1	0.00335981775753346
XM_027359537.1	0.00337242748314357
XM_027354132.1	0.00339353642673924
XM_027369201.1	0.00339353642673924
XM_027372920.1	0.00339353642673924
XM_027352483.1	0.00345196374785969
XM_027359151.1	0.00360000496451221
XM_027372660.1	0.00361278697962809
XM_027357480.1	0.00374987180173354
XM_027358285.1	0.00374987180173354
XM_027363899.1	0.00374987180173354
XM_027365867.1	0.00374987180173354
XM_027365957.1	0.00374987180173354
XM_027366660.1	0.00374987180173354
XM_027370576.1	0.00374987180173354
XM_027371919.1	0.00374987180173354
XM_027372318.1	0.00374987180173354
XM_027374701.1	0.00374987180173354
XR_003477518.1	0.00375058678644019
XM_027367983.1	0.00377935345439285
XM_027373205.1	0.00377935345439285
XM_027350819.1	0.00384399167114985
XM_027351037.1	0.00384399167114985
XM_027353536.1	0.00384399167114985
XM_027356800.1	0.00384399167114985
XM_027360884.1	0.00384399167114985
XM_027360885.1	0.00384399167114985
XM_027361980.1	0.00384399167114985
XM_027364980.1	0.00384399167114985
XM_027370575.1	0.00384399167114985
XM_027377058.1	0.00384399167114985
XM_027379081.1	0.00384399167114985
XM_027379285.1	0.00384399167114985
XM_027379859.1	0.00384399167114985
XM_027382961.1	0.00384399167114985
XM_027383009.1	0.00384399167114985
XR_003475788.1	0.00384399167114985
XM_027364183.1	0.00387667218014482
XM_027383722.1	0.00387667218014482
XM_027360887.1	0.00389606987222593
XM_027364028.1	0.00389606987222593
XM_027352479.1	0.00394607754005336
XM_027366730.1	0.00394607754005336
XR_003475823.1	0.00394607754005336
XM_027354209.1	0.00395584078875969
XM_027358311.1	0.00395584078875969
XM_027360596.1	0.00395584078875969
XM_027360888.1	0.00395584078875969
XM_027365225.1	0.00395584078875969
XM_027367247.1	0.00395584078875969
XM_027368645.1	0.00395584078875969
XM_027371308.1	0.00395584078875969
XM_027371805.1	0.00395584078875969
XM_027377882.1	0.00395584078875969
XM_027380214.1	0.00395584078875969
XM_027383147.1	0.00395584078875969
XM_027383205.1	0.00395584078875969
XR_003476853.1	0.00395584078875969
XR_003477191.1	0.00395584078875969
XM_027352895.1	0.0039770655015029
XM_027360886.1	0.0039770655015029
XM_027352106.1	0.0040418461561949
XM_027355188.1	0.0040418461561949
XM_027363243.1	0.0040418461561949
XM_027370574.1	0.0040418461561949
XM_027371496.1	0.0040418461561949
XM_027375138.1	0.0040418461561949
XM_027375174.1	0.0040418461561949
XM_027382025.1	0.0040418461561949
XM_027383284.1	0.0040418461561949
XM_027358284.1	0.00406001086814649
XM_027367241.1	0.00406001086814649
XM_027379062.1	0.00406001086814649
XR_003476140.1	0.00406001086814649
XM_027359128.1	0.00406145131700483
XM_027375888.1	0.00406145131700483
XM_027354567.1	0.00409057961452772
XM_027365890.1	0.00409057961452772
XM_027375277.1	0.00409371789240424
XM_027380316.1	0.00409371789240424
XM_027352341.1	0.00411663171388985
XM_027356467.1	0.00411663171388985
XM_027358312.1	0.00411663171388985
XM_027359526.1	0.00411663171388985
XM_027363019.1	0.00411663171388985
XM_027363736.1	0.00411663171388985
XM_027365875.1	0.00411663171388985
XM_027374690.1	0.00411663171388985
XM_027375231.1	0.00411663171388985
XM_027381034.1	0.00411663171388985
XM_027381381.1	0.00411663171388985
XM_027383063.1	0.00411663171388985
XR_003476132.1	0.00411663171388985
XM_027353133.1	0.00420149355530803
XM_027381768.1	0.00420149355530803
XM_027372929.1	0.00420733078542226
XM_027358313.1	0.0043128946361826
XM_027370301.1	0.0043128946361826
XM_027368508.1	0.00433350114322762
XM_027373022.1	0.00433350114322762
XM_027373857.1	0.00433350114322762
