ID	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_wssv_1_normalized	muscle_wssv_2_normalized	muscle_wssv_3_normalized
XM_027350597.1	3.02933648795374	2.24641583310003	2.67032390348218	3.67258837786012	4.48232874193064	2.09300295048197
XM_027350598.1	0.320753275195102	7.87667323757859	11.1917987131239	1.66547612484354	0.0703110390891081	0.023920033719794
XM_027350603.1	10.3710225646416	8.07572274177733	10.6812956139287	5.2526554706604	7.48812566299002	8.28829168390862
XM_027350604.1	0.677145803189659	0.710891086424061	0.62831150670169	1.28113548064888	1.26559870360395	1.65048232666578
XM_027350605.1	0.534588791991836	0.966811877536723	0.746119914208257	1.11031741656236	1.28317646337622	1.72224242782517
XM_027350606.1	0.213835516796735	0.511841582225324	0.392694691688556	1.01067354584523	1.23044318405939	1.30364183772877
XM_027350607.1	0.213835516796735	0.93837623407976	0.549772568363979	1.25266580330112	2.05659789335641	1.69832239410537
XM_027350608.1	2.88677947675592	3.24166335409372	2.94521018766417	1.22419612595337	0.685532631118804	0.729561028453717
XM_027350614.1	0.570228044791292	0.398099008397474	0	1.7508851568868	1.00193230701979	1.71028241096527
XM_027350615.1	0.463310286392925	0.568712869139249	0.431964160857412	1.93593805964719	0.861310228841575	1.92556271444342
XM_027350616.1	0.641506550390204	0.284356434569624	0.510503099195123	1.73665031821292	1.26559870360395	1.88968266386372
XM_027350617.1	2.24527292636571	1.27960395556331	1.96347345844278	3.0177857988618	1.42379854155444	2.49964352371847
XM_027350619.1	83.2176552867292	99.5531877428255	107.598345522664	28.6120257344916	46.8974630724351	24.0515939052529
XM_027350620.1	0.997899078384761	0.540277225682286	0.785389383377113	2.06405160771208	2.56635292675245	1.79400252898455
XM_027350627.1	22.524007769256	19.6205939853041	14.5297035924766	18.9892747909511	12.6559870360395	22.8436322024033
XM_027350635.1	6.09431222870694	5.3743366133659	7.61827701875799	11.6156283578832	8.52521348955436	16.0742626597016
XM_027350640.1	1.35429160637932	1.70613860741775	1.64931770509194	4.29892127951068	5.92370504325736	5.13084723289581
XM_027350641.1	0.356392527994558	0.597148512596211	0.392694691688556	1.82205935025618	1.61715389904949	1.91360269758352
XM_027350642.1	0.784063561588027	0.11374257382785	0.314155753350845	2.59074063864551	3.56828523377224	7.9653712286914
XM_027350643.1	0.997899078384761	0.227485147655699	0.392694691688556	2.76155870273203	3.23430779809897	8.44377190308728
XM_027350644.1	110.69551919511	118.23540549405	100.137146380582	73.5798811052672	39.7081593255738	23.8363136017747
XM_027350645.1	109.020474313535	117.325464903427	94.6786901661109	73.3378888478113	39.0753599737718	24.9007551023055
XM_027350646.1	0.213835516796735	0.483405938768361	0.0785389383377113	1.19572644860562	1.12497662542573	0.621920876714644
XM_027350647.1	8.33958515507265	11.0614653047584	6.71507922787431	9.22417546067192	7.52328118253457	6.44644908748448
XM_027350648.1	7.27040757108898	10.6633662963609	7.93243277210884	8.93947868719439	7.32992582503952	7.08032998105902
XM_027350649.1	7.84063561588027	9.49750491462545	6.00822878283491	8.52666836565198	6.52134887551478	5.47768772183282
XM_027350653.1	12.6162954910073	11.6870494608116	17.7105305951539	7.01777546622107	9.80838995293058	2.18868308536115
XM_027350658.1	1.24737384798095	0.142178217284812	0.314155753350845	3.11742966957894	1.61715389904949	5.53748780613231
XM_027350660.1	88.5279039538481	107.401425336947	89.9663538658482	14.4483612539846	26.5775727756829	8.7547323414446
XM_027350671.1	41.4840902585665	70.6910096340086	103.63212913661	20.4127586583388	477.956865967985	35.7126103436524
XM_027350677.1	67.1087130213752	73.1933462582213	77.0074290401259	31.1885315344632	52.8211681156925	45.6035442867872
XM_027350678.1	5.98739447030857	9.49750491462545	9.3854031313565	1.93593805964719	3.39250763604947	3.25312458589198
XM_027350688.1	0.641506550390204	0.853069303708873	0.549772568363979	1.08184773921461	1.14255438519801	1.31560185458867
XM_027350689.1	1.42557011197823	1.25116831210635	1.0602756675591	1.28113548064888	1.44137630132672	1.72224242782517
XM_027350690.1	33.7147331482851	12.8244751990901	28.3525567399138	6.09251095241911	2.91790812219799	5.74080809275056
XM_027350697.1	1.67504488157442	1.47865345976205	2.1205513351182	2.37721805853736	1.63473165882176	2.97804419811435
XM_027350699.1	18.8531647309121	54.3120790027982	15.6292487292045	18.4483509213438	8.10334725501971	28.0701595701782
XM_027350702.1	7.80499636308081	8.24633660251911	8.56074427881053	4.12810321542416	3.84952939012867	5.5853278735719
XM_027350703.1	353.042438231409	359.824632304403	401.019819152354	125.152701620721	197.380664482899	114.553041484093
XM_027350704.1	200.150043721744	192.452434916722	204.751012246413	107.900077147983	157.619771878008	91.9486096188881
XM_027350705.1	179.800030373254	167.542811248423	195.208531238381	102.092262969042	157.936171553909	91.8768495177287
XM_027350736.1	50.358264205631	56.5016235489844	44.7671948524954	10.1779096518216	16.9273826607028	4.86772686197808
