ID	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized
XM_027350592.1	7.78881616006661	10.3202253187346	7.83919413772092	10.7170767338243	8.25260822012311	1.78024726680013	1.72945499038387	1.96563216098452	1.31976421650833	2.51880254784833
XM_027350593.1	7.66663865167341	12.2040759721545	9.15467534576313	13.5200044949784	10.7369574074958	2.46157646767425	1.86396815630262	1.50455795038321	1.84766990311166	3.03189195574336
XM_027350594.1	6.6892185845278	9.74687946769383	7.49018891926075	9.85146668993854	7.82427215333472	1.80222562811865	1.32591549262764	1.50455795038321	2.11162274641332	2.86863623504949
XM_027350595.1	6.6586742074295	9.44655545048198	7.62442169559158	9.91329597878752	8.36683117126669	1.51650693097789	1.67180649070441	1.52882501409907	1.84766990311166	2.33222458134105
XM_027350597.1	15.1805554178553	13.8149047917453	17.1281022598149	23.9897640734068	19.3322344810496	25.143245348387	22.3676178756314	22.5198351283164	42.6283841932189	20.6868320364951
XM_027350602.1	5.83397602577538	8.27256156501745	9.15467534576313	13.0871994730355	9.30917051820116	0	0	0.0485341274317165	0	0
XM_027350603.1	133.937093576047	178.419768407225	172.596503806191	199.667383456327	170.077974252779	34.3741571021655	33.0902388160115	33.2701443544416	47.9404351646649	54.3175104994329
XM_027350604.1	2.93226020143684	4.42295370802913	4.00013673465897	3.83341590863717	4.65458525910058	4.0440184826077	3.13223514925079	3.85846313082146	2.63952843301665	22.9957343720227
XM_027350605.1	2.32137265947083	4.61406899170941	3.8927505135943	3.66853780503987	4.39758361902754	4.21984537315586	3.47812614732757	4.22246908655933	3.13444001420727	23.298923567597
XM_027350606.1	2.44355016786404	4.55946462494361	3.9732901793928	4.41048927122771	3.82646886330968	1.42859348570381	2.03691365534101	1.21335318579291	1.71569348146082	8.32604175538753
XM_027350607.1	3.02389333273174	5.43313449319628	4.966612724241	5.11122121151623	5.11147706367487	2.24179285448905	1.8447519897428	1.98989922470038	1.35275832192103	8.86245340909597
XM_027350608.1	31.0330871318732	26.5104200647919	22.3363339814514	16.900005618723	22.5304771130697	9.67047898014885	9.20454378215418	8.46920523683452	9.76625520216161	5.85388369916602
XM_027350614.1	0.0610887541966009	0.136510916914479	0.161079331597005	0.206097629496622	0.142778688929466	105.342285799667	101.326846269935	94.0834060263824	186.878613057579	154.696456480352
XM_027350615.1	0	0.0273021833828959	0	0.350365970144258	0.142778688929466	101.891683072659	103.325327592157	93.6223318157811	180.576738923752	156.445624916357
XM_027350616.1	0	0.0273021833828959	0	0.226707392446284	0.0856672133576794	86.0892412846433	88.259853009257	82.8234884622241	155.039301334316	117.917274832603
XM_027350617.1	23.1220934634134	24.8722890618182	24.4840584027448	17.6419570849108	17.2191098848936	8.21990713312652	8.53197795256045	9.17295008459441	11.4489545782097	7.83627459330591
XM_027350619.1	72.5123512313652	87.2304759083524	89.4258755916041	51.7098952407025	55.6551329447057	229.827724307765	235.878444521801	234.24996604918	599.667865875971	207.428054264473
XM_027350621.1	2.68790518465044	3.93151440713701	2.1477244212934	4.82268453022096	3.14113115644824	5.69239558149671	6.01466013322392	5.1688845714778	3.69533980622331	4.29129322966752
