ID	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_wssv_1_normalized	muscle_wssv_2_normalized	muscle_wssv_3_normalized
XM_027350597.1	137.407613778713	102.990331049366	118.299393108651	166.584863517116	211.728152896641	92.8156850046583
XM_027350598.1	14.5490414589226	361.117996211069	495.813632881848	75.5442985717154	3.32122592779044	1.06075068576752
XM_027350603.1	470.419007171829	370.243721747089	473.197572434605	238.25509549541	353.710561309682	367.550112618447
XM_027350604.1	30.7146430799476	32.5918769143564	27.8351513196827	58.1109989013195	59.7820667002279	73.1917973179591
XM_027350605.1	24.2484024315376	44.3249526035247	33.0542421921232	50.3628657144769	60.6123731821755	76.3740493752617
XM_027350606.1	9.69936097261504	23.4661513783366	17.3969695748017	45.8431213554854	58.1214537363327	57.81091237433
XM_027350607.1	9.69936097261504	43.0212775269505	24.3557574047223	56.8196433701791	97.1458583878704	75.3132986894942
XM_027350608.1	130.941373130303	148.618958729465	130.477271811013	55.5282878390386	32.3819527959568	32.3528959159095
XM_027350614.1	25.8649625936401	18.2514510720396	0.869848478740084	79.4183651651367	47.3274694710138	75.8436740323779
XM_027350615.1	21.0152821073326	26.0735015314851	19.1366665322818	87.8121761175495	40.6850176154329	85.3904302042856
XM_027350616.1	29.0980829178451	13.0367507657426	22.6160604472422	78.7726873995665	59.7820667002279	83.7993041756343
XM_027350617.1	101.843290212458	58.6653784458415	86.9848478740084	136.883686300886	67.2548250377564	110.848446662706
XM_027350619.1	3774.66797850935	4564.16644308647	4766.76966349566	1297.81230879614	2215.25769383622	1066.58481453924
XM_027350620.1	45.2636845388702	24.7698264549109	34.7939391496033	93.6232760076814	121.224746364351	79.5563014325643
XM_027350627.1	1021.66602244878	899.535802836237	643.687874267662	861.334139270669	597.820667002279	1013.01690490798
XM_027350635.1	276.431787719529	246.394589472534	337.501209751152	526.873056705297	402.698643744591	712.824460835776
XM_027350640.1	61.4292861598952	78.2205045944554	73.067272214167	194.994685202205	279.813284416345	227.531022097134
XM_027350641.1	16.1656016210251	27.3771766080594	17.3969695748017	82.6467539929877	76.3881963391801	84.8600548614019
XM_027350642.1	35.5643235662551	5.21470030629702	13.9175756598413	117.513353333779	168.552215835365	353.229978360585
XM_027350643.1	45.2636845388702	10.429400612594	17.3969695748017	125.261486520622	152.77639267836	374.444992075936
XM_027350644.1	5021.03586349038	5420.68096839576	4436.22724157443	3337.50837023245	1875.66234271965	1057.03805836734
XM_027350645.1	4945.05753587157	5378.96336594538	4194.40936448468	3326.53184821776	1845.77130936954	1104.24146388399
XM_027350646.1	9.69936097261504	22.1624763017624	3.47939391496033	54.2369323078982	53.139614844647	27.5795178299556
XM_027350647.1	378.275077931986	507.129604787386	297.488179729109	418.3991920895	355.371174273577	285.872309814348
XM_027350648.1	329.778273068911	488.878153715346	351.418785410994	405.485636778096	346.237802972153	313.982202987187
XM_027350649.1	355.643235662551	435.427475575802	266.173634494466	386.76098157656	308.043704802563	242.911907040763
XM_027350653.1	572.262297384287	535.810456472019	784.603327823555	318.319138426117	463.311016926766	97.0586877477284
XM_027350658.1	56.5796056735877	6.51837538287128	13.9175756598413	141.403430659877	76.3881963391801	245.563783755182
XM_027350660.1	4015.53544266263	4923.98076422097	3985.64572958706	655.36293205377	1255.42340070479	388.234750990914
XM_027350671.1	1881.67602868732	3240.9362403636	4591.06027079016	925.901915827691	22576.8635506375	1583.70077385091
XM_027350677.1	3043.98278523902	3355.65964710214	3411.54573361861	1414.67998436435	2495.07097825257	2022.32118241578
XM_027350678.1	271.582107233221	435.427475575802	415.78757283776	87.8121761175495	160.249151015889	144.262093264383
XM_027350688.1	29.0980829178451	39.1102522972277	24.3557574047223	49.0715101833365	53.9699213265947	58.3412877172138
XM_027350689.1	64.6624064841002	57.3617033692673	46.9718178519645	58.1109989013195	68.085131519704	76.3740493752617
XM_027350690.1	1529.26591334897	587.95745953499	1256.06120330068	276.350083664053	137.830876003303	254.580164584206
XM_027350697.1	75.9783276188178	67.7911039818613	93.943635703929	107.828186850226	77.2185028211277	132.063460378057
XM_027350699.1	855.160325752226	2490.01939625683	692.399389077106	836.798384179001	382.771288177848	1244.79092974819
XM_027350702.1	354.026675500449	378.065772206534	379.253936730676	187.246552015363	181.837119546527	247.685285126717
XM_027350703.1	16013.6449657874	16496.7044189706	17765.7853297875	5676.79891489335	9323.51148578971	5079.93503414067
XM_027350704.1	9078.60187036767	8823.27291825457	9070.77993630159	4894.23746302224	7445.35822362422	4077.52563609036
XM_027350705.1	8155.54601780714	7681.25355117552	8648.03357563391	4630.80093466959	7460.30374029928	4074.34338403306
XM_027350736.1	2284.19950905084	2590.40237715305	1983.25453152739	461.659602382705	799.585142115548	215.862764553691
XM_027350741.1	153.573215399738	108.205031355663	81.7657570015678	179.49841882852	201.764475113269	171.311235751455
XM_027350743.1	116.39233167138	149.922633806039	172.229998790537	142.049108425448	76.3881963391801	110.318071319822
XM_027350744.1	181.054738155481	112.116056585386	92.2039387464489	208.55391827918	205.916007523007	233.895526211739
XM_027350746.1	82.4445682672278	57.3617033692673	83.505453959048	120.741742161631	91.3337130142371	89.6334329473557
XM_027350749.1	276.431787719529	303.756292841802	210.5033318551	161.419441392554	130.358117665775	248.746035812484
XM_027350755.1	5139.04475532387	4952.6616159056	4897.24693530667	1875.69390898148	1881.47448809328	2057.32595504611
XM_027350756.1	145.490414589226	102.990331049366	102.64212049133	73.6072652750047	98.8064713517656	99.7105644621472
XM_027350757.1	176.205057669173	305.059967918376	264.433937536985	397.091825825683	669.227024449774	382.930997562076
XM_027350760.1	156.806335723943	159.048359342059	196.585756195259	78.7726873995665	168.552215835365	102.89281651945
XM_027350761.1	118.008891833483	216.410062711327	193.106362280299	107.182509084656	174.364361208998	113.500323377125
XM_027350762.1	151.956655237636	207.284337175307	168.750604875576	123.970130989482	179.346200100684	128.881208320754
XM_027350767.1	635.308143706285	770.471970255385	831.57514567552	206.616884982469	388.583433551482	397.781507162821
XM_027350768.1	130.941373130303	178.603485490673	142.655150513374	74.2529430405749	44.0062435432233	77.965175403913
XM_027350769.1	90.5273690777403	80.8278547476039	67.8481813417265	49.0715101833365	24.9091944584283	39.7781507162821
XM_027350771.1	103.45985037456	67.7911039818613	67.8481813417265	45.1974435899152	49.8183889168566	38.7174000305146
XM_027350773.1	38.7974438904601	33.8955519909307	13.9175756598413	122.678775458341	104.618616725399	104.483942548101
XM_027350774.1	42.0305642146652	23.4661513783366	13.9175756598413	85.8751428208388	64.7639055919136	74.7829233466104
XM_027350775.1	27.4815227557426	13.0367507657426	34.7939391496033	113.639286740358	101.297390797608	92.8156850046583
XM_027350779.1	281.281468205836	225.535788247346	133.956665725973	320.256171722828	429.268451166914	356.942605760772
