ID	edgeR_hep_1_normalized	edgeR_hep_2_normalized	edgeR_hep_3_normalized	edgeR_hep_wssv_1_normalized	edgeR_hep_wssv_2_normalized	edgeR_hep_wssv_3_normalized	limma_hep_1_normalized	limma_hep_2_normalized	limma_hep_3_normalized	limma_hep_wssv_1_normalized	limma_hep_wssv_2_normalized	limma_hep_wssv_3_normalized	NOISeq_hep_1_normalized	NOISeq_hep_2_normalized	NOISeq_hep_3_normalized	NOISeq_hep_wssv_1_normalized	NOISeq_hep_wssv_2_normalized	NOISeq_hep_wssv_3_normalized	DESeq2_hep_1_normalized	DESeq2_hep_2_normalized	DESeq2_hep_3_normalized	DESeq2_hep_wssv_1_normalized	DESeq2_hep_wssv_2_normalized	DESeq2_hep_wssv_3_normalized
XM_027350640.1	42.327457735164	18.7248544962511	18.9978353757979	5.66551410307544	3.63367128794827	5.01225045984608	42.327457735164	18.7248544962511	18.9978353757979	5.66551410307544	3.63367128794827	5.01225045984608	1558.72335777159	679.950959058453	693.400802678603	208.634528005485	136.138052576215	187.669407541772	1528.82196316476	671.140495195121	683.177688829636	205.074867545018	133.809671969511	188.901340449109
XM_027350642.1	1.1242614589489	1.12068954591029	1.48711040123662	9.57551679393032	15.7140346048991	8.9106674841708	1.1242614589489	1.12068954591029	1.48711040123662	9.57551679393032	15.7140346048991	8.9106674841708	41.4013193816313	40.6953192453937	54.2779493290492	352.62173747406	588.737367719948	333.634502296483	40.6071071297257	40.1680096874885	53.4777055835331	346.605409935242	578.668142815517	335.82460524286
XM_027350643.1	1.26232865566193	0.980603352671505	1.35698824112842	9.73510874049582	14.9490511758573	6.8500756284563	1.26232865566193	0.980603352671505	1.35698824112842	9.73510874049582	14.9490511758573	6.8500756284563	46.4856919372703	35.6084043397195	49.5286287627574	358.498766431961	560.076725072324	256.481523640421	45.5939448474113	35.1470084765525	48.798406344974	352.382166767496	550.497685558778	258.165165280448
XM_027350647.1	26.7455883918371	20.1490641275121	23.4591665795077	7.42102551529599	7.39483981407016	5.12363380339821	26.7455883918371	20.1490641275121	23.4591665795077	7.42102551529599	7.39483981407016	5.12363380339821	984.915597920913	731.667927266141	856.23465066575	273.281846542396	277.052878927034	191.839838820478	966.021706454527	722.187340839638	843.610805580235	268.619192699813	272.314420148479	193.099148014644
XM_027350648.1	26.9822750147737	22.1569662306014	25.6712433013472	7.95299867051435	8.54231495763277	5.90331720826316	26.9822750147737	22.1569662306014	25.6712433013472	7.95299867051435	8.54231495763277	5.90331720826316	993.631665159152	804.580374247471	936.973100292711	292.871943068733	320.043842898471	221.03285777142	974.570571113416	794.155024863055	923.15889263574	287.875048807326	314.570106033587	222.483800973395
XM_027350649.1	21.9132365068813	20.4292365139897	22.0464116983329	7.36782819977416	7.55421136178719	6.46023392602383	21.9132365068813	20.4292365139897	22.0464116983329	7.36782819977416	7.55421136178719	6.46023392602383	806.962558473551	741.841757077489	804.670598803154	271.322836889763	283.023846145289	241.88501416495	791.48238633553	732.22934326151	792.806985275879	266.693607089061	278.183265410299	243.472838801073
XM_027350665.1	2.07100795069535	0.957255653798374	1.58005480131391	0.0531973155218351	0.0637486190868117	0.334150030656405	2.07100795069535	0.957255653798374	1.58005480131391	0.0531973155218351	0.0637486190868117	0.334150030656405	76.265588334584	34.7605851887738	57.6703211621147	1.95900965263367	2.38838688730202	12.5112938361181	74.8025657652842	34.3101749413965	56.8200621825039	1.92558561075135	2.34753810472826	12.5934226966072
XM_027350671.1	37.7317924731448	76.417018411758	34.8541500289833	78.2000538170976	365.757702010582	78.8594072349116	37.7317924731448	76.417018411758	34.8541500289833	78.2000538170976	365.757702010582	78.8594072349116	1389.48638556247	2774.91208104528	1272.13943739959	2879.74418937149	13703.3697658953	2952.66534532388	1362.83150770465	2738.95616056562	1253.38372461406	2830.61084780448	13468.9998758784	2972.04775639931
XM_027350698.1	1.10453757370419	2.4048129839325	3.17869848264328	0.10639463104367	0.701234809954929	0.44553337420854	1.10453757370419	2.4048129839325	3.17869848264328	0.10639463104367	0.701234809954929	0.44553337420854	40.6749804451115	87.3253725474073	116.019116690843	3.91801930526733	26.2722557603222	16.6817251148242	39.8947017414849	86.1938541210691	114.308595684802	3.85117122150269	25.8229191520109	16.791230262143
XM_027350700.1	8.34320345851554	0.933907954925243	2.19348784182402	0	0	0	8.34320345851554	0.933907954925243	2.19348784182402	0	0	0	307.241370147896	33.9127660378281	80.0599752603475	0.489752413158416	0.597096721825505	1.04260781967651	301.347479225859	33.4733414062404	78.8796157357114	0	0	0
