ID	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	hemocyte_1_normalized	hemocyte_2_normalized	hemocyte_3_normalized	hemocyte_4_normalized	hemocyte_5_normalized
XM_027350592.1	95.2417431698334	69.6350728281436	55.4471908067454	46.1426309360892	103.986185515975	92.4450938122728	90.091770107213	102.287045020774	68.7203332221813	129.253627120877
XM_027350593.1	103.502506608033	77.0959734883019	78.3653630068669	75.8057508235751	124.031715253994	127.82531490092	97.0989077822184	78.2937875467655	96.2084665110538	155.583069682538
XM_027350594.1	105.932142913386	58.0292273567864	74.6688836197505	93.9332129770387	121.526024036741	93.5863912667453	69.0703570821966	78.2937875467655	109.95253315549	147.205519776555
XM_027350595.1	104.474361130174	66.3191169791844	76.1474753745971	80.7496041381561	103.986185515975	78.7495243586027	87.0887111036392	79.5565905717134	96.2084665110538	119.679284371183
XM_027350597.1	2245.46987340714	1213.63984071907	1304.11792777465	1071.16821815921	1272.89113836422	1305.64428791654	1165.18689338662	1171.88120715159	2219.66676307646	1061.55525237239
XM_027350603.1	1053.97622926209	3729.62134111688	2841.85335281506	2116.79319419309	3668.33194205751	1784.989218795	1723.75586805134	1731.30294720348	2496.26610429574	2787.33053300485
XM_027350604.1	599.634240161094	961.627196198174	1080.1112769154	736.634143872567	1181.43340893451	209.998731622941	163.166205860841	200.785680966705	137.440666444363	1180.03774389986
XM_027350605.1	589.915694939683	1081.83059572295	1163.65171106423	688.019586279187	1089.97567950479	219.129111258721	181.184559882284	219.727726340923	163.210791402681	1195.59605086812
XM_027350606.1	540.837041571554	906.084935728107	1125.20832543822	678.131879650025	1022.32201663898	74.1843345407127	106.10808479294	63.1401512473916	89.3364331888357	427.255045205123
XM_027350607.1	623.444675953552	1016.340467706	1335.16835462643	772.065092627064	1289.17813127636	116.412340356195	96.0978881143605	103.549848045722	70.4383415527358	454.781280610495
XM_027350608.1	697.791546897351	216.366119144589	179.648898213855	270.263981197094	260.591886594249	502.170879967901	479.488420903945	440.718255706793	508.530465844142	300.395003771669
XM_027350614.1	278.922247854512	650.756335358247	726.727847507077	682.251757412176	1328.01634514377	5470.23869928671	5278.37670861482	4895.88732772274	9730.79918426087	7938.32693234056
XM_027350615.1	313.423083390523	574.489350832185	758.517570236277	777.832921494075	1391.91147118371	5291.05499893453	5382.48275407205	4871.89407024873	9402.65959312496	8028.08639561895
XM_027350616.1	287.668938553783	586.924185265782	721.552776365114	700.379219565639	1280.40821201598	4470.4621291688	4597.68333447144	4309.94672414695	8072.92114527575	6050.98461780701
XM_027350617.1	1662.35716012245	709.614551677273	884.197869398234	568.543131176813	858.199241908947	426.845247972716	444.452732528917	477.33954343028	596.148890702423	402.122395487174
XM_027350619.1	4952.57064483134	4604.20469627988	4849.04166001924	1621.58388718256	4666.84989213259	11934.547481419	12287.516422956	12189.8375998214	31224.8014078286	10644.275551973
XM_027350620.1	125.85516061728	1395.18842344959	3941.92561842089	1386.75085473997	883.256154081471	179.183700352183	167.170284532273	166.689999293114	206.160999666544	45.4781280610495
XM_027350621.1	172.018250418985	166.626781410201	170.777347684776	280.975663378686	332.004086285943	295.596040708378	313.31915603953	268.977044313888	192.416933022108	220.209883242977
XM_027350627.1	4127.4661555335	10517.3829639364	11692.7035973265	11344.4954058585	9714.56484928755	9972.65715718073	10309.5015592687	9521.53480810665	5954.61687370201	15175.333258266
XM_027350629.1	18.9511631817526	60.5161942435058	166.341572420236	59.3262397749718	152.847164252396	31.9563287252301	55.0560817321857	47.9865149480176	164.928799733235	56.249263654456
XM_027350635.1	497.589515336273	9506.01643000385	4428.3823057654	725.922461690975	1398.17569922684	453.095089425584	550.560817321857	573.312573326315	645.971132288504	180.715719400486
XM_027350640.1	9430.39035559672	4599.23076250644	5955.76758852188	8082.37619378748	8534.38428596167	74555.2562134163	71920.2600765881	72214.6537846667	122243.164752277	41114.6213528762
XM_027350641.1	170.074541374703	461.746851967571	612.13698650647	950.043811951979	601.365892140576	824.016762129147	789.804517939901	640.241133648551	395.141916027542	1232.69662902318
XM_027350642.1	340.635010010476	3609.41794159211	14791.8319154848	8984.62942369851	1068.67730415815	2.28259490894501	2.00203933571584	7.57681814968699	6.87203332221813	7.18075706227097
XM_027350643.1	363.473591280793	3755.31999894632	15928.8689749618	9342.2348134532	1294.18951371086	0	0	0	6.87203332221813	2.39358568742366
XM_027350644.1	46.163089801705	85.3858631106999	157.470021891157	58.5022642225416	357.060998458467	15.978164362615	5.00509833928961	13.8908332744261	6.87203332221813	19.1486854993893
XM_027350645.1	43.7334534963521	76.2669845260621	113.851565123184	40.374802069078	363.325226501598	11.412974544725	16.0163146857268	2.52560604989566	13.7440666444363	21.5422711868129
XM_027350646.1	59.2831258506106	123.519355373731	198.87059102686	100.52501739648	200.455297380192	281.900471254708	229.233503939464	229.830150540505	766.231715427321	438.026180798529
XM_027350647.1	1298.88356884166	1366.1738097712	1361.04371033624	1080.23194923594	1918.10662680671	949.559482121123	1003.02170719364	996.351586683839	1757.52252215729	865.281226003652
XM_027350648.1	1224.53669789786	1440.78281637278	1378.7868113944	1026.67353832798	1686.33018921086	991.787487936605	1076.09614294727	947.102268710874	2039.27588836823	970.598996250293
XM_027350649.1	1217.2477889818	1286.59086939618	1350.69356805232	871.766134471114	1606.14807025879	804.614705403115	866.883032364961	1012.76802600816	1757.52252215729	963.418239188022
XM_027350661.1	16.5215268763997	64.6611390547048	52.4900072970523	94.7571885294689	106.491876733227	408.584488701156	355.361982089562	279.079468513471	96.2084665110538	688.155885134302
XM_027350662.1	12.1481815267645	40.6204591497504	68.7545166003643	93.1092374246085	78.9292733434506	374.345565066981	348.354844414557	337.168407661071	118.542574808263	740.814770257622
XM_027350663.1	17.4933813985408	37.3045033007912	48.0542320325127	94.7571885294689	92.7105750383387	273.911389073401	331.337510060972	301.809922962532	103.080499833272	618.741900199016
XM_027350664.1	6.8029816549881	116.887443675813	133.812553813612	32.9590220972066	86.4463469952077	454.236386880056	403.410926146743	320.751968336749	163.210791402681	1004.10919587422
XM_027350665.1	13555.4268748249	186360.863656319	12067.5266071801	8890.69621072147	15795.8774335591	51.3583854512627	50.0509833928961	45.4609088981219	15.4620749749908	10.7711355934065
XM_027350666.1	53.4519987177637	65.4901280169446	45.8363444002429	98.0530907391895	82.6878101693292	133.531802173283	89.0907504393551	132.594317619522	36.0781749416452	101.727391715505
XM_027350667.1	50.5364351513402	97.820697544297	34.7469062388938	76.6297263760053	72.6650453003196	114.12974544725	127.129497817956	136.382726694366	48.1042332555269	128.056834277166
XM_027350668.1	81.6357798598572	91.1887858463786	110.894381613491	143.371746122849	105.239031124601	49.0757905423176	91.0927897750709	69.4541663721307	22.3341082972089	29.9198210927957
XM_027350671.1	3486.04217092033	8134.03969749697	5456.00357538375	6979.07292908349	4189.51571524601	1193.79713737824	1110.13081165444	1034.23567743227	6791.28693068207	4125.34493227467
XM_027350674.1	1379.0615669183	1101.7263308167	549.296836925491	777.008945941645	1647.49197534345	176.901105443238	164.167225528699	146.485150893948	178.672866377671	256.113668554331
XM_027350677.1	3202.74657771618	4668.86583533458	7085.41168922464	5350.07326192905	8916.50219659266	39278.8931931257	38668.3887496837	36352.3106791732	34777.6426354154	58883.4047034657
XM_027350678.1	429.073771525321	594.38508592594	495.328237873593	402.92404513835	233.029283204473	1905.96674896908	1889.92513291576	2179.59802105996	1692.23820559621	481.110723172155
XM_027350679.1	65.6001802445281	37.3045033007912	36.9647938711636	35.4309487544971	40.0910594760384	57.0648727236252	53.0540423964699	68.1913633471829	73.8743582138449	88.5626704346753
XM_027350680.1	228.385812703172	208.076229522191	189.259744620358	234.833032442597	229.270746378594	247.661547620533	243.247779289475	244.983786839879	415.758015994197	594.806043324779
XM_027350683.1	105.932142913386	53.8842825455873	51.0114155422058	93.1092374246085	77.6764277348244	114.12974544725	77.07851442506	132.594317619522	139.158674774917	137.63117702686
XM_027350684.1	41.7897444520698	23.2116909427145	18.4823969355818	25.5432421253351	30.0682946070288	47.9344930878451	68.0693374143387	74.5053784719221	82.4643998666176	47.8717137484732
XM_027350685.1	47.6208715849167	12.4348344335971	18.4823969355818	56.0303375652512	36.3325226501598	87.8799039943828	74.0754554214862	73.2425754469742	56.6942749082996	65.8236064041506
XM_027350687.1	135.087778577621	107.768565091175	93.1512805553323	95.581164081899	82.6878101693292	117.553637810668	81.0825930964917	119.966287370044	92.7724498499447	179.518926556774
XM_027350688.1	158.412287109009	119.374410562532	209.220733310786	250.48856793877	335.762623111821	1177.81897301562	1369.39490562964	1386.55772139272	654.561173941277	1495.99105463979
XM_027350689.1	162.785632458644	118.545421600292	224.745946736675	314.758661028323	413.439050846646	1366.13305300359	1386.41223998322	1440.85825146548	781.693790402312	1628.8350602918
XM_027350694.1	136.059633099762	191.496450277395	204.784958046246	580.902764463266	360.819535284345	625.431005050932	731.745377204141	618.773482224437	113.388549816599	671.400785322336
XM_027350697.1	456.771625406344	1274.98502392482	1137.77635535442	752.28967936874	1574.82693004313	1344.44840136861	1099.119595308	1262.80302494783	862.440181938375	1286.55230699022
XM_027350698.1	21.866726748176	132.638233958369	161.905797155697	196.106181478379	43.849596301917	281.900471254708	235.239621946612	210.888105166288	30.9241499499816	106.514563090353
XM_027350699.1	1536.98792676624	5094.1371729636	9656.68275090278	6497.04723091184	3383.93598889936	6702.83995011701	7118.25085813768	6771.14981977027	3946.26513528376	7418.91883816963
XM_027350703.1	27812.0467873746	30712.3830730603	25003.7258703325	9516.91763056839	26487.6618575751	21522.5873964425	21723.1278121848	21816.1850589987	72123.7077250098	27237.8083300375
XM_027350704.1	23245.7883150943	22307.2639849109	18418.8174901234	7120.79672410148	14212.2805842556	20011.5095667209	20046.4198685227	19530.5115838432	37595.1762975248	18847.0937027739
XM_027350705.1	22409.9934260529	20595.4017778857	15602.8394930182	6299.2930983286	11620.143020008	17469.8401356106	17783.114399496	17554.2248497998	27737.2444968029	16193.8039682648
XM_027350716.1	259.485157411689	100.307664431016	110.155085736068	168.091012695753	185.421150076677	63.9126574504602	56.0571014000436	63.1401512473916	65.2843165610722	64.6268135604387
XM_027350717.1	35.9586173192228	0.828988962239805	8.132254651656	13.1836088388826	15.0341473035144	109.56455562936	146.148871507257	82.082196621609	58.4122832388541	522.998472702069
XM_027350718.1	52.4801441956225	2.48696688671942	39.1826815034334	18.1274621534636	25.056912172524	224.835598531083	177.180481210852	159.113181143427	82.4643998666176	402.122395487174
XM_027350719.1	122.453669789786	46.4233818854291	115.33015687803	115.356577340223	124.031715253994	123.26012508303	131.133576489388	109.863863170461	194.134941352662	270.475182678873
XM_027350741.1	3543.86751498773	2348.52573002537	1967.26632982333	2639.19369443382	2604.66602033387	2120.53067040991	2025.06278807658	1996.49158244252	5875.5884904965	2294.25188139558
XM_027350742.1	147.235960104385	191.496450277395	243.228343672257	433.411140578266	171.639848381789	122.118827628558	102.104006121508	121.229090394992	77.310374874954	210.635540493282
XM_027350743.1	868.352015533124	1434.9798936371	1298.20356075527	1103.30326470399	1246.58138058307	829.72324940151	747.761691889868	931.9486324115	1525.59139753242	1596.52165351158
XM_027350744.1	1684.22388687063	1943.1501274901	2273.33482307656	2688.63222757963	1652.50335777796	2131.94364495464	2116.15557785165	1966.18430984377	1238.68400632982	1819.12512244198
XM_027350745.1	530.146641828001	853.029642144759	788.089405333208	722.626559481254	613.894348226838	334.400154160443	271.276329989497	280.342271538419	266.291291235953	360.23464595726
XM_027350746.1	1271.6716422217	449.312017533974	386.651743892371	565.247228967092	874.486234821087	1013.47213957158	1088.10837896156	890.276132588221	1726.5983722073	1008.89636724907
XM_027350748.1	35.4726900581522	244.551743860743	224.745946736675	159.851257171452	249.316276116614	0	0	0	0	0
XM_027350749.1	1353.79334934263	1048.67103723335	1454.934286769	1547.42608746385	412.18620523802	772.658376677885	745.759652554152	742.528178669325	613.328974007968	430.845423736258
XM_027350750.1	486.89911559272	513.144167626439	490.15316673163	344.421780915809	575.056134359425	381.193349793816	350.356883750273	407.88537705815	431.220090969188	374.596160081802
XM_027350751.1	465.518316105614	599.359019699379	518.985705951137	317.230587685613	487.356941755591	365.215185431201	395.402768803879	402.834164958358	412.321999333088	324.330860645906
XM_027350752.1	478.152424893449	567.857439134266	464.277811021815	308.990832161312	424.714661324282	368.639077794619	342.348726407409	363.687271184975	448.400174274733	308.772553677652
XM_027350753.1	497.589515336273	538.013836493633	484.978095589667	296.631198874859	572.550443142173	465.649361424781	410.418063821748	472.288331330489	460.426232588615	362.628231644684
XM_027350754.1	489.814679159143	574.489350832185	467.974290408931	303.2230032943	541.229302926518	445.106007244276	400.407867143169	406.622574033202	444.964157613624	380.580124300362
XM_027350755.1	12495.6195184299	9057.53340143211	6698.02064945485	5420.11118388562	7572.19885853675	7271.20608244432	7488.62813524512	7661.42595235849	8392.47069475889	7117.32704155425
XM_027350756.1	2557.43517501446	3759.46494375752	3539.00936522521	2869.90684911426	3431.54412202716	3569.97843758999	3574.64123392064	3453.76627323232	2985.89847850378	2997.96607349813
XM_027350757.1	6528.43275248322	5478.78805144287	4290.13397668725	3886.69268081308	3551.81730045528	3015.30787471635	3057.11406563809	2886.76771503074	4961.60805864149	2585.07254241755
XM_027350760.1	1675.47719617136	1565.13116070875	1417.23019702041	1203.82828210047	1314.23504344888	572.931322145197	525.535325625409	607.408254999907	597.866899032977	926.317661032955
XM_027350761.1	1626.39854280323	1318.09244996129	1358.08652682655	1072.81616926407	1350.56756609904	558.094455237054	480.489440571803	501.332800904289	615.046982338523	800.654412443213
XM_027350762.1	1642.43414241856	1515.39182297436	1575.43951478899	1196.4125021286	1632.45782803994	603.746353415954	548.558777986141	520.274846278507	792.001840385639	984.960510374835
XM_027350767.1	12839.1700920068	21390.4021926737	12753.5931814289	10534.5274378196	9370.03230691534	11278.3014450973	11006.2112480979	11509.1867693745	7667.47117926488	4784.77778915989
XM_027350768.1	325.085337656217	284.343214048253	308.286380885505	215.057619184273	454.78295593131	349.237021068586	368.375237771715	457.134695031115	498.222415860814	314.756517896211
