ID	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_wssv_1_normalized	hemocytes_wssv_2_normalized	hemocytes_wssv_3_normalized
XM_027350592.1	2.07398809124838	0.836628143951313	2.01042043218969	2.53492337148721	2.8828288809267	2.10508009265658
XM_027350593.1	2.15694761489832	0.784338884954356	1.9169125051111	2.33212950176824	3.11720521270936	2.2029907946406
XM_027350594.1	1.99102856759845	1.4640992519148	2.33769817696476	2.87967295000948	2.67189018232231	1.97453249001121
XM_027350595.1	2.07398809124838	0.732049625957399	1.07534116140379	2.53492337148721	3.42189444402681	2.46408599993134
XM_027350596.1	1.27204602929901	2.03928110088132	1.9636664686504	0.26363203063467	0.867192427595836	0.930151668848255
XM_027350597.1	14.103119020489	9.6212236554401	19.636664686504	20.7255334852795	16.4766561243209	22.1604555490514
XM_027350603.1	24.5836721749308	17.4123232459867	29.5952589203738	35.1441776222987	42.1174268213437	39.5069682505548
XM_027350604.1	4.09266983339681	2.92819850382959	2.10392835926828	4.48174452078939	2.8828288809267	5.54827311242819
XM_027350605.1	4.36920157889659	2.66675220884481	2.24419024988617	6.32716873523209	2.69532781550057	6.52738013226846
XM_027350606.1	2.46113253494808	1.98699184188437	1.07534116140379	4.4209063598737	2.27345041829179	4.16120483432114
XM_027350607.1	2.1846007894483	1.35952073392088	0.935079270785902	4.56286206867699	2.29688805147005	3.94906498002242
XM_027350608.1	3.73317856424709	8.68001699349487	4.95592013516528	5.21180245177771	8.48442321053224	7.50648715210873
XM_027350610.1	2.29521348764821	5.01976886370788	3.97408690084009	2.39296766268393	1.9218859206178	1.45234207942973
XM_027350614.1	54.8915514817072	45.7008123633405	59.7983193667585	49.6844980811494	41.2033591273914	58.4200521838027
XM_027350615.1	50.052245935461	42.1974320105443	60.8736605281623	49.8670125638965	42.0236762886307	58.1263200778506
XM_027350616.1	45.5171253092645	40.21044016866	57.6943910074902	48.0013089624819	40.0080398352998	54.585216356095
XM_027350617.1	8.51717776139336	6.27471107963485	6.35853904134414	11.5186918000379	10.757873628824	12.1409270460193
XM_027350619.1	358.274529469521	311.591694362867	331.298585639445	261.27962174593	87.9614373180317	95.8382587920316
XM_027350621.1	1.0231674583492	0.941206661945227	0.467539635392951	1.07480750951058	0.632816095813178	0.881196317856242
XM_027350627.1	100.934087107421	64.1589207892663	103.653537166617	115.044962291576	134.696077875494	138.135682049131
XM_027350635.1	49.3885697462615	38.2234483267756	56.4787879554685	50.3131590772782	71.1097790628586	42.6401107140437
XM_027350640.1	907.577188730292	1093.83900895734	1392.14601834605	1123.90390536954	888.473798521702	584.934852102907
XM_027350641.1	8.40656506319344	11.2944799433427	7.10660245797286	5.71878712607516	4.89846533425756	8.19186206599691
XM_027350647.1	14.6285293369386	11.6605047563214	9.35079270785902	6.52996260495106	8.41411031099744	8.84460007922376
XM_027350648.1	14.2690380677889	10.980744389361	10.8469195411165	7.36141747079887	7.52348025022334	8.11026981434356
XM_027350649.1	13.2182174348897	8.68001699349487	9.95859423386986	6.79359463558573	8.32035977828438	8.42032037062631
XM_027350654.1	0.553063490999569	0.209157035987828	0.654555489550132	0.811175478875909	0.9609429603089	3.44319301977161
XM_027350655.1	0.636023014649504	0.575181848966527	0.935079270785902	0.872013639791602	1.00781822666543	3.26369006613423
XM_027350660.1	2.59939840769797	4.75832256872309	2.05717439572899	1.31816015317335	1.07813112620023	2.26826459596329
XM_027350661.1	4.94991824444614	1.88241332389045	3.45979330190784	2.27129134085254	2.03907408650913	2.03980629133389
XM_027350662.1	4.75634602259629	2.24843813686915	3.03900763005418	1.72374789261131	2.06251171968739	2.10508009265658
XM_027350663.1	5.80716665549547	1.67325628790263	2.57146799466123	1.23704260528576	1.96876118697433	1.8113479867045
XM_027350664.1	8.01942061949375	1.62096702890567	4.48838049977233	4.90761164719925	4.94534060061409	3.88379117869973
XM_027350666.1	1.74214999664864	2.03928110088132	1.16884908848238	1.56151279683612	0.843754794417571	1.41970517876839
