ID	adj.P.Val
XM_027354450.1	0.00291244842544269
XM_027356531.1	0.00291244842544269
XM_027359976.1	0.00291244842544269
XM_027359977.1	0.00291244842544269
XM_027361641.1	0.00291244842544269
XM_027361885.1	0.00291244842544269
XM_027362612.1	0.00291244842544269
XM_027362951.1	0.00291244842544269
XM_027363102.1	0.00291244842544269
XM_027363819.1	0.00291244842544269
XM_027364183.1	0.00291244842544269
XM_027365450.1	0.00291244842544269
XM_027365451.1	0.00291244842544269
XM_027367745.1	0.00291244842544269
XM_027369299.1	0.00291244842544269
XM_027370418.1	0.00291244842544269
XM_027370568.1	0.00291244842544269
XM_027370921.1	0.00291244842544269
XM_027370979.1	0.00291244842544269
XM_027371676.1	0.00291244842544269
XM_027372224.1	0.00291244842544269
XM_027372225.1	0.00291244842544269
XM_027373288.1	0.00291244842544269
XM_027373397.1	0.00291244842544269
XM_027373398.1	0.00291244842544269
XM_027373401.1	0.00291244842544269
XM_027373403.1	0.00291244842544269
XM_027373404.1	0.00291244842544269
XM_027373544.1	0.00291244842544269
XM_027373545.1	0.00291244842544269
XM_027373547.1	0.00291244842544269
XM_027373549.1	0.00291244842544269
XM_027373550.1	0.00291244842544269
XM_027373956.1	0.00291244842544269
XM_027374295.1	0.00291244842544269
XM_027375136.1	0.00291244842544269
XM_027375137.1	0.00291244842544269
XM_027377294.1	0.00291244842544269
XM_027377415.1	0.00291244842544269
XM_027377478.1	0.00291244842544269
XM_027377480.1	0.00291244842544269
XM_027377481.1	0.00291244842544269
XM_027377496.1	0.00291244842544269
XM_027377681.1	0.00291244842544269
XM_027379437.1	0.00291244842544269
XM_027380178.1	0.00291244842544269
XM_027382365.1	0.00291244842544269
XR_003476155.1	0.00291244842544269
XR_003476404.1	0.00291244842544269
XR_003476770.1	0.00291244842544269
XR_003477213.1	0.00291244842544269
XR_003477366.1	0.00291244842544269
XR_003477617.1	0.00291244842544269
XR_003477866.1	0.00291244842544269
XR_003477979.1	0.00291244842544269
XM_027362652.1	0.00292399383547042
XM_027350756.1	0.00308134914836515
XM_027362640.1	0.0031642088536271
XM_027365200.1	0.0031642088536271
XM_027353560.1	0.00317739412087776
XM_027370743.1	0.00317739412087776
XM_027382943.1	0.00317739412087776
XM_027361728.1	0.00331125379233055
XM_027357068.1	0.00332992329420952
XR_003475955.1	0.00332992329420952
XM_027377488.1	0.00337785762110824
XM_027383802.1	0.00337785762110824
XR_003476154.1	0.00337785762110824
XM_027360554.1	0.00339968902185701
XM_027365010.1	0.00339968902185701
XM_027369503.1	0.00339968902185701
XM_027369954.1	0.00339968902185701
XM_027370963.1	0.00339968902185701
XM_027370978.1	0.00339968902185701
XM_027371169.1	0.00339968902185701
XM_027373400.1	0.00339968902185701
XM_027373405.1	0.00339968902185701
XM_027373548.1	0.00339968902185701
XM_027377493.1	0.00339968902185701
XM_027382129.1	0.00339968902185701
XR_003476901.1	0.00339968902185701
XR_003477749.1	0.00339968902185701
XM_027356790.1	0.00364078492434162
XM_027381962.1	0.00364078492434162
XM_027350844.1	0.0037103382924789
XM_027377495.1	0.00379763749953724
XM_027381963.1	0.00379763749953724
XM_027358176.1	0.00387103184029077
XM_027367407.1	0.00387103184029077
XM_027361626.1	0.00394881255178317
XM_027369502.1	0.00394881255178317
XM_027369540.1	0.00394881255178317
XM_027370742.1	0.00394881255178317
XM_027373399.1	0.00394881255178317
XM_027375049.1	0.00394881255178317
XM_027377492.1	0.00394881255178317
XM_027351384.1	0.00398159906123057
XM_027355914.1	0.00398159906123057
XM_027356265.1	0.0040486084186026
XM_027357587.1	0.0040486084186026
XM_027361789.1	0.0040627815955137
XM_027368908.1	0.00411428146598051
XM_027369826.1	0.00411428146598051
XM_027375319.1	0.00411428146598051
XM_027375092.1	0.00411722451457971
XM_027379475.1	0.00417504458188955
XM_027366977.1	0.00420403619217092
XM_027382160.1	0.00420403619217092
XM_027358775.1	0.0042582882079808
XM_027359391.1	0.0042582882079808
XM_027355916.1	0.00431721235539332
XM_027352133.1	0.00436835292117595
XM_027361625.1	0.00443359063323985
XM_027360700.1	0.00443406176895265
XM_027377476.1	0.00446695320238562
XM_027379687.1	0.00446695320238562
XM_027355915.1	0.0045171794350293
XM_027361286.1	0.004529144512283
XM_027363614.1	0.00455033533798126
XM_027365316.1	0.00455033533798126
XM_027373896.1	0.00458540790218362
XM_027369471.1	0.00459638707894006
XM_027350642.1	0.00464073691690943
XM_027352700.1	0.00464073691690943
XM_027355316.1	0.00464073691690943
XM_027352930.1	0.00465503782319277
XM_027358752.1	0.00465503782319277
XM_027372633.1	0.00465503782319277
XM_027375770.1	0.00465503782319277
XM_027377477.1	0.00465503782319277
XR_003476156.1	0.00465503782319277
XR_003476601.1	0.00465503782319277
XM_027357077.1	0.00467423694671285
XM_027370246.1	0.00467423694671285
XM_027371604.1	0.00467423694671285
XM_027374917.1	0.00467423694671285
XM_027381504.1	0.00467423694671285
XM_027381753.1	0.00467423694671285
XM_027358891.1	0.00474324355843437
XM_027353719.1	0.00475887749282849
XR_003476775.1	0.00480465375858292
XM_027350840.1	0.00480551915002023
XM_027360461.1	0.00480551915002023
XM_027368196.1	0.00480551915002023
XM_027361288.1	0.00482365771717571
XM_027373946.1	0.00482365771717571
XM_027377497.1	0.00482365771717571
XM_027350889.1	0.00489755446011883
XM_027351058.1	0.00489755446011883
XM_027351067.1	0.00489755446011883
XM_027357060.1	0.00489755446011883
XM_027357602.1	0.00489755446011883
XM_027360701.1	0.00489755446011883
XM_027362231.1	0.00489755446011883
XM_027363613.1	0.00489755446011883
XM_027364237.1	0.00489755446011883
XM_027364825.1	0.00489755446011883
XM_027369455.1	0.00489755446011883
XM_027369509.1	0.00489755446011883
XM_027372464.1	0.00489755446011883
XM_027372983.1	0.00489755446011883
XM_027373402.1	0.00489755446011883
XM_027376308.1	0.00489755446011883
XM_027377853.1	0.00489755446011883
XM_027380073.1	0.00489755446011883
XM_027381761.1	0.00489755446011883
XM_027382656.1	0.00489755446011883
XM_027361591.1	0.00490511618244789
XM_027369495.1	0.00490511618244789
XM_027369552.1	0.00490511618244789
XM_027372084.1	0.00490511618244789
XM_027373237.1	0.00490511618244789
XM_027373521.1	0.00490511618244789
XM_027373891.1	0.00490511618244789
XM_027382153.1	0.00490511618244789
XM_027382168.1	0.00490511618244789
XR_003475503.1	0.00490511618244789
XR_003475533.1	0.00490511618244789
XR_003477689.1	0.00490511618244789
XM_027371458.1	0.00492438366020011
XM_027369822.1	0.00501868812701808
XM_027352783.1	0.00502768149557497
XM_027369430.1	0.00502768149557497
XM_027379400.1	0.00508235191848619
XM_027361287.1	0.00540294683533134
XM_027352701.1	0.00542828786470759
XM_027352607.1	0.00542983050291476
XM_027373236.1	0.00546584430733631
XM_027360472.1	0.00547069186091662
XM_027352913.1	0.00552089247351062
XM_027356042.1	0.00552089247351062
XM_027358512.1	0.00552089247351062
XM_027361119.1	0.00552089247351062
XM_027365174.1	0.00552089247351062
XM_027371247.1	0.00552089247351062
XM_027377474.1	0.00552089247351062
XM_027380072.1	0.00552089247351062
XM_027381025.1	0.00552089247351062
XM_027381750.1	0.00552089247351062
XR_003475680.1	0.00552089247351062
XR_003475707.1	0.00552089247351062
XR_003477154.1	0.00552089247351062
XR_003477479.1	0.00552089247351062
XR_003477801.1	0.00552089247351062
XM_027373111.1	0.0055218129662463
XM_027360292.1	0.00552409149230066
XM_027362069.1	0.00556790247027875
XM_027361729.1	0.00564244793488142
XM_027367922.1	0.00564790555872425
XM_027370241.1	0.00564790555872425
XM_027370797.1	0.00564790555872425
XM_027372154.1	0.00564790555872425
