ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized
XM_027350592.1	0.946746491746445	1.00395105154464	1.46852152122117	0.425578524174681	0.956229286302176	0.334150030656405
XM_027350593.1	1.16370922943834	0.933907954925243	1.05956616088109	0.505374497457433	0.988103595845582	0.22276668710427
XM_027350594.1	1.22288088517249	0.630387869574539	1.07815504089655	0.372381208652846	1.52996685808348	0.278458358880338
XM_027350595.1	0.867850950767574	1.12068954591029	1.35698824112842	0.531973155218351	1.14747514356261	0.334150030656405
XM_027350596.1	3.07692609817594	5.81357701940964	5.05617536420452	1.83530738550331	1.94433288214776	5.51347550583068
XM_027350597.1	7.41618085201382	6.77083267320801	6.35739696528656	11.0118443130199	19.793946226455	7.40699234621698
XM_027350602.1	1.26232865566193	2.00790210308927	1.50569928125208	1.01074899491487	0.669360500411523	0.111383343552135
XM_027350603.1	37.6923447026553	42.399421153606	41.4346135544554	29.3117208525311	41.4047280968842	18.6010183732065
XM_027350604.1	7.53452416348212	5.39331843969328	9.4245621678371	5.50592215650993	6.56610776594161	19.7148518087279
XM_027350605.1	9.27022606501727	6.93426656531993	11.7295832897539	6.64966444022939	7.74545721904762	19.9933101676082
XM_027350606.1	5.22682958985016	5.41666613856641	7.36119648612128	4.97394900129158	6.40673621822458	17.9327183118937
XM_027350607.1	6.11440442586246	5.29992764420075	7.62144080633769	5.50592215650993	6.56610776594161	17.9884099836698
XM_027350608.1	5.08876239313714	4.5061058825143	5.22347528434364	3.40462819339745	3.2830538829708	6.29315891069563
XM_027350614.1	3.64891877027276	2.61494227379068	3.68059824306064	1.99489933206882	0.956229286302176	1.28090845084955
XM_027350615.1	3.72781431125163	2.59159457491755	4.182498003478	2.4204778562435	0.701234809954929	1.28090845084955
XM_027350616.1	3.74753819649634	2.54489917717129	3.60624272299881	2.44707651400441	0.988103595845582	1.05814176374528
XM_027350617.1	4.41815029481674	4.64619207575308	4.07096472338525	8.80415571886371	7.45858843315697	8.52082578173833
XM_027350619.1	55.3452219966776	64.6964735774462	53.7032743646575	50.4842524302215	69.3584975664511	48.2846794298505
XM_027350620.1	4.33925475383787	8.91882096953607	4.47992008372533	6.30388188933746	11.69787160243	2.50612522992304
XM_027350621.1	3.37278437684671	3.57219792758905	2.3793766419786	2.63326711833084	7.26734257589654	1.67075015328203
XM_027350627.1	66.5878365861666	71.5840447450198	85.5274369511213	38.4882577800477	43.2534380504017	30.1848861026286
XM_027350629.1	4.47732195055089	3.22198244449209	4.72157552392628	5.02714631681342	2.80493923981972	12.5306261496152
XM_027350630.1	57.9487748489803	53.7697505048208	38.293092831843	36.0411812660433	35.0936148072899	32.134094614791
XM_027350635.1	9.01381555683594	8.66199628193162	12.3801940902949	20.2415785560583	21.2920387749951	16.8745765481485
XM_027350640.1	42.327457735164	18.7248544962511	18.9978353757979	5.66551410307544	3.63367128794827	5.01225045984608
XM_027350641.1	7.69231524543986	6.63074647996922	6.46893024537931	4.0961932951813	5.06801521740153	4.51102541386147
XM_027350642.1	1.1242614589489	1.12068954591029	1.48711040123662	9.57551679393032	15.7140346048991	8.9106674841708
XM_027350643.1	1.26232865566193	0.980603352671505	1.35698824112842	9.73510874049582	14.9490511758573	6.8500756284563
XM_027350647.1	26.7455883918371	20.1490641275121	23.4591665795077	7.42102551529599	7.39483981407016	5.12363380339821
XM_027350648.1	26.9822750147737	22.1569662306014	25.6712433013472	7.95299867051435	8.54231495763277	5.90331720826316
XM_027350649.1	21.9132365068813	20.4292365139897	22.0464116983329	7.36782819977416	7.55421136178719	6.46023392602383
XM_027350653.1	207.810854938345	204.035540452292	133.932880511373	201.218845961341	202.593111457888	226.887870815699
XM_027350661.1	1.18343311468306	1.51760042675352	1.24545496103567	0.851157048349361	0.223120166803841	0.44553337420854
XM_027350662.1	1.20315699992777	1.28412343802221	1.52428816126754	0.904354363871196	0.733109119498335	0.779683404864945
XM_027350663.1	1.26232865566193	1.19073264252968	1.39416600115933	0.718163759544774	0.956229286302176	1.11383343552135
XM_027350665.1	2.07100795069535	0.957255653798374	1.58005480131391	0.0531973155218351	0.0637486190868117	0.334150030656405
XM_027350666.1	2.14990349167422	0.863864858305849	2.60244320216409	2.71306309161359	3.50617404977464	0.779683404864945
XM_027350667.1	1.83432132775874	1.7277297166117	3.12293184259691	2.1278926208734	3.2830538829708	0.779683404864945
XM_027350671.1	37.7317924731448	76.417018411758	34.8541500289833	78.2000538170976	365.757702010582	78.8594072349116
XM_027350674.1	3.09664998342066	12.3976281016326	4.29403128357075	19.0712376145779	4.71739781242407	14.4798346617776
XM_027350677.1	85.838348585011	91.0093302074649	98.1678753616326	52.3993557890076	74.7452558792867	44.7204124361822
XM_027350678.1	2.4654856555897	3.52550252984279	3.23446512268966	3.69721342876754	5.32300969374878	5.68055052115889
XM_027350680.1	1.18343311468306	2.17133599520119	2.62103208217955	1.99489933206882	3.60179697840486	2.2276668710427
XM_027350687.1	0.808679295033422	0.840517159432718	0.855088480711058	1.43632751908955	1.78496133443073	0.556916717760675
XM_027350688.1	7.92900186837647	6.14044480363347	8.25346272686326	3.08544430026643	3.37867681160102	4.06549203965293
