ID	log2FC_SigInv
XM_027355389.1	13.2927236986764
XM_027356270.1	12.5498947030907
XM_027356272.1	12.4164438716645
XM_027356531.1	11.6381852722455
XM_027357867.1	13.5189574594902
XM_027359746.1	6.7158945013095
XM_027365010.1	10.4318213840363
XM_027366290.1	12.2071909039052
XM_027367438.1	8.72977477421142
XM_027376169.1	-5.12216384167782
XM_027376190.1	-5.35073333756191
XM_027382967.1	11.6949939060463
XM_027383495.1	13.0588871140029
XM_027356273.1	12.3336704591661
XM_027356274.1	12.5840373435742
XM_027360136.1	13.4389820340645
XR_003477221.1	14.9339207909527
XM_027354452.1	13.5741666261873
XR_003477328.1	12.6803374014423
XM_027369777.1	12.9485353318221
XM_027370320.1	13.0646827086114
XM_027378347.1	13.0463159385241
XM_027375663.1	16.0880389600447
XM_027350808.1	16.0230600044073
XM_027356265.1	13.3205590103577
XM_027373421.1	15.2026754728756
XM_027352808.1	11.6072894213411
XM_027362512.1	10.1508940125392
XM_027373414.1	17.3724423352908
XR_003475688.1	11.7555017214391
XM_027370319.1	13.1243032832901
XM_027367606.1	15.9623817626848
XM_027365793.1	11.1982455716181
XM_027353846.1	13.5818058427478
XM_027353243.1	11.0273343942667
XM_027374403.1	14.5141514339545
XM_027374305.1	16.0084404481822
XR_003476964.1	13.6535484888216
XM_027383335.1	12.0891924839062
XM_027352033.1	11.6225432269148
XM_027365496.1	13.5994997261438
XM_027356269.1	12.9477782291104
XM_027377198.1	11.1622575014967
XM_027356271.1	12.1569145377237
XM_027374913.1	12.2174939600807
XM_027379583.1	12.2384699227822
XM_027368762.1	8.37997836286055
XM_027360158.1	11.810761010624
XM_027366180.1	10.6328760618752
XM_027370325.1	12.9744066974375
XM_027366177.1	11.5967098034715
XM_027377660.1	11.2889661758688
XM_027366562.1	13.4062637436689
XM_027374863.1	11.6059182989949
XM_027365098.1	11.8226810960387
XR_003477389.1	12.940484834252
XR_003477709.1	12.4065354728672
XM_027373288.1	15.7371785867773
XM_027356275.1	13.114673684242
XM_027359382.1	12.1140987812459
XM_027377795.1	14.7060906457414
XR_003476842.1	12.3437193281725
XM_027381501.1	8.3111111747091
XM_027377056.1	11.1911791744771
XM_027359380.1	13.116509582839
XM_027352034.1	11.5828079617611
XM_027367923.1	11.1158940723221
XM_027357868.1	13.0246822955132
XM_027352265.1	12.2756533942827
XM_027379114.1	8.27349026678746
XM_027362632.1	11.0630980097216
XM_027357595.1	11.0569872232112
XM_027353827.1	10.5927995098053
XM_027379273.1	11.5714610292281
XM_027371147.1	9.10283873520237
XM_027376102.1	8.87749551878844
XM_027351285.1	7.82442333563292
XR_003475830.1	10.3852251227521
XM_027352264.1	14.0568252268271
XM_027376185.1	11.4760558463392
XM_027359377.1	11.5696118034866
XM_027363778.1	11.2691401167201
XM_027383311.1	12.496076374611
XM_027371897.1	13.0534775537873
XM_027357523.1	10.7563436930237
XM_027369132.1	12.917524829578
XM_027373871.1	13.2804538331269
XM_027379073.1	12.424469791702
XM_027362631.1	10.822616299628
XM_027382986.1	5.20715031959672
XM_027376200.1	8.14423949662083
XM_027370241.1	8.68151485848438
XM_027368788.1	10.0766896705769
XM_027363940.1	10.333390098895
XR_003475976.1	16.03640301945
XM_027372020.1	10.179268293501
XM_027380389.1	10.2139450601687
XM_027361969.1	11.1939550956489
XM_027378026.1	12.5625334003681
XM_027365347.1	5.90836500949217
XM_027378659.1	8.78027655897869
XR_003476156.1	10.2217658678441
XM_027353854.1	11.4660280389681
XM_027369641.1	11.7675802072663
