ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized
XM_027350592.1	1.02509606594972	0.726506257068424	2.34640195368983	1.53108373491516	1.37256187590844	2.07673276767752	1.44967889239529	1.1304267223401	0.989435719565706	2.14793142901426
XM_027350593.1	1.2594037381668	0.726506257068424	1.69297356152304	1.88195709083322	1.9708580782275	2.2568575485475	1.60500163086621	1.59766976757401	1.62550153928652	2.56199049966762
XM_027350594.1	1.52299986941101	1.28206986541487	1.72267485207607	1.97764982426542	1.16139851038406	2.30983542527397	1.20806574366274	1.52230798608467	2.0142084291159	2.51023311583595
XM_027350595.1	1.20082682011253	0.726506257068424	2.16819421037161	1.40349342367223	1.19659240463812	2.27804869923809	1.38064656418599	1.5524526986804	1.73151250923998	2.14793142901426
XM_027350596.1	5.8869802644541	5.76931439436689	8.07875103042573	4.97602213847429	6.51087043700156	0.201315931560575	1.77758245138946	1.28115028531878	0.123679464945713	0.931632908970042
XM_027350597.1	20.8240943682929	15.2138957362564	10.1578413691382	11.9934892568355	17.1394265017284	48.962153670601	25.2658321246035	26.5876365094391	22.9690434899182	26.2927509864879
XM_027350602.1	6.67776865818674	2.52140406864923	2.4058045347959	2.04144497988689	4.64559404153625	0.900623904349943	0.862904102616241	1.16057143493583	0.795082274651013	4.37349893377603
XM_027350603.1	49.0288804114237	66.240276379768	66.2041766427167	60.95627119631	55.6415468156728	22.9818029239415	77.6441111534094	57.9381376090045	45.3903636350767	75.7728099295635
XM_027350604.1	14.0877487920519	12.7779629919682	15.0585543103891	12.1848747236999	7.77785063014781	13.0749399760921	20.0193751806968	22.0207125511851	15.7956345230668	24.4036064766319
XM_027350605.1	13.7362872837262	12.8206986541487	18.7415143389656	14.9918615710443	8.79847356351562	12.8630284691862	22.5217970782839	23.7238888128442	14.7531933185244	22.514461966776
XM_027350606.1	12.2425758733424	10.2565589233189	11.7617110590022	8.45285811984414	5.24389024385531	11.7928753593116	18.863083683191	22.9401262853551	14.5411713786174	21.117012603321
XM_027350607.1	11.9204028240439	11.7095714374558	12.1775291267447	9.88824912132711	7.81304452440187	13.5941231680115	21.1584085961502	27.2206754739496	16.5553798077333	26.6291739813937
XM_027350608.1	7.20496092067517	5.34195777256194	8.34606264540305	8.22957507516901	3.0970626943575	15.2152461958414	4.50435941565678	3.66258258038192	5.79526635745628	5.38276791849358
XM_027350614.1	1.43513449232961	3.54705996098113	5.88085552950108	5.90105189498553	6.89800327379625	6.08186024819844	13.547594411075	14.8161262408042	14.6295138535786	27.4314134307846
XM_027350615.1	1.99161521384517	4.40177320459104	6.68279037443305	6.02864220622846	5.98296202319062	6.83414609771427	11.9598508622611	15.4642375616125	16.679059272679	28.7512267184921
XM_027350616.1	1.20082682011253	4.65818717767401	5.76205036728894	6.06053978403919	5.77179865766625	6.27258060441372	12.218722093046	14.7106197467191	15.018220743408	26.4480231379829
XM_027350617.1	8.78653770814045	12.6070203432462	6.50458263111483	7.1450574296041	11.1212705842837	36.2474632562489	14.7729182367901	18.0265381322501	12.1912615446489	17.7269039623466
