ID	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized
XM_027350596.1	1.67815272999299	1.35388268481866	14.4086071497885	0.721868159110045	5.78431464178871	0.855617368509046	53.8051769678046	100.381089144337	87.0844789491062	108.250533660678	69.0897312761736	74.1126165321557
XM_027350597.1	285.285964098808	213.913464201348	244.946321546404	218.004184051234	277.647102805858	183.102116860936	129.684272691632	116.909702216296	109.495925737479	217.285491478318	182.192180254206	195.096455411675
XM_027350603.1	976.68488885592	769.005364976999	979.785286185617	482.20793028551	428.039283492364	739.253406391816	659.113417855607	732.096618016531	713.644498446903	833.842878850007	793.252470207919	633.362414796422
XM_027350604.1	63.7698037397336	67.694134240933	57.6344285991539	43.3120895466027	80.9804049850419	77.0055631658142	131.753702575009	93.1246248688429	162.32290745293	109.03495781764	153.020960382044	88.5345311005752
XM_027350605.1	50.3445818997897	92.0640225676689	68.4408839614953	67.8556069563442	92.5490342686193	92.406675798977	162.10534086454	119.731660545655	202.023184620904	161.591376334056	153.532736169275	100.152184502913
XM_027350606.1	20.1378327599159	48.7397766534718	36.0215178744712	43.3120895466027	90.6209293880231	88.9842063249408	91.3998198491553	93.527761773037	126.784756117081	112.957078602447	122.82618893542	59.6907019637362
XM_027350607.1	20.1378327599159	89.3562571980316	50.4301250242597	37.5371442737223	50.1307268955021	75.2943284287961	106.920543974484	91.5120772520664	131.267045474756	118.448047701177	140.226565701271	88.9351398385868
XM_027350608.1	271.860742258864	308.685252138655	270.161384058534	86.6241790932054	125.326817238755	30.8022252663257	88.9854849852154	77.8054225094661	89.9659506790398	53.3408426733777	63.9719734038644	35.2535689450254
XM_027350614.1	53.7008873597757	37.9087151749225	1.80107589372356	85.1804427749853	48.2026220149059	73.583093691778	63.8074214041273	45.151333269742	63.3923780585405	31.3769662784574	42.477390340166	78.5193126502839
XM_027350615.1	43.6319709798177	54.1553073927464	39.6236696619183	59.1931890470237	26.9934683283473	92.406675798977	65.1870413263787	44.7481963655479	72.0367932483415	35.2990870632646	52.7129060847843	68.1034854619809
XM_027350616.1	60.4134982797476	27.0776536963732	46.8279732368126	102.505278593626	53.9869366566946	85.5617368509047	65.5319463069415	43.9419225571596	62.1117239563478	20.3950280809973	55.7835608081698	65.699833033911
XM_027350617.1	211.447243979117	121.849441633679	180.107589372356	243.991437779195	200.522907582008	143.74371790952	77.2587156460784	80.2242439346309	70.1158120950524	123.154592642945	150.97385723312	126.592361211682
XM_027350619.1	7836.97324906726	9479.88655910026	9869.89589760511	2245.00997483224	2504.60823989451	2243.42874023072	967.803375459358	1117.09236152192	924.952425308705	1084.85860907767	1106.45925199324	927.008619758963
XM_027350620.1	93.9765528796074	51.4475420231091	72.0430357489424	77.9617611838848	82.9085098656381	417.541275832415	75.879095723827	153.998297402156	77.1594096571125	163.160224647979	92.1196417015647	194.695846673663
XM_027350627.1	2121.18505071114	1868.35810504975	1332.79616135543	2031.33699973567	2228.88924196925	2002.14464231117	1164.39921438018	1236.01774825919	1473.0723810472	1286.45561741676	1505.64436603335	1421.35980246534
XM_027350629.1	1.67815272999299	1.35388268481866	1.80107589372356	2.88747263644018	0.964052440298118	0.855617368509046	78.293430587767	55.6328927787893	81.3215354892389	47.0654494176862	32.7536503827786	28.4432203988273
XM_027350635.1	573.928233657602	511.767654861454	698.817446764741	144.373631822009	225.58827102976	165.989769490755	157.621576117223	149.56379145602	213.228908015091	176.495435316323	241.558171572992	88.5345311005752
XM_027350640.1	127.539607479467	162.465922178239	151.290375072779	207.898029823693	175.457544134257	345.669416877655	740.166088287877	323.315797163688	327.207123110245	120.801320172061	111.56712161634	368.159430232708
XM_027350641.1	33.5630545998598	56.8630727623837	36.0215178744712	282.972318371138	248.725529596914	366.204233721872	134.512942419512	114.490880791132	111.416906890768	171.788890374555	124.873292084343	115.775925285368
XM_027350642.1	73.8387201196915	10.8310614785493	28.817214299577	70.7430795927844	150.392180686506	239.572863182533	19.6595838920825	19.350571401318	25.6130820438548	170.220042060632	24.053461999853	3475.28080225108
