ID	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized
XM_027350592.1	6.99007576298831	9.37614834846379	6.93670998648685	10.0971506358124	7.49380339846406	0.749342207272481	0.578705280732339	1.8151068141005	1.16643344773085	1.04946334706077
XM_027350593.1	6.88042751572575	11.0876674914373	8.10074693627403	12.7379438790249	9.74972345267297	0.92062042607762	0.578705280732339	1.30963403042694	1.43374111283583	1.5069217291129
XM_027350594.1	6.00324153762525	8.85525121799358	6.62788385695148	9.28161154599678	7.10485166497977	1.1133084222334	1.02124461305707	1.33261006604847	1.50664320331901	0.888007447512958
XM_027350595.1	5.97582947580961	8.58240034012823	6.74666313754201	9.33986433812647	7.59752386072654	0.877800871376335	0.578705280732339	1.67725060037135	1.06923066041994	0.91491676410426
XM_027350596.1	0.109648247262562	0	0	0	0	4.30336524747911	4.59560075875681	6.24948168905488	3.79090870512525	4.97822356939083
XM_027350597.1	13.6237947223733	12.551140381806	15.1562362033514	22.6020833463185	17.5546882379245	15.2223516963067	12.1187694082772	7.85780418256166	9.13706200722496	13.104837179964
XM_027350602.1	5.23570380678732	7.51580145392732	8.10074693627403	12.3301743341171	8.45321767439199	4.88142923594645	2.00844773901224	1.86105888534355	1.55524459697446	3.55202979005183
XM_027350603.1	120.201891061583	162.098226077277	152.726398983301	188.117683384136	154.43976830883	35.8399672849752	52.7643050079486	51.2135834003799	46.4386316377843	42.5436295308481
XM_027350604.1	2.63155793430148	4.01834929219877	3.53962256159774	3.61167311204059	4.22660883719599	10.298102905659	10.1784046434688	11.6488500601133	9.28286618819131	5.94695896667769
XM_027350605.1	2.08331669798867	4.19198166902217	3.44459913712532	3.45633233302809	3.99323779710542	10.0411855774512	10.2124461305707	14.4978784771825	11.4213275090312	6.72732914782544
XM_027350606.1	2.19296494525123	4.1423724185012	3.51586670547964	4.15536583858433	3.47463548579303	8.94928693256849	8.16995690445655	9.09851010612402	6.43968465934738	4.00948817210396
XM_027350607.1	2.7137941197484	4.93612042683676	4.39483338184955	4.81556414938745	4.64149068624591	8.71377938171143	9.32736746592123	9.42017460482538	7.53321601659505	5.97386828326899
XM_027350608.1	27.8506548046907	24.0852911279321	19.7648722902639	15.9224298487811	20.4588611812739	5.26680522825801	4.25518588773779	6.45626600964861	6.2695797815533	2.36801986003456
XM_027350614.1	0.0548241236312809	0.124023126302431	0.142535136708634	0.194175973765623	0.129650577828098	1.04907909018147	2.82544342945789	4.54925505306201	4.4956289131293	5.27422605189515
XM_027350615.1	0	0.0248046252604862	0	0.330099155401559	0.129650577828098	1.45586485984368	3.50627317149594	5.16960801484319	4.59283170044021	4.5745838205213
XM_027350617.1	20.7509307944398	22.5970136123029	21.6653407797124	16.6214633543373	15.6358596860686	6.4229332051927	10.0422386950612	5.03175180111404	5.44335608941061	8.50334404285136
XM_027350619.1	65.0762347503304	79.2507777072534	79.13075672941	48.7187518177948	50.5377952373926	48.064950152192	73.5976951143128	66.3777669105866	68.187755298599	62.2681585922723
XM_027350620.1	0.493417112681528	0.0992185010419449	0.0950234244724227	0.291263960648435	0.777903466968588	3.93939903251819	6.12746767834242	5.5372245847876	5.34615330209971	13.0779278633727
XM_027350621.1	2.41226143977636	3.57186603751001	1.90046848944845	4.54371778611558	2.85231271221816	2.39789506327194	5.31047198789676	2.94093255955524	4.15541915754114	4.00948817210396
XM_027350627.1	98.6011863508586	138.211371951429	128.376646462243	152.408721808638	147.075615488194	102.33873573607	100.150055053797	105.712739894638	82.0391524904028	95.4742552659387
XM_027350629.1	0	0	0.0475117122362113	0.0388351947531246	0	7.45060251802353	2.17865517452175	5.83591304786743	5.51625817989379	1.91056147798243
XM_027350630.1	0.274120618156404	0.0496092505209724	0	0.0388351947531246	0.103720462262478	22.5016759955251	43.573103490435	47.3306333803421	71.3954472798589	21.4736346398588
XM_027350634.1	0.986834225363055	1.71151914297355	1.52037479155876	3.26215635926247	1.47801658724032	0.064229332051927	0.408497845222828	0.160832249350677	0.145804180966356	1.5876496788868
XM_027350635.1	0.822361854469213	1.90995614505744	1.11652523755097	3.08739798287341	1.4520864716747	23.3366573122001	16.0675819120979	15.3020397239359	11.1054184502708	5.94695896667769
XM_027350640.1	0.383768865418966	0.248046252604862	0.308826129535374	0.485439934414058	0.440811964615533	6.10178654493306	7.4210441882147	23.4815084051989	52.1492953922999	24.7296619474063
XM_027350641.1	4.22145751960863	6.34998406668447	7.22178025990412	8.81558920895929	6.66403970036424	16.8923143296568	8.30612285286417	7.99566039629081	9.47727176281312	7.77679249488621
XM_027350642.1	1.09648247262562	0.52089713047021	5.70140546834536	4.11653064383121	2.54115132543072	6.08037676758242	1.59994989378941	1.83808284972202	1.38513971918038	233.438321429543
XM_027350643.1	1.26095484351946	0.471287879949238	6.6991514253058	4.19420103333746	2.46336097873386	5.60936166586829	1.05528610015897	1.67725060037135	1.55524459697446	240.084922627594
