ID	DESeq2_hep_1_normalized	DESeq2_hep_2_normalized	DESeq2_hep_3_normalized	DESeq2_hep_wssv_1_normalized	DESeq2_hep_wssv_2_normalized	DESeq2_hep_wssv_3_normalized
XM_027350640.1	1528.82196316476	671.140495195121	683.177688829636	205.074867545018	133.809671969511	188.901340449109
XM_027350642.1	40.6071071297257	40.1680096874885	53.4777055835331	346.605409935242	578.668142815517	335.82460524286
XM_027350643.1	45.5939448474113	35.1470084765525	48.798406344974	352.382166767496	550.497685558778	258.165165280448
XM_027350647.1	966.021706454527	722.187340839638	843.610805580235	268.619192699813	272.314420148479	193.099148014644
XM_027350648.1	974.570571113416	794.155024863055	923.15889263574	287.875048807326	314.570106033587	222.483800973395
XM_027350649.1	791.48238633553	732.22934326151	792.806985275879	266.693607089061	278.183265410299	243.472838801073
XM_027350665.1	74.8025657652842	34.3101749413965	56.8200621825039	1.92558561075135	2.34753810472826	12.5934226966072
XM_027350671.1	1362.83150770465	2738.95616056562	1253.38372461406	2830.61084780448	13468.9998758784	2972.04775639931
XM_027350698.1	39.8947017414849	86.1938541210691	114.308595684802	3.85117122150269	25.8229191520109	16.791230262143
XM_027350700.1	301.347479225859	33.4733414062404	78.8796157357114	0	0	0
XM_027350705.1	8440.57903987702	8462.89754103274	7613.21986113573	19023.8230414179	22093.8548726501	36510.4313012472
XM_027350717.1	365.463964167531	325.528245175688	248.002859643635	698.987576702739	874.457944011278	1389.47430419233
XM_027350718.1	383.986504261792	361.512087187397	249.339802283223	695.136405481236	931.972627577121	1488.12278198242
XM_027350756.1	1360.69429153993	1329.7284873629	1684.54772588129	260.916850256807	227.711196158642	293.846529587502
XM_027350767.1	3507.17172630947	4241.07235617066	4364.4492469361	828.001812623079	1079.867528175	1196.37515617769
XM_027350776.1	374.725234214662	507.957955839699	388.381836800409	61.6187395440431	185.455510273533	174.209013969734
XM_027350777.1	366.176369555772	514.652624120947	410.441390353617	58.730361127916	185.455510273533	159.516687490358
XM_027350778.1	458.789070027076	612.5621477342	503.358903805006	87.6141452891862	220.668581844457	165.813398838662
XM_027350794.1	88.3382681418594	40.1680096874885	95.5913987305655	0	0	0
XM_027350808.1	108.998024400843	44.3521773632686	96.9283413701538	0	0	0
XM_027350820.1	26783.5929763012	33998.8728663184	28059.7521196798	74775.3032295016	97765.5719095133	113533.90341748
XM_027350821.1	19808.4318200355	23735.1095576299	20593.5959488988	54453.6354864373	72386.337459296	80375.421457313
XM_027350831.1	2259.03748611158	722.187340839638	2728.69992739978	115.535136645081	4.69507620945653	16.791230262143
XM_027350833.1	1168.34483671491	321.344077499908	1332.26334034977	94.3536949268159	0	6.29671134830362
XM_027350834.1	295.648236119933	117.993528456998	364.316869287819	43.3256762419053	2.34753810472826	8.39561513107149
XM_027350835.1	316.307992378916	93.7253559374732	366.990754566996	76.0606316246782	4.69507620945653	4.19780756553575
XM_027350836.1	6116.00025804728	2100.45217324159	6345.12976748621	333.126310659983	85.6851408225816	125.934226966072
XM_027350837.1	3491.49880776817	1399.18567078085	5374.50941114508	333.126310659983	32.8655334661957	20.9890378276787
XM_027350838.1	1410.56266871679	601.683311777172	2284.83497105645	229.14468767941	16.4327667330978	4.19780756553575
XM_027350840.1	829.239871912293	723.024174374794	824.893608625998	192.558561075135	201.888277006631	140.626553445448
XM_027350843.1	818.553791088681	574.90463865218	346.936614973171	10.5907208591324	28.1704572567392	54.5714983519647
XM_027350844.1	3439.49321442659	2466.14842810476	1578.26078603402	9.62792805375673	15.2589976807337	71.3627286141077
XM_027350855.1	37.7574855767625	38.4943426171765	46.7929923855915	123.237479088086	131.462133864783	172.110110186966
XM_027350857.1	253.616318213725	174.06137531245	66.1786606596222	1152.46298803468	301.658646457582	342.121316591163
XM_027350865.1	76.9397819300066	51.8836791796727	38.1028652282673	11.5535136645081	2.34753810472826	0
XM_027350885.1	383.274098873551	269.460398320236	368.327697206584	89.5397308999376	97.4228313462229	159.516687490358
XM_027350889.1	398.947017414849	365.696254863177	458.571325378797	84.7257668730592	95.0752932414947	102.846285355626
XM_027350898.1	22.0845670354648	24.2681725195243	27.4073241115607	70.2838747924241	76.2949884036686	67.164921048572
XM_027350921.1	1594.36325888291	2409.24374771416	734.649980453786	19884.5598094238	21404.8524389123	10813.5522888201
XM_027350922.1	577.048364475049	660.261659238093	170.460186547512	4928.53637071807	4852.36126247332	4069.77443478691
XM_027350923.1	126.095753718622	84.5201870507571	147.063690354716	491.024330741593	158.458822069158	411.385141422503
XM_027350990.1	37.0450801885217	47.6995115038926	56.8200621825039	37.5489194096512	4.69507620945653	402.989526291432
XM_027351012.1	77.6521873182474	97.0726900780973	123.66719416192	381.265950928766	564.582914187147	98.6484777900901
XM_027351031.1	141.768672259919	162.345705820266	193.188211420513	20.2186489128891	53.9933764087501	86.0550550934828
XM_027351038.1	344.091802520307	309.628408007724	429.158587307853	80.8745956515565	41.0819168327446	67.164921048572
XM_027351041.1	75.514971153525	39.3311761523325	68.1840746190047	10.5907208591324	11.7376905236413	4.19780756553575
