ID	log2FoldChange
XM_027367438.1	-7.96600198396738
XM_027367228.1	-7.55715838190751
XM_027365833.1	-9.51969864350085
XM_027373064.1	5.80432246295989
XM_027380251.1	-7.67487544227649
XM_027352012.1	-6.31444698470066
XM_027368290.1	-9.70481741620373
XM_027376677.1	9.6118718626638
XM_027361823.1	-9.68704352367155
XM_027373063.1	5.69661002850926
XM_027374190.1	-10.0495843838712
XM_027382188.1	-8.94077918961135
XM_027377145.1	-9.62717528427372
XM_027383312.1	-7.65897752561271
XM_027361824.1	-10.6418093550287
XM_027367016.1	-12.3310337124422
XM_027381768.1	-7.43156187302693
XR_003476238.1	-10.7524263841161
XM_027383256.1	-13.1620397826855
XM_027372007.1	-9.14234299699767
XM_027352932.1	-8.88069251804212
XM_027381206.1	5.33612041919814
XM_027370723.1	-13.9785605642957
XM_027355653.1	5.64568519618571
XM_027382263.1	5.23807438843059
XM_027382261.1	-5.89810739280248
XM_027373065.1	5.54139429683761
XM_027373062.1	5.38176209321876
XM_027354285.1	5.69974074049256
XM_027375354.1	-8.6483196272001
XM_027360912.1	6.55405210688201
XM_027363774.1	-10.5099703805393
XM_027352729.1	-7.47623857383301
XM_027378229.1	-6.9761564382635
XM_027380334.1	-8.00629008831508
XM_027352731.1	-7.26493952759877
XM_027360286.1	-16.200039879496
XM_027360440.1	8.28599463631436
XM_027355618.1	-12.9545558099979
XM_027364294.1	-6.09321364204516
XM_027373933.1	8.0160956458358
XM_027382676.1	-8.49184952446496
XM_027351285.1	-6.52060824950322
XM_027352730.1	-7.42936415290177
XM_027361005.1	2.2299899493726
XM_027377051.1	-11.9316890541306
XM_027350615.1	4.22489644977761
XM_027354718.1	-5.83983816675825
XM_027382382.1	-5.80299774262002
XM_027359031.1	-8.75336490987918
XM_027351859.1	4.2914235087827
XM_027354269.1	5.76537173814544
XM_027368790.1	-6.79133507590948
XM_027375725.1	-7.24330274249836
XM_027361003.1	2.17782920045875
XM_027354797.1	3.66827007564379
XM_027359027.1	-9.75756535927465
XM_027359731.1	8.83926642244788
XM_027354796.1	3.67917998315914
XM_027376661.1	9.45730943615283
XM_027351217.1	-9.76858975283919
XM_027376409.1	-12.427219948484
XM_027355828.1	-7.45992814436772
XM_027371148.1	-8.01395040578227
XM_027375348.1	-8.53241424673505
XM_027357833.1	-6.69379707694421
XM_027382983.1	-5.60628811518438
XM_027360216.1	-8.33738014999175
XM_027352651.1	-3.86842590531569
XM_027350614.1	4.32049867087461
XM_027377192.1	-9.46005459331497
XM_027360739.1	-12.426795869018
XM_027377227.1	-9.74014215399172
XM_027359234.1	-10.9291028064129
XM_027382264.1	5.05877288153299
XM_027371733.1	-7.5979995685847
XM_027354783.1	-15.1137386712106
XM_027357115.1	-19.2472459454543
XM_027379539.1	4.92353637975563
XM_027372482.1	-11.3854772872989
XM_027355583.1	-9.09629412559891
XM_027359506.1	3.00342300987484
XM_027365653.1	-8.87284347214529
XM_027353014.1	-7.32334159801409
XM_027377179.1	-9.76488187895313
XM_027357490.1	-17.6128359557171
XM_027358029.1	-4.79948576073206
XM_027354799.1	3.64751003140298
XM_027380421.1	-11.1020722623558
XM_027369750.1	8.78234250064557
XM_027361006.1	2.31329408300201
XM_027355661.1	5.58476792447133
XM_027380441.1	-13.9283953628088
XM_027363322.1	-18.7671164109272
XM_027351980.1	-8.78170022106569
XM_027380369.1	-10.2168047430487
