ID	log2FoldChange	lfcSE	stat	pvalue	padj	Expression
XR_003475419.1	-2.60930659770789	0.350391875103312	-7.44682392232568	9.56140928236864e-14	2.54439724791921e-11	Up_hemocytes_Down_hemocytes_wssv
XR_003475420.1	-2.60865870712666	0.363083171930028	-7.18474142786596	6.7334498187288e-13	1.42293638081078e-10	Up_hemocytes_Down_hemocytes_wssv
XR_003475421.1	-2.5109668231948	0.328938878382524	-7.63353616192121	2.28400601186878e-14	6.88705186155717e-12	Up_hemocytes_Down_hemocytes_wssv
XR_003475479.1	-1.56298994732771	0.472236681983799	-3.30975971786395	0.000933760924077759	0.00694161638851391	Up_hemocytes_Down_hemocytes_wssv
XR_003475515.1	-1.65913340876985	0.439870225077307	-3.77187023394971	0.00016202851972871	0.00171833935682773	Up_hemocytes_Down_hemocytes_wssv
XR_003475547.1	-1.73874870464883	0.364628543268715	-4.76854798327582	1.85558479698746e-06	4.40739727813386e-05	Up_hemocytes_Down_hemocytes_wssv
XR_003475568.1	2.80709822104353	0.723050919412381	3.88229673136277	0.000103474502477095	0.00118954288047668	Down_hemocytes_Up_hemocytes_wssv
XR_003475635.1	-2.31023067293642	0.451097299023026	-5.12135780449108	3.03343438223865e-07	9.83983116766804e-06	Up_hemocytes_Down_hemocytes_wssv
XR_003475675.1	-2.15666002667591	0.379211106593867	-5.68722800881906	1.29118015522372e-08	6.92323090692717e-07	Up_hemocytes_Down_hemocytes_wssv
XR_003475689.1	1.64314674957297	0.386198911576214	4.25466437195979	2.09362814703761e-05	0.000328443629617144	Down_hemocytes_Up_hemocytes_wssv
XR_003475690.1	1.99586118393937	0.387721539195331	5.14766651365704	2.63746847936767e-07	8.73281614021045e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003475707.1	-1.62057111621608	0.390475317208143	-4.15025238420444	3.3210887376071e-05	0.000468341954459411	Up_hemocytes_Down_hemocytes_wssv
XR_003475769.1	2.38674049900071	0.425601209332568	5.60792696699246	2.04764392770142e-08	1.00769326168046e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003475781.1	1.84956154069383	0.445638091619099	4.15036680094822	3.31942894706488e-05	0.000468341954459411	Down_hemocytes_Up_hemocytes_wssv
XR_003475782.1	1.95339517108376	0.472329350934688	4.1356633188647	3.53930789671569e-05	0.000492350962979715	Down_hemocytes_Up_hemocytes_wssv
XR_003475783.1	1.86814829611598	0.478781929141201	3.9018772063242	9.54495773725816e-05	0.00111061573023806	Down_hemocytes_Up_hemocytes_wssv
XR_003475784.1	2.19148086585466	0.466405278491188	4.69866222986168	2.61871131724701e-06	5.86150804187532e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003475785.1	1.95176758901823	0.467219208742464	4.17741298409258	2.9484340224041e-05	0.000429518171270004	Down_hemocytes_Up_hemocytes_wssv
XR_003475805.1	2.11046601782458	0.382092600593933	5.52344121436539	3.32423548429887e-08	1.55600208173859e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003475806.1	2.2085288856918	0.389010875180858	5.67729342956033	1.36842623285614e-08	7.17674633800831e-07	Down_hemocytes_Up_hemocytes_wssv
XR_003475874.1	-1.60318523868048	0.292745140724241	-5.47638548231494	4.34101484392887e-08	1.96164727381314e-06	Up_hemocytes_Down_hemocytes_wssv
XR_003476009.1	2.07656497119612	0.430184378675464	4.82715104065345	1.38500080269254e-06	3.46129765820728e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476010.1	1.92567129458163	0.458770232293858	4.19746347742146	2.69921170178934e-05	0.000400699092507363	Down_hemocytes_Up_hemocytes_wssv
XR_003476011.1	2.22492581109213	0.437084165410839	5.09038301353426	3.57340980197545e-07	1.12363017186843e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476012.1	1.99023948409794	0.476973207015638	4.17264419641225	3.01084929098468e-05	0.000437029336479292	Down_hemocytes_Up_hemocytes_wssv
XR_003476013.1	2.01816270738152	0.490352102590575	4.11574192650421	3.85935945536745e-05	0.00052918888715296	Down_hemocytes_Up_hemocytes_wssv
XR_003476037.1	-1.58256460387077	0.34349412441865	-4.60725378214022	4.08021901650038e-06	8.52220163766141e-05	Up_hemocytes_Down_hemocytes_wssv
XR_003476100.1	2.25420785166328	0.465688051398228	4.84059628520642	1.29450116461263e-06	3.28656921121618e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476101.1	3.37215839359603	0.754129326382155	4.47159164300579	7.76395755248334e-06	0.000147968262638177	Down_hemocytes_Up_hemocytes_wssv
XR_003476104.1	2.34403430704577	0.477847273985412	4.90540479073096	9.32348579670433e-07	2.49040314620573e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476115.1	-1.61318733151543	0.560642665136791	-2.87738952425576	0.00400980287133618	0.0214602857583244	Up_hemocytes_Down_hemocytes_wssv
XR_003476117.1	2.00243136515505	0.384744662987271	5.20457216900056	1.94444048992938e-07	6.78194413599156e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003476118.1	1.7226360892052	0.396651819177028	4.34294261596814	1.40586864922997e-05	0.000239364129021737	Down_hemocytes_Up_hemocytes_wssv
XR_003476154.1	-2.24521479223598	0.366606479415781	-6.12431835851324	9.10726413758245e-10	6.78090081124663e-08	Up_hemocytes_Down_hemocytes_wssv
XR_003476155.1	-2.2466730894847	0.541496388262627	-4.14900844803983	3.33918489362893e-05	0.000469971468378528	Up_hemocytes_Down_hemocytes_wssv
XR_003476210.1	-1.81957397612711	0.310902812786921	-5.85254909666632	4.84095273028648e-09	2.87456573281887e-07	Up_hemocytes_Down_hemocytes_wssv
XR_003476239.1	1.8891436218936	0.384876528218971	4.90844071639203	9.18033707815144e-07	2.4751432481232e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476243.1	-1.71491358586279	0.338048460905933	-5.07298149285166	3.91630601441144e-07	1.20250678263018e-05	Up_hemocytes_Down_hemocytes_wssv
XR_003476282.1	1.79551348890926	0.467684466326344	3.83915570900397	0.000123458119205154	0.00137618409994854	Down_hemocytes_Up_hemocytes_wssv
XR_003476283.1	1.77767540042933	0.52183538941694	3.40658268197481	0.000657816226054229	0.00525025700469666	Down_hemocytes_Up_hemocytes_wssv
XR_003476284.1	2.20983725600615	0.542885466987456	4.07054045537236	4.69041945727657e-05	0.000617794020174742	Down_hemocytes_Up_hemocytes_wssv
XR_003476291.1	-2.12808903297705	0.315668938680519	-6.7415218040532	1.56736208448606e-11	2.22999932218463e-09	Up_hemocytes_Down_hemocytes_wssv
XR_003476292.1	-1.86411972192705	0.327729685554944	-5.68797946628038	1.28551275037236e-08	6.92323090692717e-07	Up_hemocytes_Down_hemocytes_wssv
XR_003476314.1	1.56542902964081	0.484026074714609	3.23418326288273	0.00121991149452811	0.00859320008645539	Down_hemocytes_Up_hemocytes_wssv
XR_003476315.1	1.56327966068911	0.470828795122889	3.32027199033374	0.000899297856477799	0.00673068239457602	Down_hemocytes_Up_hemocytes_wssv
XR_003476432.1	3.17418447043439	0.484959340992786	6.54525895704234	5.93923807668284e-11	6.93876838714897e-09	Down_hemocytes_Up_hemocytes_wssv
XR_003476433.1	2.49406657204281	0.470168405258173	5.30462392655519	1.12905519108629e-07	4.29244423361672e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003476435.1	2.4649298920302	0.416671106963845	5.91576869822192	3.30329155412514e-09	2.06158466380311e-07	Down_hemocytes_Up_hemocytes_wssv
XR_003476436.1	2.66217746894626	0.491011377869457	5.42182439946237	5.89938198238403e-08	2.50071147748845e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003476697.1	1.73459947795442	0.51589923307361	3.36228349792279	0.000773007167114379	0.00597531629447748	Down_hemocytes_Up_hemocytes_wssv
XR_003476729.1	-5.2679465501526	0.631663238558055	-8.33980233229678	7.44148219526488e-17	5.34670495729782e-14	Up_hemocytes_Down_hemocytes_wssv
XR_003476794.1	2.22892986568874	0.438107566842561	5.0876315187903	3.6256294583045e-07	1.13225275349112e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476795.1	2.91933937863512	0.519703009364014	5.61732244384664	1.9393930015405e-08	9.67676299726981e-07	Down_hemocytes_Up_hemocytes_wssv
XR_003476818.1	2.10114625596571	0.422394486324186	4.97436951474099	6.54603393461394e-07	1.85925101803107e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476819.1	2.09360395172177	0.424347470222448	4.93370197452638	8.06855237683975e-07	2.21269270334327e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476820.1	1.92389179912724	0.384940205690238	4.99789777915638	5.79586931567093e-07	1.66907098329041e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003476853.1	-2.53044546160696	0.32031018649878	-7.89998435349978	2.78938441967596e-15	1.11342928085399e-12	Up_hemocytes_Down_hemocytes_wssv
XR_003476940.1	2.48643823035033	0.400734970381879	6.20469490841013	5.48031145352034e-10	4.50011860497642e-08	Down_hemocytes_Up_hemocytes_wssv
XR_003476943.1	2.62584731188475	0.482148961707165	5.44613287683396	5.14766876390131e-08	2.23751551451688e-06	Down_hemocytes_Up_hemocytes_wssv
XR_003476979.1	3.16246241749032	0.889415243723035	3.5556647356891	0.00037702461628954	0.00339039032295412	Down_hemocytes_Up_hemocytes_wssv
XR_003477060.1	-1.72279303529772	0.32044142589381	-5.37631185010589	7.60270665671286e-08	3.06884535553269e-06	Up_hemocytes_Down_hemocytes_wssv
XR_003477128.1	2.7257991846961	0.414826878907534	6.57093193159186	5.00013150606925e-11	5.98765747851793e-09	Down_hemocytes_Up_hemocytes_wssv
XR_003477160.1	-1.7823730371132	0.586039104864128	-3.04138925597199	0.0023548917467592	0.0142613726963447	Up_hemocytes_Down_hemocytes_wssv
XR_003477176.1	1.79221416915947	0.421379621005264	4.25320561275335	2.1073191703354e-05	0.000330230932145253	Down_hemocytes_Up_hemocytes_wssv
XR_003477275.1	1.89431993946486	0.430960556351981	4.39557614158475	1.10479328155052e-05	0.00019648365663219	Down_hemocytes_Up_hemocytes_wssv
XR_003477346.1	-2.32551060549728	0.317810708569779	-7.31728208895984	2.53043569158958e-13	5.96104276854792e-11	Up_hemocytes_Down_hemocytes_wssv
XR_003477357.1	-1.5700192514244	0.335169646788919	-4.68425248666135	2.80983475373863e-06	6.21081360113329e-05	Up_hemocytes_Down_hemocytes_wssv
XR_003477524.1	-2.16314572131324	0.41586749096389	-5.20152637153612	1.97658418370885e-07	6.8748695226946e-06	Up_hemocytes_Down_hemocytes_wssv
XR_003477586.1	-1.79462861556431	0.311135233902807	-5.76800188475255	8.02169091358816e-09	4.59249794534908e-07	Up_hemocytes_Down_hemocytes_wssv
XR_003477617.1	-2.51339992753319	0.430914278172221	-5.83271442801595	5.45328556803444e-09	3.19851892296551e-07	Up_hemocytes_Down_hemocytes_wssv
XR_003477892.1	2.39924365790689	0.472887887441206	5.07359930678111	3.90360605243571e-07	1.20250678263018e-05	Down_hemocytes_Up_hemocytes_wssv
XR_003477963.1	-4.01063663336612	1.49327022596127	-2.68580767475246	0.00723547238483456	0.0333569901091025	Up_hemocytes_Down_hemocytes_wssv
