ID	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized
XM_027350592.1	85.7719082346129	39.1770599425586	85.8636929307546	49.3926446951671	48.2682808872685	54.5386484429103	177.322511941553	34.8009091642055	28.1699237677665	55.2665213218285	58.8186048705803	57.114245897892
XM_027350593.1	89.2027845639974	36.7284936961487	81.8700327944404	68.2960025414656	52.0224805118338	41.7456321414869	212.787014329863	38.5295780032275	39.8134922584434	65.9203085645906	67.3740383063011	74.0369854231933
XM_027350594.1	82.3410319052284	68.5598548994775	99.8415034078542	50.0024304321445	37.0056820135725	41.7456321414869	118.215007961035	29.0007576368379	37.9354973405923	64.5885851592454	79.1377592804172	51.4733327227915
XM_027350595.1	85.7719082346129	34.2799274497388	45.9270915676129	42.0752158514386	46.6593381910262	42.4189487889302	295.537519902588	33.1437230135291	38.6866953077327	55.2665213218285	72.7211842036266	54.9989034572293
XM_027350596.1	52.6067703838959	95.4940836099866	83.8668628625975	10.3663575286153	6.43577078496913	8.07979976932004	47.2860031844141	42.6725433799187	31.9259136034687	23.9710212962148	6.41657507679058	9.87159805642577
XM_027350597.1	583.248975995368	450.536189339424	838.668628625975	697.594883102113	624.269766142006	624.837848827416	1335.8295899597	606.530131147582	662.556607017869	676.515489915395	675.879241421941	580.308942888458
XM_027350603.1	1016.68301894094	815.372560054501	1263.99343314343	953.704892632609	923.53310764307	923.117123644815	1146.68557722204	1863.92012297334	1443.80249284393	1949.64306542547	2090.73404585426	2023.67760156728
XM_027350604.1	169.256565582969	137.119709798955	89.8573530670688	112.200575603836	87.419219829164	107.057346943491	331.002022290899	480.583983696171	548.750114996092	627.907585620293	801.002455419358	642.358987814563
XM_027350605.1	180.692820014251	124.876878566906	95.84784327154	117.078861499655	97.0728760066177	117.157096655141	331.002022290899	540.656981658193	591.192800139527	579.29968132519	843.779622597961	679.730037599603
XM_027350606.1	101.782664438407	93.0455173635766	45.9270915676129	39.6360729035292	56.8493086005607	33.6658323721668	449.217030251934	452.826115672341	571.661652993875	543.343149380868	806.349601316683	604.282823882635
XM_027350607.1	90.3464100071256	63.6627224066577	39.9366013631417	62.1981451716919	51.486166279753	55.2119650903536	413.752527863623	507.927555182333	678.331764327818	685.171692050139	1058.73488767045	830.62446503354
XM_027350608.1	154.389434822303	406.461996904045	211.663987224651	268.305724270044	256.894517166684	234.987509957724	35.4645023883106	108.131396331639	91.2705530075635	138.499234155908	111.22063466437	137.497258643073
XM_027350614.1	2270.09650460942	2140.04689936226	2553.94565717291	2922.70303733254	2827.98494576185	2610.44864213782	1347.6510907558	325.222782070254	369.213800849527	705.813404832991	808.488459675613	634.6027321988
XM_027350615.1	2069.96205206199	1975.9929608528	2599.87274874052	2826.9666766271	2883.76162589825	2597.65562583639	1324.00808916359	287.107500604696	385.364557143046	739.772351669295	768.919580035405	607.808394617073
