ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized
XM_027350592.1	34.8642689529527	36.4562234906652	53.599474962436	15.6720772210693	35.8258033095303	12.5112938361181
XM_027350593.1	42.853997254671	33.9127660378281	38.6730388969475	18.6105917000198	37.0199967531813	8.34086255741208
XM_027350594.1	45.0330140642306	22.8911170755339	39.3515132635606	13.7130675684357	57.3212852952485	10.4260781967651
XM_027350595.1	31.9589132068733	40.6953192453937	49.5286287627574	19.5900965263367	42.9909639714364	12.5112938361181
XM_027350596.1	113.308874097096	211.10696858548	184.545027718767	67.5858330158614	72.8458000627116	206.436348295949
XM_027350597.1	273.103440131463	245.867553774254	232.038233381685	405.514998095169	741.594128507277	277.333680033952
XM_027350602.1	46.4856919372703	72.9124469813304	54.9564236956623	37.2211834000396	25.0780623166712	4.17043127870604
XM_027350603.1	1388.03370768943	1539.63957811739	1512.31936318063	1079.41431860115	1551.25728330266	696.462023543909
XM_027350604.1	277.461473750582	195.846223868457	343.986503872849	202.757499047584	246.003849392108	738.166336330969
XM_027350605.1	341.379300164328	251.802287830873	428.117325332875	244.876206579208	290.189006807195	748.592414527734
XM_027350606.1	192.47981817776	196.694043019403	268.675849178793	183.167402521248	240.032882173853	671.439435871672
XM_027350607.1	225.165070321153	192.454947264674	278.174490311377	202.757499047584	246.003849392108	673.524651511025
XM_027350608.1	187.395445622121	163.62909613252	190.651297018285	125.376617768555	123.001924696054	235.629367246891
XM_027350614.1	134.372703256172	94.9557449059186	134.337924589397	73.4628619737624	35.8258033095303	47.9599597051195
XM_027350615.1	137.278059002251	94.1079257549729	152.656732487951	89.1349391948318	26.2722557603222	47.9599597051195
XM_027350616.1	138.004397938771	92.4122874530815	131.624027122944	90.1144440211486	37.0199967531813	39.6190971477074
XM_027350617.1	162.699921780446	168.716011038195	148.585886288272	324.216097510872	279.441265814336	319.037992821012
XM_027350619.1	2038.10705587469	2349.30686727054	1960.11244514529	1859.10016034935	2598.5649333846	1807.88195931907
XM_027350620.1	159.794566034366	323.866915661258	163.512322353761	232.142643837089	438.268993819921	93.8347037708859
XM_027350621.1	124.203958144894	129.716330094692	86.8447189264786	96.9709778053664	272.27610515243	62.5564691805906
XM_027350627.1	2452.12024969101	2599.41351679952	3121.66056078694	1417.34348368046	1620.52050303442	1130.18687652934
XM_027350629.1	164.878938590005	116.999042830507	172.332489119731	185.126412173881	105.089023041289	469.173518854429
XM_027350630.1	2133.98379549531	1952.52750462795	1397.65719522302	1327.22903965931	1314.80698145976	1203.16942390669
XM_027350635.1	331.93689398957	314.540905000855	451.863928164334	745.40317282711	797.721220358875	631.820338723965
XM_027350640.1	1558.72335777159	679.950959058453	693.400802678603	208.634528005485	136.138052576215	187.669407541772
XM_027350641.1	283.272185242741	240.780638868579	236.109079581364	150.843743252792	189.876757540511	168.902466787595
XM_027350642.1	41.4013193816313	40.6953192453937	54.2779493290492	352.62173747406	588.737367719948	333.634502296483
XM_027350643.1	46.4856919372703	35.6084043397195	49.5286287627574	358.498766431961	560.076725072324	256.481523640421
XM_027350647.1	984.915597920913	731.667927266141	856.23465066575	273.281846542396	277.052878927034	191.839838820478
XM_027350648.1	993.631665159152	804.580374247471	936.973100292711	292.871943068733	320.043842898471	221.03285777142
XM_027350649.1	806.962558473551	741.841757077489	804.670598803154	271.322836889763	283.023846145289	241.88501416495
XM_027350653.1	7652.70703517312	7409.09156011449	4888.40781144749	7409.95401108684	7590.29352784582	8495.1685147242
XM_027350661.1	43.5803361911909	55.1082448114706	45.4577825630787	31.3441544421386	8.35935410555707	16.6817251148242
XM_027350662.1	44.3066751277107	46.6300533020136	55.6348980622754	33.3031640947723	27.4664492039732	29.1930189509423
XM_027350663.1	46.4856919372703	43.2387766982308	50.8855774959836	26.4466303105545	35.8258033095303	41.7043127870604
XM_027350665.1	76.265588334584	34.7605851887738	57.6703211621147	1.95900965263367	2.38838688730202	12.5112938361181
XM_027350666.1	79.1709440806634	31.369308584991	94.986411325836	99.9094922843169	131.361278801611	29.1930189509423
XM_027350667.1	67.5495210963458	62.7386171699819	113.983693591003	78.3603861053466	123.001924696054	29.1930189509423
XM_027350671.1	1389.48638556247	2774.91208104528	1272.13943739959	2879.74418937149	13703.3697658953	2952.66534532388
XM_027350674.1	114.035213033616	450.191969152168	156.727578687629	702.304960469169	176.740629660349	542.156066231785
XM_027350677.1	3161.02705173438	3304.79905038635	3583.02313008386	1929.62450784416	2800.38362536162	1674.42815840047
XM_027350678.1	90.792367064981	128.020691792801	118.054539790682	136.15117085804	199.430305089719	212.691995214008
XM_027350680.1	43.5803361911909	78.8471810379503	95.6648856924491	73.4628619737624	134.943859132564	83.4086255741208
XM_027350687.1	29.7798963973138	30.5214894340453	31.2098208642033	52.893260621109	66.8748328444566	20.8521563935302
XM_027350688.1	291.988252480979	222.97643669872	301.242618776223	113.622559852753	126.584505027007	152.22074167277
XM_027350689.1	188.84812349516	111.064308773887	178.438758419249	72.4833571474456	65.6806394008055	83.4086255741208
XM_027350694.1	108.224501541457	111.912127924833	104.48505245842	85.2169198895644	76.4283803936646	66.7269004592966
XM_027350697.1	782.993373568396	857.99298075705	728.681469742485	240.958187273941	390.50125607388	421.21355914931
XM_027350698.1	40.6749804451115	87.3253725474073	116.019116690843	3.91801930526733	26.2722557603222	16.6817251148242
XM_027350699.1	2581.40858039154	3705.81750878366	3079.59515005693	5758.50887391666	2167.46110022658	2850.48977899558
XM_027350700.1	307.241370147896	33.9127660378281	80.0599752603475	0.489752413158416	0.597096721825505	1.04260781967651
XM_027350702.1	626.830502216629	886.818831889204	683.223687179406	631.780612974357	1249.12634205896	996.733075610743
XM_027350703.1	18595.7294527811	19025.9095663725	17857.4453292572	25419.1297477481	31445.5017582184	45757.9719899627
XM_027350704.1	11715.1207071286	10796.9768872935	10973.6444056005	20039.6892416161	22731.472199897	37446.3024515015
XM_027350705.1	8605.66371988716	8573.99507351388	7727.14456135676	19354.0358631943	22478.303189843	36272.3260465458
XM_027350706.1	35569.5440603135	67114.2118080127	41285.165208408	40513.2991212905	21931.3625926508	79678.1747953182
XM_027350707.1	19490.5790225736	33797.4626332995	21169.7571870624	26607.2691020704	14019.8310284629	54647.2462605246
XM_027350709.1	3088.39315808239	1911.83218538256	1623.58915930518	340.867679558258	1878.46628686304	2681.58731220798
XM_027350711.1	20.3374902225557	47.4778724529593	71.9182828609901	64.6473185369109	247.198042835759	70.8973317380027
XM_027350712.1	5358.20233470692	17789.7892442937	13197.6833793583	16736.7989672757	10246.1797465257	33092.3721965324
XM_027350715.1	25220.6668927787	16813.1015824042	18527.7780034709	8998.71083937274	12036.2757185585	60613.0482047136
XM_027350716.1	82.0762998267428	57.6517022643077	64.4550648282459	30.3646496158218	58.5154787388995	54.2156066231785
XM_027350717.1	372.611874434682	329.801649717878	251.713990013465	711.12050390602	889.674115520002	1380.4127532517
XM_027350718.1	391.496686784198	366.257873208543	253.070938746692	707.202484600753	948.189594258902	1478.41788830129
XM_027350719.1	112.582535160576	100.042659811593	68.5259110279246	123.417608115921	96.7296689357318	131.36858527924
XM_027350720.1	135.099042192692	431.539947831362	479.002902828859	270.343332063446	38.2141901968323	352.40144305066
XM_027350721.1	73.3602325885046	170.411649340086	304.634990609288	452.531229758377	158.827728005584	669.354220232319
XM_027350741.1	569.449726231561	615.51670358658	578.060160354373	667.042786721763	973.267656575573	667.269004592966
XM_027350743.1	198.290529669918	203.476596226968	237.46602831459	163.577305994911	169.575468998443	64.6416848199436
XM_027350744.1	1303.05205211661	887.66665104015	986.501729055468	1359.55269892776	807.274767908083	921.665312594035
XM_027350745.1	150.352159859608	160.237819528738	124.839283456813	70.5243474948119	82.3993476119197	22.9373720328832
XM_027350746.1	394.402042530277	323.019096510312	308.027362442354	236.060663142357	352.287065877048	333.634502296483
XM_027350749.1	501.173866198695	559.560639624163	638.444378982941	315.40055407402	228.090947737343	281.504111312658
XM_027350750.1	115.487890906656	161.933457830629	141.122668255528	120.47909363697	205.401272307974	91.7494881315329
XM_027350751.1	139.457075811811	186.520213208054	169.618591653279	135.171666031723	186.294177209558	112.601644525063
XM_027350752.1	164.152599653486	188.215851509946	189.294348285059	131.253646726456	228.090947737343	100.090350688945
XM_027350753.1	131.467347510092	183.128936604272	146.550463188433	105.786521242218	191.070950984162	108.431213246357
XM_027350754.1	108.224501541457	152.607447170226	111.948270491164	132.233151552772	206.595465751625	120.942507082475
XM_027350755.1	13103.1544148181	14153.4929058875	11563.9171045539	12281.0315123604	19099.9299377543	27735.4532190345
XM_027350756.1	1387.30736875291	1347.18463085272	1709.75540386505	265.445807931862	231.673528068296	291.930189509423
XM_027350757.1	7768.92126501629	11325.1682183327	6666.68912634046	14094.0949458729	16766.4759488602	12502.9529735607
XM_027350759.1	260.755678210625	546.843352359978	401.656825034964	771.849803137664	428.715446270713	356.571874329366
XM_027350760.1	761.2032054728	729.972288964249	713.076559310383	770.870298311347	1144.03731901767	613.053397969788
XM_027350761.1	706.727785233812	600.255958869557	620.804045451	727.772085953407	1130.90119113751	579.689947740139
XM_027350762.1	699.464395868613	736.754842171815	753.78502130717	753.239211437644	1127.31861080655	565.093438264668
XM_027350765.1	308.694048020935	508.691490567421	409.798517434321	922.693546390456	507.532213551679	540.070850592432
XM_027350767.1	3575.76658448721	4296.74745699282	4429.75913961702	842.374150632476	1098.65796815893	1188.57291443122
XM_027350768.1	490.278782150897	374.736064718	377.910222203505	219.409081094971	284.21803958894	387.850108919662
XM_027350769.1	272.377101194943	319.62781990653	295.814823843318	98.9299874580001	174.352242773047	183.498976263066
XM_027350771.1	224.438731384633	245.019734623308	255.106361846531	126.356122594871	157.633534561933	141.794663476005
XM_027350772.1	61.7388096041871	41.5431383963394	49.5286287627574	46.0367268368911	52.5445115206444	10.4260781967651
XM_027350773.1	258.576661401066	284.01941556681	263.248054245888	233.122148663406	329.597390447679	239.799798525597
XM_027350774.1	387.138653165079	352.692766793412	434.902068999006	345.765203689842	246.003849392108	150.135526033417
XM_027350775.1	452.509157451865	340.823298680172	488.501543961442	336.94966025299	244.809655948457	131.36858527924
XM_027350776.1	382.05428060944	514.626224624041	394.193607002219	62.6883088842773	188.68256409686	173.072898066301
XM_027350777.1	373.338213371202	521.408777831607	416.583261100452	59.7497944053268	188.68256409686	158.476388590829
XM_027350778.1	467.762275118782	620.603618492254	510.891198059675	89.1349391948318	224.50836740639	164.732035508889
XM_027350779.1	3101.46725893975	2570.58766566737	2627.05274752598	2129.44349241279	1601.413407936	2158.19818673038
XM_027350780.1	716.89653034509	746.928671983163	670.332674213757	1173.44678192757	1290.92311258674	919.580096954682
XM_027350784.1	123.477619208374	159.390000377792	159.441476154082	367.314309868812	291.383200250846	83.4086255741208
XM_027350785.1	103.140128985818	133.955425849421	154.69215558779	334.990650600357	260.33417071592	70.8973317380027
XM_027350786.1	138.730736875291	186.520213208054	143.158091355367	372.211834000396	303.325134687357	75.0677630167087
XM_027350787.1	144.54144836745	195.846223868457	183.866553352154	401.596978789901	261.528364159571	104.260781967651
XM_027350788.1	106.045484731898	161.085638679683	125.517757823426	313.441544421386	228.090947737343	81.3234099347678
XM_027350790.1	62.4651485407069	105.129574717267	75.3106546940557	50.9342509684753	84.7877344992217	29.1930189509423
XM_027350794.1	90.0660281284611	40.6953192453937	97.0218344256754	0.489752413158416	0.597096721825505	1.04260781967651
XM_027350797.1	4666.0013282035	5024.17628850423	4767.63937419035	8178.86529974555	8639.98956481506	11698.0597367704
XM_027350807.1	31.2325742703534	11.0216489622941	33.9237183306557	13.7130675684357	51.3503180769934	4.17043127870604
XM_027350808.1	111.129857287537	44.9344150001222	98.3787831589016	0.489752413158416	0.597096721825505	1.04260781967651
XM_027350812.1	17.4321344764763	49.1735107548507	52.2425262292098	48.9752413158416	54.9328984079465	37.5338815083544
XM_027350813.1	631.914874772267	947.013991606349	755.141970040396	619.047050232238	278.247072370685	652.672495117495
XM_027350814.1	1575.42915331155	1568.46542924955	1447.86429835239	2038.34954356533	2187.76238876865	2664.90558709316
XM_027350815.1	478.65735916658	394.235905189751	468.147312963049	562.235770305862	570.824466065183	648.502063838789
XM_027350816.1	114.761551970136	104.281755566321	160.798424887308	181.208392868614	161.216114892886	141.794663476005
XM_027350817.1	1305.95740786269	1070.79558764442	1021.78239611935	1289.02835143295	586.348980832646	888.301862364386
XM_027350818.1	1200.63826206731	1012.29606622917	892.872266462859	1150.91817092228	613.815430036619	767.359355281911
XM_027350819.1	141.63609262137	139.890159906041	122.803860356974	154.76176255806	127.778698470658	404.531834034486
XM_027350820.1	27307.4386574002	34445.196464622	28479.6400129521	76073.2423358968	99466.7603085799	112793.484363884
XM_027350821.1	20195.8541299344	24046.6945782729	20901.7598122502	55398.8339668274	73645.9096699578	79851.2476933845
