ID	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_wssv_1_normalized	gills_wssv_2_normalized	gills_wssv_3_normalized
XM_027350592.1	0.761872680129921	0.530883129978013	0.412296083160372	1.38445873049329	0	1.44703866288372
XM_027350593.1	0.908739702805569	0.5877634653328	0.582711797533326	0	1.59476110592642	0.826879235933552
XM_027350594.1	0.890381324971113	0.44240260831501	0.555225391989301	1.84594497399106	0.398690276481604	1.03359904491694
XM_027350595.1	0.761872680129921	0.505602980931441	0.566219954206911	4.15337619147988	0.598035414722407	1.6537584718671
XM_027350596.1	0.330450801020207	0.65096383794923	0.467268894248422	0	0	0.826879235933552
XM_027350597.1	9.32605593990362	9.25253455104536	9.69720387593195	10.1526973569508	8.77118608259529	10.5427102581528
XM_027350603.1	26.8766651496435	28.4338476401319	21.1315485822463	11.9986423309419	13.9541596768562	12.6099083479867
XM_027350604.1	8.65597514894598	7.33124322350589	8.03152769996405	13.3831010614352	12.9574339856521	5.37471503356809
XM_027350605.1	7.98589435798833	8.24764862644412	8.65272046525901	10.1526973569508	23.7220714506555	11.9897489210365
XM_027350606.1	7.49021815645802	6.90780072697581	8.36686184760115	8.76823862645752	10.7646374650033	3.5142367527176
XM_027350607.1	9.44538539582758	7.74836568277433	9.92808968250176	11.9986423309419	14.3528499533378	5.99487446051825
XM_027350608.1	1.90927129478342	1.64952972528882	1.33583930943961	0.922972486995528	0	0.826879235933552
XM_027350613.1	0.569109712868134	2.38265404763941	0.956526912932063	42.9182206452921	108.643100341237	184.600789422166
XM_027350614.1	9.72994025226165	4.96122925038976	5.40382732995528	5.53783492197317	9.5685666355585	6.20159426950164
XM_027350615.1	10.1980788870403	4.3797858223186	5.64021041763389	4.15337619147988	2.99017707361203	7.0284735054352
XM_027350616.1	9.38113107340699	4.47458638124325	5.36534636219364	8.76823862645752	5.18297359426086	11.3695894940863
XM_027350617.1	6.28774440830116	5.40995189596641	6.57474820613073	3.69188994798211	3.78755762657524	4.75455560661793
XM_027350619.1	34.1924787166742	35.1014869511653	36.0566667926517	15.2290460354262	28.5063547684347	23.5660582241062
XM_027350620.1	6.47132818664572	10.6366227113452	29.3115028721481	18.9209359834083	57.8100900898326	29.1474930666577
XM_027350621.1	2.43248506306541	1.27032748959024	1.26987193613395	0	1.39541596768562	0.413439617966776
XM_027350627.1	71.1754308641857	80.1823127384648	86.9449980168593	44.7641656192831	71.9635949049296	71.5250539082523
XM_027350629.1	1.11986104790181	0.46136272009994	1.23688824948112	4.61486243497764	1.19607082944481	0
XM_027350634.1	1.34934077083251	5.32147137430341	4.40332216815277	0.922972486995528	1.59476110592642	17.7779035725714
XM_027350635.1	10.2439748316264	72.4718672792604	32.9287138417417	97736.787051661	115729.620660559	49028.3572560171
XM_027350640.1	62.5286349041569	35.0635667275954	44.2860966125328	77.0682026641266	41.8624790305685	34.3154882912424
XM_027350641.1	4.40601068026943	3.52026075473516	4.55174875809051	314.272131821977	472.846667907183	171.784161265196
XM_027350642.1	7.82984814639546	27.5174422371937	109.98960042497	27.2276883663681	34.0880186391772	10.129270640186
XM_027350643.1	9.48210215149649	28.6297687952428	118.444418770312	23.9972846618837	34.6860540538996	12.8166281569701
XM_027350644.1	2.61606884140997	0.65096383794923	1.17092087617546	0.922972486995528	2.19279652064882	2.27391789881727
XM_027350645.1	2.66196478599611	0.581443428071157	0.846581290755964	0	2.59148679713043	2.48063770780066
XM_027350646.1	1.46867022675648	0.941685551984808	1.47876861826853	225.666773070407	517.300633734882	15.7107054827375
XM_027350647.1	14.053338232276	10.4154214071877	10.1204945213099	8.30675238295976	11.1633277414849	11.3695894940863
XM_027350648.1	12.3551882825888	10.9842247607355	10.2524292679213	17.536477252915	6.57838956194647	7.85535274136875
XM_027350649.1	11.7677201918863	9.80869783006995	10.0435325857867	8.76823862645752	10.7646374650033	8.47551216831891
XM_027350661.1	0.780231057964377	0.492962906408155	0.390306958725152	5.07634867847541	6.97707983842808	3.5142367527176
XM_027350662.1	0.578288901785362	0.309681825820507	0.511247143118861	3.23040370448435	5.18297359426086	3.92767637068437
XM_027350663.1	0.67925997987487	0.284401676773935	0.357323272072323	7.84526613946199	12.5587437091705	4.34111598865115
XM_027350664.1	0.63336403528873	0.891125253891664	0.995007880693698	5.99932116547093	13.1567791238929	9.71583102221924
XM_027350665.1	115.73121386841	1420.77597660366	89.7321195390234	165.673561415697	213.897333332381	5636.42231174106
XM_027350666.1	0.605826468537046	0.499282943669798	0.340831428745908	0	0	0
XM_027350668.1	0.77105186904715	0.695204098780731	0.824592166320744	0.922972486995528	0.398690276481604	2.68735751678405
XM_027350671.1	30.6952077392103	62.0122056112412	40.5699345829806	25.381743392377	14.9508853680602	20.0518214713886
XM_027350674.1	12.0706334261548	8.39932952072356	4.08447986384209	0.922972486995528	1.19607082944481	1.6537584718671
XM_027350677.1	65.3282875239115	35.5944498575734	52.6859421467868	37.8418719668167	55.6172935691838	52.713551290764
XM_027350678.1	1.7073291386044	4.53146671659804	3.68317834289932	3.69188994798211	0.996725691204011	1.86047828085049
XM_027350680.1	1.67979157185272	1.58632935267239	1.40730396385407	0	0.398690276481604	0.826879235933552
XM_027350683.1	0.569109712868134	0.410802422006795	0.379312396507542	0	0	0.413439617966776
XM_027350687.1	0.605826468537046	0.821604844013591	0.692657419709425	2.76891746098658	0	1.6537584718671
XM_027350688.1	2.4600226298171	0.910085365676593	1.5557305537918	0.922972486995528	4.18624790305685	1.86047828085049
XM_027350689.1	3.02913234268523	0.90376532841495	1.67117345707671	3.69188994798211	5.38231873250166	1.6537584718671
XM_027350691.1	0.174404589427331	1.09968648352588	0.74213294968867	7.38377989596423	9.3692214973177	3.5142367527176
XM_027350694.1	2.64360640816166	1.45992860743953	1.52274686713897	1.38445873049329	3.58821248833444	0
XM_027350697.1	11.5382404689556	9.72021730840695	8.46031562645084	4.15337619147988	5.98035414722407	4.54783579763454
XM_027350698.1	0.321271612102979	1.01120596186288	1.20390456282829	0	1.59476110592642	0
XM_027350699.1	24.7929892654327	38.8366289727963	71.8054858432104	17.0749910094173	12.1600534326889	19.4316620444385
XM_027350703.1	194.066412088034	234.14474046935	185.923544380893	174.903286285653	124.19202112402	146.977784187189
XM_027350704.1	104.128719077034	170.065882673552	136.959261544767	101.526973569508	98.6758434291971	97.5717498401592
XM_027350705.1	85.1369772072894	157.015005728259	116.020117801329	89.5283312385663	81.3328164022473	98.6053488850761
XM_027350716.1	1.35851995974974	0.764724508658804	0.819094885211939	1.84594497399106	0	0
XM_027350719.1	0.908739702805569	0.353922086652008	0.857575852973574	0	0.797380552963209	1.24031885390033
XM_027350741.1	19.0835337589169	17.9046655622346	14.62826503053	184.594497399106	184.792943149224	161.034731198059
XM_027350742.1	1.25754888166023	1.45992860743953	1.80860548479683	0	5.78100900898326	2.48063770780066
XM_027350743.1	9.13329297264183	10.939984499904	9.65322562706151	4.15337619147988	3.18952221185283	6.40831407848503
XM_027350744.1	12.1073501818237	14.8141673412912	16.9041394095753	11.0756698439463	14.3528499533378	12.4031885390033
XM_027350745.1	4.49780256944171	6.50331834223065	5.86010166198609	59.0702391677138	72.9603205961336	45.8917975943122
XM_027350746.1	6.40707386422512	3.42546019581051	2.87507801990499	0.461486243497764	1.19607082944481	3.92767637068437
XM_027350748.1	1.82665859452837	1.86441099218469	1.67117345707671	60.9161841417049	18.7384429946354	10.7494300671362
