ID	edgeR_muscle_1_normalized	edgeR_muscle_2_normalized	edgeR_muscle_3_normalized	edgeR_muscle_wssv_1_normalized	edgeR_muscle_wssv_2_normalized	edgeR_muscle_wssv_3_normalized	limma_muscle_1_normalized	limma_muscle_2_normalized	limma_muscle_3_normalized	limma_muscle_wssv_1_normalized	limma_muscle_wssv_2_normalized	limma_muscle_wssv_3_normalized	NOISeq_muscle_1_normalized	NOISeq_muscle_2_normalized	NOISeq_muscle_3_normalized	NOISeq_muscle_wssv_1_normalized	NOISeq_muscle_wssv_2_normalized	NOISeq_muscle_wssv_3_normalized	DESeq2_muscle_1_normalized	DESeq2_muscle_2_normalized	DESeq2_muscle_3_normalized	DESeq2_muscle_wssv_1_normalized	DESeq2_muscle_wssv_2_normalized	DESeq2_muscle_wssv_3_normalized
XM_027350598.1	0.320753275195102	7.87667323757859	11.1917987131239	1.66547612484354	0.0703110390891081	0.023920033719794	0.320753275195102	7.87667323757859	11.1917987131239	1.66547612484354	0.0703110390891081	0.023920033719794	14.5490414589226	361.117996211069	495.813632881848	75.5442985717154	3.32122592779044	1.06075068576752	14.2737046525766	351.669089973594	494.028417376434	72.5670443123596	3.19622315649526	1.01367140884969
XM_027350606.1	0.213835516796735	0.511841582225324	0.392694691688556	1.01067354584523	1.23044318405939	1.30364183772877	0.213835516796735	0.511841582225324	0.392694691688556	1.01067354584523	1.23044318405939	1.30364183772877	9.69936097261504	23.4661513783366	17.3969695748017	45.8431213554854	58.1214537363327	57.81091237433	9.51580310171773	22.852143030775	17.3343304342609	44.0364115057909	55.933905238667	55.245091782308
XM_027350607.1	0.213835516796735	0.93837623407976	0.549772568363979	1.25266580330112	2.05659789335641	1.69832239410537	0.213835516796735	0.93837623407976	0.549772568363979	1.25266580330112	2.05659789335641	1.69832239410537	9.69936097261504	43.0212775269505	24.3557574047223	56.8196433701791	97.1458583878704	75.3132986894942	9.51580310171773	41.8955955564209	24.2680626079652	54.5803410212619	93.4895273274863	71.9706700283278
XM_027350608.1	2.88677947675592	3.24166335409372	2.94521018766417	1.22419612595337	0.685532631118804	0.729561028453717	2.88677947675592	3.24166335409372	2.94521018766417	1.22419612595337	0.685532631118804	0.729561028453717	130.941373130303	148.618958729465	130.477271811013	55.5282878390386	32.3819527959568	32.3528959159095	128.463341873189	144.730239194909	130.007478256956	53.3398787253241	31.1631757758288	30.9169779699155
XM_027350614.1	0.570228044791292	0.398099008397474	0	1.7508851568868	1.00193230701979	1.71028241096527	0.570228044791292	0.398099008397474	0	1.7508851568868	1.00193230701979	1.71028241096527	25.8649625936401	18.2514510720396	0.869848478740084	79.4183651651367	47.3274694710138	75.8436740323779	25.3754749379139	17.7738890239361	0	76.2884312001729	45.5461799800574	72.4775057327527
XM_027350615.1	0.463310286392925	0.568712869139249	0.431964160857412	1.93593805964719	0.861310228841575	1.92556271444342	0.463310286392925	0.568712869139249	0.431964160857412	1.93593805964719	0.861310228841575	1.92556271444342	21.0152821073326	26.0735015314851	19.1366665322818	87.8121761175495	40.6850176154329	85.3904302042856	20.6175733870551	25.3912700341945	19.0677634776869	84.3514361237684	39.1537336670669	81.6005484123999
XM_027350616.1	0.641506550390204	0.284356434569624	0.510503099195123	1.73665031821292	1.26559870360395	1.88968266386372	0.641506550390204	0.284356434569624	0.510503099195123	1.73665031821292	1.26559870360395	1.88968266386372	29.0980829178451	13.0367507657426	22.6160604472422	78.7726873995665	59.7820667002279	83.7993041756343	28.5474093051532	12.6956350170972	22.5346295645391	75.668200052204	57.5320168169147	80.0800412991253
XM_027350619.1	83.2176552867292	99.5531877428255	107.598345522664	28.6120257344916	46.8974630724351	24.0515939052529	83.2176552867292	99.5531877428255	107.598345522664	28.6120257344916	46.8974630724351	24.0515939052529	3774.66797850935	4564.16644308647	4766.76966349566	1297.81230879614	2215.25769383622	1066.58481453924	3703.23337375182	4444.74181948575	4749.60653898747	1246.66460741746	2131.88084538234	1019.24660159836
XM_027350628.1	0	0.540277225682286	0	2.17793031710309	129.249267605553	1.07640151739073	0	0.540277225682286	0	2.17793031710309	129.249267605553	1.07640151739073	0.808280081051253	24.7698264549109	0.869848478740084	98.7886981322432	6105.24356176078	47.7337808595386	0	24.1217065324848	0	94.8953656392395	5875.45721742741	45.615213398236
XM_027350640.1	1.35429160637932	1.70613860741775	1.64931770509194	4.29892127951068	5.92370504325736	5.13084723289581	1.35429160637932	1.70613860741775	1.64931770509194	4.29892127951068	5.92370504325736	5.13084723289581	61.4292861598952	78.2205045944554	73.067272214167	194.994685202205	279.813284416345	227.531022097134	60.2667529775456	76.1738101025835	72.8041878238956	187.309806686603	269.281800934726	217.432517198258
