ID	edgeR_hemocytes_1_normalized	edgeR_hemocytes_2_normalized	edgeR_hemocytes_3_normalized	edgeR_hemocytes_wssv_1_normalized	edgeR_hemocytes_wssv_2_normalized	edgeR_hemocytes_wssv_3_normalized	limma_hemocytes_1_normalized	limma_hemocytes_2_normalized	limma_hemocytes_3_normalized	limma_hemocytes_wssv_1_normalized	limma_hemocytes_wssv_2_normalized	limma_hemocytes_wssv_3_normalized	NOISeq_hemocytes_1_normalized	NOISeq_hemocytes_2_normalized	NOISeq_hemocytes_3_normalized	NOISeq_hemocytes_wssv_1_normalized	NOISeq_hemocytes_wssv_2_normalized	NOISeq_hemocytes_wssv_3_normalized	DESeq2_hemocytes_1_normalized	DESeq2_hemocytes_2_normalized	DESeq2_hemocytes_3_normalized	DESeq2_hemocytes_wssv_1_normalized	DESeq2_hemocytes_wssv_2_normalized	DESeq2_hemocytes_wssv_3_normalized
XM_027350654.1	0.553063490999569	0.209157035987828	0.654555489550132	0.811175478875909	0.9609429603089	3.44319301977161	0.553063490999569	0.209157035987828	0.654555489550132	0.811175478875909	0.9609429603089	3.44319301977161	19.5482322480354	7.39273226734101	23.1355042181992	28.6712952726616	33.9648819184988	121.700922083397	19.0598021628462	7.52396621562574	23.2832499850416	28.1190172874668	33.6570279847417	117.715945273858
XM_027350688.1	22.1501928145327	38.4326053627634	21.6470851186936	8.45650436728135	5.90628356092299	10.0358469533628	22.1501928145327	38.4326053627634	21.6470851186936	8.45650436728135	5.90628356092299	10.0358469533628	782.90670153382	1358.41455412391	765.124175216161	298.898253217497	208.759762035651	354.720697067721	763.345076621988	1382.52879212123	770.01033879102	293.140755221842	206.867586637925	343.105717267406
XM_027350689.1	22.8691753528322	35.9750101899064	24.0315372591977	9.28795923312915	5.06252876650542	7.42489490045537	22.8691753528322	35.9750101899064	24.0315372591977	9.28795923312915	5.06252876650542	7.42489490045537	808.319403456266	1271.54994998265	849.403512011029	328.286330871975	178.936938887701	262.435637667988	788.122819433688	1294.12218908763	854.827892307957	321.962747941495	177.315074261078	253.842441230357
XM_027350694.1	6.33257697194506	8.8891740294827	4.90916617162599	2.00765931021787	1.9921988201526	2.30090149662463	6.33257697194506	8.8891740294827	4.90916617162599	2.00765931021787	1.9921988201526	2.30090149662463	223.827259240006	314.191121361993	173.516281636494	70.9614557998374	70.4149990993268	81.326208596014	218.234734764588	319.768564164094	174.624374887812	69.5945677864804	69.7767653342206	78.6632620076491
XM_027350703.1	1130.40646925402	2644.68614154809	4089.56919078214	428.807637520777	672.66007221623	494.106357562392	1130.40646925402	2644.68614154809	4089.56919078214	428.807637520777	672.66007221623	494.106357562392	39954.6318917597	93477.4031543934	144547.325283278	15156.3634635107	23775.4173429492	17464.3707097781	38956.3296406412	95136.7908134796	145470.419727971	14864.4155135871	23559.9195893192	16892.5170945362
XM_027350704.1	634.197905129205	1465.98166523869	2307.77564029961	263.63203063467	461.322933847807	302.560387580974	634.197905129205	1465.98166523869	2307.77564029961	263.63203063467	461.322933847807	302.560387580974	22415.9579188222	51815.6604617931	81569.1777293082	9318.17096361501	16305.6285561418	10694.1080395652	21855.8751401357	52735.4792053208	82090.0870901182	9138.68061842672	16157.8361420408	10343.9400062682
XM_027350705.1	552.731652904969	1234.54940491816	1987.13695834712	229.927689487376	397.830385567885	258.69639309213	552.731652904969	1234.54940491816	1987.13695834712	229.927689487376	397.830385567885	258.69639309213	19536.5033086866	43635.6022079803	70236.0857344217	8126.87864503592	14061.4611142585	9143.71904164972	19048.3662815484	44410.2105877309	70684.6207760171	7970.33545013247	13934.0095856831	8844.31696884583
XM_027350768.1	11.1165761690913	19.3470258288741	13.2781256451598	5.41459632149669	3.11720521270936	3.72060667539302	11.1165761690913	19.3470258288741	13.2781256451598	5.41459632149669	3.11720521270936	3.72060667539302	392.919468185513	683.827734729043	469.320228426327	191.380895945016	110.178763296594	131.506209644618	383.102023473208	695.966874945381	472.317356839416	187.694440393841	109.180115170016	127.200168352794
XM_027350769.1	25.2196951895803	48.4721430901792	44.7902970706447	10.7480750951058	14.2500809723856	11.014953973203	25.2196951895803	48.4721430901792	44.7902970706447	10.7480750951058	14.2500809723856	11.014953973203	891.399390510416	1713.26570295628	1583.12950293106	379.894662362766	503.674346498714	389.32759434262	869.126978625784	1743.67917047126	1593.23953469071	372.576979058935	499.109097920072	376.579445781299
XM_027350771.1	23.2839729710818	47.0603330972613	46.894225429913	11.9242795394759	10.8281865283588	9.77475174807201	23.2839729710818	47.0603330972613	46.894225429913	11.9242795394759	10.8281865283588	9.77475174807201	822.980577642292	1663.36476015173	1657.49362363242	421.468040508125	382.726230398694	345.492191127748	802.417671055823	1692.89239851579	1668.07855249977	413.349554125762	379.257242169529	334.179389663701
