ID	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized
XM_027350592.1	35.5640234380207	25.4449965906208	20.0113742173957	18.3271215085832	37.873816865097	112.478062817258	6.34017282378876	9.71284280677589	17.3223176107557	42.7032540195874
XM_027350593.1	38.6486581239715	28.1712462253301	28.2827422272526	30.1088424783866	45.1747936101759	109.417435257605	12.6803456475775	0	63.5151645727708	25.6219524117524
XM_027350594.1	39.5559036198394	21.2041638255173	26.9486506127595	37.3087830710443	44.2621715170411	114.773533486998	12.6803456475775	14.5692642101638	0	19.9281852091408
XM_027350595.1	39.0115563223186	24.2333300863055	27.4822872585567	32.0724626400205	37.873816865097	99.4703956887314	12.6803456475775	19.4256856135518	28.8705293512595	51.2439048235048
XM_027350597.1	838.47628728109	443.46994057939	470.667521593146	425.451035020681	463.612023312513	742.202183215919	431.131752017636	383.657290867648	490.798998971411	304.616545339723
XM_027350603.1	393.563096107484	1362.8219007286	1025.64963322225	840.756699206253	1336.07874434945	1987.8775999948	1724.52700807054	1379.22367856218	1680.2648082433	1229.85371576412
XM_027350604.1	223.908188380192	351.383286251429	389.821569754868	292.579404083453	430.30131691309	24.4850204772262	101.44276518062	121.410535084699	109.708011534786	128.109762058762
XM_027350605.1	220.27920639672	395.306197032858	419.972040242411	273.270472494053	396.990610513667	32.1365893763594	120.463283651986	165.11832771519	86.6115880537784	153.731714470515
XM_027350606.1	201.952847380189	331.087872304149	406.097487451683	269.343232170785	372.349813999026	20.6592360276596	63.4017282378876	87.415585260983	34.6446352215114	148.037947267903
XM_027350607.1	232.799194239697	371.375783572631	481.873891154888	306.652015241829	469.544066917889	30.6062755965328	88.7624195330427	160.261906311802	34.6446352215114	125.262878457456
XM_027350608.1	260.560906413254	79.0612394065716	64.836852464362	107.344568835987	94.9126976860262	327.4871488829	475.512961784157	553.632039986226	467.702575490403	51.2439048235048
XM_027350614.1	104.151782925632	237.789551471872	262.282411409333	270.97958230548	483.68970936148	17.5986084680063	0	67.9898996474312	92.3856939240303	122.41599485615
XM_027350615.1	117.034668966956	209.921221872621	273.755599293973	308.942905430402	506.961572736419	22.1895498074862	69.7419010616764	97.1284280677589	75.0633763132746	153.731714470515
XM_027350616.1	107.417866710756	214.464971263803	260.414683149042	278.179522898137	466.349889591917	16.0682946881797	82.4222467092539	48.5642140338794	103.933905664534	142.344180065291
XM_027350617.1	620.7373682728	259.296631923469	319.114714186736	225.8163185879	312.573066898692	281.577735488101	317.008641189438	218.538963152457	363.768669825869	239.138222509689
XM_027350619.1	1849.32921877708	1682.39894124176	1750.06137989198	644.067413015923	1699.75864846369	3933.67157104437	17372.0735371812	17002.3313332612	13482.5372070382	3732.26440131194
XM_027350620.1	46.9953166859559	509.808681690651	1422.67529769538	550.795455338312	321.699287830041	128.546357505438	126.803456475775	92.2720066643709	161.674964367053	694.639598718621
XM_027350621.1	64.2329811074456	60.8862418418425	61.6350325895787	111.599079186194	120.92242734037	26.0153342570528	0	0	0	34.1626032156699
XM_027350627.1	1541.22864838035	3843.10323506197	4219.9985949644	4505.85373089595	3538.23585508388	4195.35522739473	2345.86394480184	3350.93076833768	3649.2349099992	3330.85381352781
XM_027350635.1	185.803877553741	3473.54495124581	1598.24175416267	288.324893733246	509.243127969256	630.489277288575	1229.99352781502	917.863645240321	987.372103813073	276.147709326665
XM_027350640.1	3521.38266766157	1680.58144148528	2149.48840927119	3210.1916942445	3108.39084921736	117.834161046651	266.287258599128	291.385284203277	219.416023069572	575.070487463777
XM_027350641.1	63.5071847107513	168.724560725902	220.925571360048	377.34234106065	219.029302352368	169.099672670843	63.4017282378876	101.984849471147	57.7410587025189	609.233090679446
XM_027350642.1	127.195818520676	1318.89898994718	5338.50100455537	3568.55237374269	389.233322722021	10.7121964587865	50.7213825903101	19.4256856135518	127.030329145542	398.563704182815
XM_027350643.1	135.723926181834	1372.21231613705	5748.86758517343	3710.58756543421	471.369311104159	8.41672578904651	63.4017282378876	38.8513712271035	161.674964367053	378.635518973675
XM_027350644.1	17.2376644214896	31.2004124861183	56.8323027774037	23.2361719126679	130.048648271719	4638.38106665454	16167.4407006613	20193.0001952871	17934.3728330024	21798.5877351987
XM_027350645.1	16.3304189256218	27.8683295992513	41.0900217263858	16.0362313200103	132.330203504556	4312.42423155146	15286.1566781547	20037.5947103787	17662.9898571005	20528.8776490163
XM_027350646.1	22.1367900991762	45.134577285744	71.7741288597258	39.9269432865562	73.0097674507894	45.9094133947991	12.6803456475775	82.559163857595	34.6446352215114	421.338772993262
XM_027350647.1	485.013442090966	499.206599777893	491.212532456339	429.051005317009	698.612212294741	588.405648343342	1084.16955286788	1889.14792591791	1351.14077363894	1044.80628167924
XM_027350648.1	457.251729917409	526.469096124987	497.616172205906	407.778453565975	614.194668679766	612.890668820568	1280.71491040533	1821.15802627048	1177.91759753139	1207.07864695367
XM_027350649.1	454.529993429805	470.126603674326	487.477075935759	346.251688501446	584.99076169945	539.43560738889	970.046442039681	1622.04474873157	1270.30329145542	1019.18432926749
XM_027350660.1	2.9031855867772	46.3462437900592	14.1413711136263	1.96362016163391	27.378662794046	978.635662199135	14525.3359393001	18342.7036405963	14342.8789817057	4512.31050806973
XM_027350665.1	5061.70407054605	68097.1721256488	4355.275484674	3531.24359067165	5753.1696751222	174.455770900237	209.225703185029	67.9898996474312	17.3223176107557	39.8563704182815
XM_027350666.1	19.9594009090933	23.9304134602267	16.5427360197138	38.9451332057392	30.1165290734506	7.65156889913319	38.0410369427326	24.2821070169397	0	56.9376720261165
XM_027350668.1	30.4834486611606	33.32082886867	40.0227484347914	56.9449846873834	38.3301279116644	65.0383356426321	12.6803456475775	0	23.0964234810076	42.7032540195874
XM_027350671.1	1301.71583747123	2972.21793508537	1969.11922299173	2771.9771281732	1525.9041397215	1919.77863679252	16731.7160819785	12073.0636088224	6721.0592329732	2021.28735692714
XM_027350674.1	514.952543454606	402.57619605875	198.246013913667	308.615635403463	600.049026236175	175.986084680063	19.0205184713663	38.8513712271035	34.6446352215114	22.7750688104466
XM_027350677.1	1195.93101265303	1706.02643807591	2557.18680666027	2124.96428491483	3247.56571842043	2616.07140661364	12433.0789074498	12500.4286923206	10872.6413536843	12210.2837660007
XM_027350678.1	160.219554570267	217.191220898513	178.768276342068	160.035043173164	84.8738546615427	171.395143340583	1515.30130488551	1622.04474873157	970.049786202318	327.39161415017
XM_027350680.1	85.2810766115803	76.0320731457834	68.3054906620439	93.2719576776107	83.5049215218404	120.894788606304	95.1025923568314	72.8463210508191	92.3856939240303	65.478322830034
XM_027350683.1	39.5559036198394	19.6895806951232	18.410464280004	36.9815130441053	28.2912848871809	29.0759618167061	25.360691295155	48.5642140338794	11.5482117405038	5.69376720261165
XM_027350687.1	50.4428495702539	39.3791613902464	33.6191086852247	37.9633231249223	30.1165290734506	55.8564529636723	82.4222467092539	77.7027424542071	34.6446352215114	0
XM_027350688.1	59.1524063305855	43.6199941553499	75.5095853803064	99.4900881894515	122.291360480072	153.031377982664	88.7624195330427	145.692642101638	103.933905664534	421.338772993262
XM_027350689.1	60.7854482231476	43.317077529271	81.1127701611772	125.017150290692	150.582645367253	210.418144726163	171.184666242297	213.68254174907	230.964234810076	609.233090679446
XM_027350690.1	4.17332928099223	0	0.533636645797218	1.96362016163391	0.912622093134867	2859.39129760607	4577.60477877549	2190.24605292796	5462.30415325829	2120.92828297284
XM_027350694.1	50.805747768601	69.9737406242071	73.9086754429147	230.725368991984	131.417581411421	200.47110515729	38.0410369427326	38.8513712271035	46.1928469620151	259.06640771883
XM_027350697.1	170.562153223161	465.885770909223	410.633398940959	298.797534595293	573.582985535264	469.806330406778	342.369332484593	252.533912976173	271.382975901839	338.779148555393
XM_027350699.1	573.923500686018	1861.42266725434	3485.18093370163	2580.5241624139	1232.49613677864	946.499072822775	2523.38878386793	9275.76488047097	3054.50200536325	2522.33887075696
XM_027350702.1	7.80231126446373	10.6020819127586	24.0136490608748	9.16356075429158	14.1456424435904	319.835579983767	1382.15767558595	1408.3622069825	1264.52918558516	1152.98785852886
XM_027350703.1	10385.2391911996	11222.4551629681	9024.06249875386	3779.96881114528	9647.32814652868	17332.3338703165	64745.8448765308	61453.156438471	57198.2927507152	18937.4697158863
XM_027350704.1	8680.16200626548	8151.18349115493	6647.51169669595	2828.26757280671	5176.39251226097	15229.6827368347	33057.6611032346	32868.2600581296	32427.3785673346	15296.3055898162
XM_027350705.1	8368.06955568693	7525.66065830217	5631.20070477514	2501.97935594854	4232.28495691295	14430.8589437652	31516.9991070539	28614.0349087618	29130.3641154208	14063.6049904508
XM_027350716.1	96.8938189586891	36.652911755537	39.7559301118927	66.7630854955529	67.5340348919802	109.417435257605	126.803456475775	48.5642140338794	63.5151645727708	74.0189736339514
XM_027350719.1	45.7251729917409	16.9633310604138	41.623658372183	45.8178037714579	45.1747936101759	90.2885130097716	0	0	23.0964234810076	230.597571705772
XM_027350736.1	1.4515927933886	20.9012471994385	6.13682142666801	1.96362016163391	15.0582645367253	680.989632022854	7227.79701911919	9649.70932853184	8158.81159466592	2789.94592927971
XM_027350741.1	1323.30828027288	858.162801681293	710.003557233199	1048.24589628557	948.670665813695	634.315061738141	297.988122718072	403.082976481199	548.54005767393	626.314392287281
XM_027350742.1	54.9790770495932	69.9737406242071	87.7832282336424	172.144034169906	62.5146133797384	132.372141955004	0	19.4256856135518	11.5482117405038	34.1626032156699
XM_027350743.1	324.249540223179	524.348679742435	468.532975009957	438.214566071301	454.029491334596	101.000709468558	627.677109555087	558.488461389613	415.735622658136	418.491889391956
XM_027350744.1	628.902577735611	710.036571528751	820.466342913223	1067.88209790191	601.874270422445	1017.65866358471	336.029159660804	417.652240691363	646.699857468212	1135.90655692102
XM_027350745.1	197.96096719837	311.701208235104	284.428332209917	287.01581362549	223.592412818042	215.774242955556	50.7213825903101	92.2720066643709	173.223176107557	68.3252064313398
XM_027350746.1	474.852292537246	164.18081133472	139.545982875973	224.507238480144	318.505110504069	395.586112085186	304.328295541861	213.68254174907	294.479399382846	204.975619294019
XM_027350748.1	13.245784239671	89.3604046932515	81.1127701611772	63.4903852261631	90.8058982669193	6.12125511930655	0	0	0	0
XM_027350749.1	505.51719029758	383.189531989705	525.098459464463	614.613110591414	150.126334320686	215.774242955556	767.16091167844	1131.54618698939	987.372103813073	899.61521801264
XM_027350750.1	181.811997371922	187.505391542789	176.900548081778	136.798871260496	209.446770374452	76.5156889913319	107.782938004409	184.544013328742	75.0633763132746	204.975619294019
XM_027350751.1	173.828237008285	219.008720654986	187.306462674824	125.998960371509	177.504997114732	78.8111596610718	114.123110828198	97.1284280677589	98.1597997942822	96.794042444398
XM_027350752.1	178.545913586798	207.497888863991	167.561906780326	122.726260102119	154.68944478636	80.3414734408985	152.16414777093	101.984849471147	150.126752626549	128.109762058762
