ID	logFC
XM_027357635.1	-15.3419413836732
XM_027351217.1	12.4849559576543
XM_027352223.1	-12.9054498101863
XM_027353849.1	-13.1188041094148
XM_027354925.1	12.9479866935365
XM_027360388.1	13.8118252527164
XM_027361124.1	-12.301171186272
XM_027363241.1	12.111237933697
XM_027366657.1	-15.0290274298119
XM_027367305.1	-10.8499388593862
XM_027368866.1	-11.7952131941639
XM_027371450.1	13.2467035917366
XM_027375354.1	14.5280128864087
XM_027378584.1	11.4424336954763
XM_027380431.1	13.1687815642787
XM_027371448.1	13.1399247980031
XM_027351358.1	10.9772567883463
XM_027358238.1	16.9925177695834
XM_027358803.1	12.4698704038119
XM_027361316.1	-11.8048971778959
XM_027363285.1	-10.9852331543077
XM_027350707.1	15.7764495000686
XM_027371447.1	13.1230737699381
XM_027353363.1	10.22412333227
XM_027379449.1	14.3077245679237
XM_027352224.1	-11.8989702253449
XM_027357369.1	-13.2515569966147
XM_027363970.1	10.8405561297822
XM_027365027.1	14.0952478802183
XM_027376445.1	-12.7142708508122
XM_027360531.1	-10.7358239856813
XM_027366568.1	15.1215760987995
XM_027376193.1	-15.2200350391561
XM_027376863.1	9.61312116331077
XM_027376864.1	11.4823102241618
XM_027382187.1	11.2941022359244
XM_027358581.1	16.4979412600293
XM_027374835.1	9.51827110446689
XM_027376736.1	9.69262789075319
XM_027376737.1	9.96256453506149
XM_027380032.1	-13.6260998742043
XM_027355864.1	11.5863563307266
XM_027372562.1	11.6896289256956
XM_027363949.1	13.4559557632133
XM_027365364.1	13.8103983341049
XM_027364078.1	15.0929268046137
XM_027351567.1	10.2899702555542
XM_027369766.1	13.964021706472
XM_027381942.1	12.3284321444741
XM_027381890.1	9.21473497326406
XM_027382895.1	11.2811771773236
XM_027363486.1	10.5847061290638
XM_027366238.1	-11.1018980998431
XM_027372150.1	11.1624340110987
XM_027365653.1	13.5158185749055
XM_027367729.1	15.8693383758962
XM_027367828.1	-15.4354170926492
XM_027370165.1	-13.8152154997088
XM_027375505.1	-12.1739138487335
XM_027350706.1	16.1011659688303
XM_027371550.1	11.2461052449294
XM_027375846.1	-10.2099985487323
XM_027377792.1	14.4151480386587
XM_027379019.1	-12.5425906559823
XM_027379186.1	-12.012424035372
XM_027379504.1	14.793661429164
XM_027359829.1	-11.7912837577682
XM_027356029.1	16.2572002521958
XM_027359449.1	-11.1579717496479
XM_027372482.1	14.3959685113919
XM_027372694.1	-12.6533206100504
XM_027378174.1	14.8537282820198
XR_003475682.1	-11.0294465999256
XM_027363320.1	11.9788481004299
XM_027378319.1	12.907702747513
XM_027367338.1	-10.1366974284291
XM_027378597.1	11.9853740212261
XM_027355865.1	11.3346062509344
XM_027359178.1	12.9105822670461
XM_027360708.1	-15.8095238344323
XM_027364525.1	12.7746590621265
XM_027365869.1	13.2825852298754
XM_027368181.1	13.4128770004763
XM_027371655.1	17.1172978101679
XM_027376738.1	9.75675923067396
XM_027352843.1	9.96488973737336
XM_027363322.1	15.5555793604497
XM_027372413.1	-10.3635237103573
XM_027374557.1	-11.3611834471501
XM_027378172.1	15.9296211537986
XM_027357832.1	12.7116837566787
XM_027352856.1	10.50956468173
XM_027358237.1	15.0861883778082
XM_027352222.1	-12.1758984652058
XM_027360327.1	-9.87213462222543
XM_027373827.1	9.64027559483158
XM_027372128.1	14.7583984511819
XM_027377192.1	13.559412818193
XM_027380569.1	13.1467360123232
XR_003476604.1	9.43798452989122
XM_027369866.1	16.1214206297777
XM_027359900.1	12.3822102743391
XM_027365310.1	13.9165058179194
XM_027379707.1	8.79510213977956
XM_027357912.1	-12.0271407605823
XM_027375340.1	11.6917592412693
XM_027376843.1	15.8394245042134
XM_027378226.1	10.6428950011719
XM_027375847.1	-10.089831565966
XM_027357395.1	8.62657988545475
XM_027365368.1	16.4462515600411
XM_027378554.1	-15.0854619082459
XM_027379893.1	-9.78000451893435
XM_027367725.1	-14.2613107759206
XM_027363368.1	-6.56138474671593
XM_027376192.1	-15.4171179204194
XR_003476577.1	-16.5696628490429
XM_027355406.1	11.7951613069333
XM_027379298.1	11.5970518842567
XM_027359091.1	9.30020270038163
XM_027365311.1	13.3181970698938
XM_027373824.1	9.68000834589693
XM_027376741.1	9.6676481333988
XM_027362059.1	11.9840363086924
XM_027372639.1	9.14276297806384
XM_027379918.1	14.4568696075551
XM_027360143.1	13.9242628515468
XM_027370939.1	11.6461881491929
XM_027380981.1	10.9068701326012
XR_003476907.1	-7.70991810288861
XM_027371888.1	16.9363515707866
XM_027373950.1	-16.4086840275496
XM_027364536.1	10.6785981984324
XM_027363991.1	11.1091733671437
XM_027365595.1	11.6255310645574
XM_027368483.1	15.5962801150969
XM_027368484.1	15.570785413299
XM_027377670.1	9.30675079051819
XM_027377963.1	13.2027909351394
XM_027381145.1	11.5724597205137
XM_027380441.1	14.8666614055435
XM_027365313.1	13.7754069257094
XM_027366999.1	-14.6441040014438
XM_027380586.1	11.3645828927216
XM_027351790.1	8.64531603159881
XM_027352360.1	-13.9614706842673
XM_027352295.1	10.8346972360588
XM_027373828.1	9.866910969674
XM_027355823.1	8.44057767720299
XM_027373652.1	-5.10790781164495
XM_027363598.1	-14.3690450246973
XM_027381741.1	8.64750670227977
XM_027368522.1	14.7080681687782
XM_027381762.1	-9.98702655545743
XM_027374921.1	12.2060204712946
XM_027355338.1	11.1349050251472
XM_027376808.1	13.4677154469491
XR_003477587.1	-16.3584774667776
XR_003476711.1	14.2934858547555
XM_027378762.1	13.2233954813183
XM_027379383.1	8.61477536280575
XM_027360739.1	13.6250340812601
XM_027368387.1	10.6051051011189
XM_027360141.1	14.0810352954543
XM_027372638.1	9.07385286554166
XM_027377389.1	12.749862724586
XM_027358583.1	16.1196844199806
XM_027370723.1	16.2821017381807
XM_027372253.1	11.5792314184411
XR_003477869.1	8.82726576776209
XM_027376387.1	12.2872531456446
XM_027360707.1	-15.67498644968
XM_027355570.1	12.7451251308693
XM_027360532.1	-13.150122685894
XM_027364750.1	-9.67647189537642
XM_027365099.1	-9.77372240438027
XM_027368092.1	10.9219403307529
XM_027372262.1	-11.7953799706465
XM_027373306.1	-13.9536499542237
XM_027375842.1	-10.3409088567031
XM_027377212.1	13.1420316374324
XM_027381814.1	9.40188406539985
XM_027381821.1	9.27965422350123
XR_003476748.1	11.706454235849
XM_027359230.1	12.1925198650226
XM_027373953.1	-15.9893094902494
XM_027353729.1	-9.86811864405571
XM_027369649.1	8.68802466663881
XM_027355874.1	-13.3689212943868
XM_027359231.1	12.1132300830502
XM_027373825.1	9.85331094207745
XM_027377298.1	12.8839649559853
XM_027371690.1	15.013340824989
XM_027374527.1	9.2143260634662
XM_027367016.1	15.2889537584511
XM_027376160.1	12.0096042423892
XM_027379160.1	9.36050052989501
XM_027380495.1	14.4961933123509
XM_027363593.1	-13.0938750381868
XM_027364911.1	16.4970765353288
XM_027366031.1	7.91703763725156
XM_027365360.1	14.9102630287042
XM_027359233.1	12.0803358219476
XM_027381833.1	9.19564117021663
XM_027377421.1	13.5308081223829
XM_027378603.1	10.250751939678
XM_027382540.1	-10.080504809012
XM_027383260.1	14.1973604932281
XM_027377147.1	8.56995728329823
XM_027352548.1	-10.7445912616515
XM_027365162.1	12.7025885863915
XM_027373829.1	9.39277088304527
XM_027376806.1	13.4401137896049
XM_027367879.1	10.7641471154423
XM_027381805.1	9.33180191586579
XM_027378519.1	11.6601281638669
XM_027365299.1	-12.644467974938
XM_027363126.1	9.72825619253395
XM_027378228.1	10.4136361506986
