ID	ovary_1_normalized	ovary_2_normalized	ovary_3_normalized	ovary_4_normalized	ovary_5_normalized	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized
XM_027350592.1	2.43859340420001	3.25239804072993	2.50086811701974	3.69615857612892	2.72410141482767	1.92967233896687	0.101499657079583	0.155808142757615	0.282804615878552	0.709172396809331
XM_027350593.1	2.40034095864393	3.84608974657746	2.92053434213607	4.66284620373186	3.54415962621178	1.87716424811062	0.202999314159166	0	1.03695025822136	0.425503438085599
XM_027350594.1	2.09432139419531	3.07170926068938	2.38952809811133	3.39762269113389	2.58271206803731	1.96905340710905	0.202999314159166	0.233712214136422	0	0.330947118511021
XM_027350595.1	2.08475828280629	2.97706275685862	2.43235118230687	3.41894668291925	2.76180524063844	1.70651295282784	0.202999314159166	0.311616285515229	0.471341026464253	0.851006876171198
XM_027350597.1	4.75286636034277	4.3537391762152	5.46422554335136	8.27370881271934	6.38137251847175	12.7332120326385	6.90197668141163	6.15442163892578	8.0127974498923	5.0587630972399
XM_027350602.1	1.82655427530275	2.60708096915653	2.92053434213607	4.51357826123435	3.07286180357724	0.551334953990533	0	0	0	0.236390798936444
XM_027350603.1	41.9342434408512	56.2286275030955	55.0619216586299	68.8622774721864	56.1409966322271	34.1040050111287	27.6079067256465	22.1247562715813	27.4320477402195	20.4241650281087
XM_027350604.1	0.918058693345887	1.39388487459854	1.2761279090272	1.32208749069227	1.53643090178862	0.42006472684993	1.62399451327332	1.94760178447018	1.79109590056416	2.12751719042799
XM_027350605.1	0.726796465565494	1.45411446794539	1.24186944167076	1.26522351259798	1.4515972937144	0.551334953990533	1.92849348451207	2.64873842687945	1.41402307939276	2.55302062851359
XM_027350606.1	0.765048911121573	1.43690601270344	1.26756329218809	1.52111141402228	1.26307816466058	0.354429613279628	1.01499657079583	1.40227328481853	0.565609231757103	2.45846430893902
XM_027350607.1	0.946748027512946	1.71224129657475	1.58445411523511	1.76278332092302	1.68724620503167	0.525080908562413	1.42099519911416	2.57083435550064	0.565609231757103	2.08023903064071
XM_027350608.1	9.71612117124397	8.35470501997028	7.12576121013845	5.82855775466483	7.43707964117313	5.61836572161781	7.61247428096871	8.88106413718404	7.6357246287209	0.851006876171198
XM_027350617.1	7.23927532148788	7.83845136271156	7.81093055726715	6.08444565608914	5.68385174097262	4.8307443587742	5.07498285397914	3.50568321204633	5.93889693344958	3.97136542213226
XM_027350619.1	22.7028264375327	27.4905072490268	28.5287386910711	17.833965129822	18.3711891262946	67.4860237729841	278.109060398057	272.742153897205	220.116259358806	61.9816674811356
XM_027350621.1	0.84155380223373	1.23900877742093	0.685169347128697	1.66327135925801	1.036855209796	0.446318772278051	0	0	0	0.567337917447465
XM_027350627.1	34.3985116663037	47.9427563040931	46.2831893985435	55.7906705077613	53.4640249996629	71.9754655411927	37.5548731194456	53.7538092513771	59.5775057450816	55.3154469511278
XM_027350635.1	0.28689334167059	0.662525526815357	0.40253699143811	1.13017156462403	0.527853561350691	10.8166667163857	19.6909334734391	14.7238694905946	16.1198631050774	4.58598149936701
XM_027350641.1	1.47271915390903	2.20268227097054	2.60364351908905	3.22703075685102	2.42247080834157	2.90107201980733	1.01499657079583	1.63598549895495	0.942682052928506	10.1175261944798
