ID	log2FoldChange	lfcSE	stat	pvalue	padj	Expression
XR_003474980.1	-3.5389963112666	1.10074608352196	-3.2150887150497	0.00130404214098609	0.00977900979567856	Up_gills_Down_gills_wssv
XR_003474985.1	4.84326559965277	0.901636082335467	5.3716412802685	7.80232030808066e-08	1.36170192205068e-06	Down_gills_Up_gills_wssv
XR_003474986.1	6.57651587802416	0.731509573633381	8.99033466555858	2.46478747084975e-19	1.1603977635243e-17	Down_gills_Up_gills_wssv
XR_003474989.1	4.74300517739356	0.699264116398746	6.78285223875112	1.17826132690872e-11	3.02047465969271e-10	Down_gills_Up_gills_wssv
XR_003475483.1	4.16160779561712	0.853111700171451	4.87815111993043	1.07084869355562e-06	1.60330361587989e-05	Down_gills_Up_gills_wssv
XR_003475491.1	7.15487891116131	0.532222261714285	13.4434040547561	3.36589484871113e-41	3.98328295863226e-39	Down_gills_Up_gills_wssv
XR_003475494.1	-3.72665828273172	1.32417296269502	-2.81432893415	0.00488791849744652	0.0281605387792201	Up_gills_Down_gills_wssv
XR_003475525.1	6.48528649800082	0.788084802897094	8.22917340133972	1.88509727873784e-16	7.33574567162892e-15	Down_gills_Up_gills_wssv
XR_003475526.1	-4.05309180767676	1.34168203005255	-3.02090340102268	0.0025202174863362	0.0166697398014865	Up_gills_Down_gills_wssv
XR_003475534.1	-4.19342109057189	0.609443378418811	-6.88073944039173	5.95426727702852e-12	1.58261451849276e-10	Up_gills_Down_gills_wssv
XR_003475539.1	-3.84485029906557	1.31320888294819	-2.92782842774697	0.00341338346334409	0.021278340699748	Up_gills_Down_gills_wssv
XR_003475593.1	4.90438711306571	0.545179161599253	8.99591814675924	2.34265816796497e-19	1.10591387503002e-17	Down_gills_Up_gills_wssv
XR_003475594.1	4.21438174960438	0.891804931372015	4.72567666016455	2.29350343538618e-06	3.23486958013081e-05	Down_gills_Up_gills_wssv
XR_003475652.1	5.06297934825217	0.625541210999492	8.09375826760082	5.7851443397041e-16	2.16354380738977e-14	Down_gills_Up_gills_wssv
XR_003475680.1	4.35481570984474	0.664764739860479	6.55091259918318	5.71865227815687e-11	1.37998427460886e-09	Down_gills_Up_gills_wssv
XR_003475681.1	9.03084256719116	0.849924637437478	10.6254627403427	2.26884134529592e-26	1.59353824243996e-24	Down_gills_Up_gills_wssv
XR_003475690.1	-3.88121495916074	1.3968964180995	-2.7784558030732	0.00546179429406043	0.0307190370484297	Up_gills_Down_gills_wssv
XR_003475879.1	-4.74914411447602	1.10328300195147	-4.30455658799765	1.67320521229702e-05	0.000203070991614199	Up_gills_Down_gills_wssv
XR_003475917.1	5.58477374080498	1.12155352252218	4.97949819483051	6.37493475511884e-07	9.92307411702192e-06	Down_gills_Up_gills_wssv
XR_003475925.1	5.53602861122974	0.725098877435627	7.63486027010326	2.26065472497573e-14	7.34202863498698e-13	Down_gills_Up_gills_wssv
XR_003475976.1	7.77560544946512	0.496142395020795	15.6721246309524	2.34604077869885e-55	3.86046595946274e-53	Down_gills_Up_gills_wssv
XR_003476078.1	-4.30457671358173	1.34852629037505	-3.19205991333292	0.00141262027915094	0.010475215958442	Up_gills_Down_gills_wssv
XR_003476132.1	4.1992834803799	0.860527986101104	4.87989182014416	1.06144046875137e-06	1.59335954987717e-05	Down_gills_Up_gills_wssv
XR_003476177.1	6.24028446110433	0.557957070115695	11.1841659427496	4.87467137471099e-29	3.82838963692075e-27	Down_gills_Up_gills_wssv
XR_003476198.1	6.7396353977246	0.679722134775116	9.91528016070035	3.572527606619e-23	2.08534229686362e-21	Down_gills_Up_gills_wssv
XR_003476242.1	3.73120309794432	0.85189084634709	4.37990748925607	1.18729703128745e-05	0.000148330571992658	Down_gills_Up_gills_wssv
XR_003476295.1	6.50195652467825	0.758025727000809	8.57748793092258	9.69675511359115e-18	4.12661415893172e-16	Down_gills_Up_gills_wssv
XR_003476318.1	5.43538932726249	0.477768583376652	11.3766151990314	5.46810597024935e-30	4.45650636575322e-28	Down_gills_Up_gills_wssv
XR_003476365.1	7.47704280489373	0.435857608501886	17.1547832572972	5.7885613363578e-66	1.3515508482377e-63	Down_gills_Up_gills_wssv
XR_003476366.1	7.27000276927254	0.425043106183628	17.1041540575692	1.38193660531764e-65	3.10092216450367e-63	Down_gills_Up_gills_wssv
XR_003476371.1	-2.76443442388452	0.58731785905995	-4.70687955634317	2.51537421423317e-06	3.51055215456549e-05	Up_gills_Down_gills_wssv
XR_003476374.1	-3.1639591515377	0.831572791706188	-3.80478916950375	0.00014192502342901	0.00141336055032071	Up_gills_Down_gills_wssv
XR_003476378.1	9.04419687116004	0.554808502240037	16.3014748956516	9.63390271941607e-60	1.8092888172399e-57	Down_gills_Up_gills_wssv
XR_003476398.1	3.23947313080648	0.54761656903532	5.91558640475968	3.30695248196785e-09	6.61313946567598e-08	Down_gills_Up_gills_wssv
XR_003476515.1	6.01579604702822	0.70124072954329	8.578788700631	9.58774146085887e-18	4.09029622125233e-16	Down_gills_Up_gills_wssv
XR_003476557.1	6.07756770417147	0.681868769605989	8.91310465455593	4.96231036365117e-19	2.26822218156521e-17	Down_gills_Up_gills_wssv
XR_003476695.1	-3.83788485872192	1.23065649603684	-3.11856709900878	0.00181732756823148	0.0128424481488358	Up_gills_Down_gills_wssv
XR_003476708.1	3.40460005760516	0.462749818696111	7.35732337442787	1.87634427079657e-13	5.68848683835825e-12	Down_gills_Up_gills_wssv
XR_003476734.1	7.3793148431354	1.22945179340114	6.00211808445239	1.94759970124987e-09	3.98232279741955e-08	Down_gills_Up_gills_wssv
XR_003476735.1	7.17673742359161	1.30843684423972	5.4849704478948	4.13538543392582e-08	7.42735857872873e-07	Down_gills_Up_gills_wssv
XR_003476741.1	8.31063094267919	0.787532450989803	10.5527472959801	4.93331133384072e-26	3.409510129044e-24	Down_gills_Up_gills_wssv
XR_003476764.1	3.58186956943377	0.752858065963718	4.75769568178657	1.95815402919116e-06	2.80306423499294e-05	Down_gills_Up_gills_wssv
XR_003476769.1	10.9971696091435	0.93704608773453	11.7359965033642	8.3338940337686e-32	7.16383189629124e-30	Down_gills_Up_gills_wssv
XR_003476840.1	-2.6470298445064	0.584985794244898	-4.52494722187775	6.0410579420533e-06	7.94348547357663e-05	Up_gills_Down_gills_wssv
XR_003476853.1	6.78232423992806	0.486963477454438	13.9277883330842	4.29448882568707e-44	5.38321225484832e-42	Down_gills_Up_gills_wssv
XR_003476921.1	9.89391635422363	0.514721118045179	19.2218970766131	2.42731118183005e-82	1.02290445365024e-79	Down_gills_Up_gills_wssv
XR_003476923.1	9.88319816678786	0.520114592634606	19.0019628496197	1.6428411372247e-80	6.17065416716702e-78	Down_gills_Up_gills_wssv
XR_003476926.1	9.96120442304977	0.488502301334683	20.3913152421879	1.99704539283073e-92	1.50021523031867e-89	Down_gills_Up_gills_wssv
XR_003476928.1	9.94752701060933	0.527363362170088	18.8627571124309	2.30861444647685e-79	7.97764808124539e-77	Down_gills_Up_gills_wssv
XR_003476932.1	10.8124658703772	0.491219612552957	22.0114702142751	2.23621787446505e-107	3.51248840318246e-104	Down_gills_Up_gills_wssv
XR_003476939.1	9.95271353969883	0.487106897602092	20.4322985133112	8.63404374990621e-93	6.78086399594907e-90	Down_gills_Up_gills_wssv
XR_003476942.1	9.98949232871429	0.48429456972529	20.6268931208143	1.57446426966882e-94	1.43176808691252e-91	Down_gills_Up_gills_wssv
XR_003476944.1	9.88219955029638	0.486814419127892	20.2997264707153	1.29302590535756e-91	9.30870899698665e-89	Down_gills_Up_gills_wssv
XR_003476946.1	10.0467572350994	0.487656416945596	20.6021224903111	2.626745023171e-94	2.26924502551743e-91	Down_gills_Up_gills_wssv
XR_003476963.1	10.0276779956111	0.489167066489189	20.4994953310756	2.17537693691359e-93	1.78981727219015e-90	Down_gills_Up_gills_wssv
XR_003476970.1	10.132453886308	0.508587814696142	19.9227224749018	2.58544271087339e-88	1.54038893649898e-85	Down_gills_Up_gills_wssv
XR_003476979.1	6.37801432620528	0.763157977512379	8.35739717613294	6.41171484535752e-17	2.59441707489666e-15	Down_gills_Up_gills_wssv
XR_003477060.1	9.09736838518275	0.585156508311379	15.5468977204673	1.67001544528349e-54	2.72212517581209e-52	Down_gills_Up_gills_wssv
XR_003477145.1	4.63001464904101	0.924898673569942	5.0059696065624	5.55815274813721e-07	8.73828600385029e-06	Down_gills_Up_gills_wssv
XR_003477154.1	-2.84995198491722	0.495179082869768	-5.75539654946766	8.64386433326863e-09	1.6557504207341e-07	Up_gills_Down_gills_wssv
XR_003477177.1	6.0295648965302	0.523279463100131	11.5226476896465	1.01445057084547e-30	8.55008632344779e-29	Down_gills_Up_gills_wssv
XR_003477218.1	3.3166683139404	0.648677090566464	5.11297279058227	3.17127992333653e-07	5.18932329659185e-06	Down_gills_Up_gills_wssv
XR_003477221.1	-3.80555627941695	0.67364321914778	-5.64921633773933	1.61180911265732e-08	3.01123742406463e-07	Up_gills_Down_gills_wssv
XR_003477222.1	-4.02764455157835	0.7381313351863	-5.45654189110099	4.85496777265968e-08	8.66571623719152e-07	Up_gills_Down_gills_wssv
XR_003477224.1	-4.20312613571782	0.720374030143282	-5.83464417072589	5.39054807720758e-09	1.05598514374141e-07	Up_gills_Down_gills_wssv
