ID	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_wssv_1_normalized	hemocytes_wssv_2_normalized	hemocytes_wssv_3_normalized
XM_027350592.1	71.4742581106731	30.0958648625029	71.5128392397708	87.8719290233338	100.971083954225	71.9685163048705
XM_027350593.1	74.3332284351	28.2148733085965	68.1866606704791	80.8421747014671	109.180115170016	75.3158891562598
XM_027350594.1	68.6152877862461	52.6677635093802	83.1544642322916	99.8225113705072	93.5829558600135	67.5053525030181
XM_027350595.1	71.4742581106731	26.3338817546901	38.2510535468541	87.8719290233338	119.851855750544	84.2422167599647
XM_027350596.1	43.8375449745461	73.3586706023509	69.8497499551249	9.13868061842672	30.3734154984254	31.8000420881986
XM_027350597.1	486.024955152577	346.102445918784	698.497499551249	718.440891694777	577.094894470083	757.622055364451
XM_027350603.1	847.208206138511	626.370187450843	1052.73551718081	1218.2564239795	1475.16290947758	1350.66494553559
XM_027350604.1	141.042536005062	105.33552701876	74.8390178090624	155.357570513254	100.971083954225	189.684461578728
XM_027350605.1	150.572437086485	95.9305692492281	79.8282856629999	219.328334842241	94.4038589815926	223.158190092622
XM_027350606.1	84.8161196246654	71.4776790484445	38.2510535468541	153.248644216694	79.6276027931694	142.263346184046
XM_027350607.1	75.2862185432423	48.9057804015673	33.2617856929166	158.169472242001	80.4485059147485	135.010705006036
XM_027350608.1	128.653664599212	312.244597948468	176.287464172458	180.664686071974	297.166930011622	256.631918606515
XM_027350610.1	79.0981789758115	180.575189175018	141.362589194896	82.9511009980271	67.3140559694834	49.6526972956083
XM_027350614.1	1891.68536466248	1643.98661811422	2127.09119506202	1722.28980885734	1443.147687736	1997.26580132896
XM_027350615.1	1724.91209573758	1517.96018400249	2165.34224860887	1728.61658774702	1471.87929699127	1987.2236827748
XM_027350616.1	1568.62171800224	1446.48250495405	2052.25217725296	1663.94284798585	1401.28162853547	1866.16036464955
XM_027350617.1	293.520953307831	225.718986468772	226.180142711833	399.290045482029	376.794532804791	415.074233572276
XM_027350619.1	12346.9398410917	11208.8286697284	11784.6506710004	9057.13546829306	3080.84941528623	3276.52012603492
XM_027350621.1	35.2606340012654	33.8578479703158	16.6308928464583	37.2576979058935	22.1643842826348	30.1263556625039
XM_027350627.1	3478.41389471942	2307.97663664319	3687.06894405981	3987.97962679498	4717.73023971489	4722.58519783511
XM_027350635.1	1702.04033314216	1375.0048259056	2009.01185585216	1744.08204725513	2490.62007087089	1457.78087678005
XM_027350640.1	31277.1353492305	39348.4623161687	49520.1465396143	38959.6014272175	31118.7955328192	19997.7633096751
XM_027350641.1	289.708992875261	406.29417564379	252.789571266166	198.239071876641	171.568752410025	280.06352856624
XM_027350647.1	504.131767207281	419.461116521135	332.617856929166	226.358089164108	294.704220646885	302.379347575502
XM_027350648.1	491.742895801431	395.008226320351	385.836714037833	255.180081883761	263.50990202688	277.274051190082
XM_027350649.1	455.529271692023	312.244597948468	354.238017629562	235.496769782535	291.420608160568	287.874065219482
XM_027350654.1	19.0598021628462	7.52396621562574	23.2832499850416	28.1190172874668	33.6570279847417	117.715945273858
