ID	logFC
XR_003476770.1	13.510122436037
XM_027377480.1	9.89769707105952
XR_003477213.1	12.1900750170757
XM_027377481.1	10.3802663006142
XR_003475955.1	7.65209751387919
XM_027374295.1	13.1152563942059
XR_003477866.1	5.84346168423207
XM_027377478.1	9.16827970031426
XM_027358775.1	11.6662403793766
XM_027372224.1	6.02714285014382
XM_027377476.1	10.465293691092
XM_027372225.1	6.3584062200505
XM_027364825.1	-6.57818366043212
XM_027377495.1	9.2567188342936
XM_027355316.1	-8.01941572506444
XM_027364183.1	10.0790809538344
XM_027377477.1	7.32709534089214
XM_027377853.1	-5.35716748365964
XM_027357068.1	6.25341670356893
XM_027377415.1	-10.4644863861212
XR_003477617.1	4.29101262893974
XM_027377474.1	6.18430938760672
XM_027372959.1	9.58413490210104
XR_003477542.1	9.51015817084675
XM_027352608.1	8.71200180778243
XM_027370963.1	4.57439270071193
XM_027377493.1	7.91959778825377
XR_003477749.1	5.92221996856896
XM_027361885.1	5.88063009658962
XM_027379475.1	6.41338956840284
XM_027357060.1	6.5723756371363
XM_027377294.1	-5.44567861527546
XM_027377496.1	4.12220799599937
XM_027374294.1	12.2460628425971
XM_027362231.1	-5.39736694882034
XR_003477801.1	7.76121381832215
XM_027370979.1	5.017013809481
XM_027356531.1	-9.43575905775394
XM_027377681.1	-9.35092398140414
XM_027379437.1	4.55206140290382
XM_027373288.1	-9.51472997196962
XM_027362069.1	7.82300164779164
XM_027370418.1	-3.45409715097046
XM_027370978.1	5.17672231844364
XM_027370568.1	4.25667148984424
XM_027377482.1	7.89514376873202
XM_027358979.1	4.96099573442133
XM_027353560.1	3.88766835224023
XM_027354901.1	-10.5708972510942
XM_027352607.1	7.61754138058195
XM_027366336.1	6.09799201897182
XM_027370334.1	-4.39524213819004
XM_027352913.1	-7.05608099002356
XM_027377497.1	9.28075245030855
XR_003477479.1	5.97802981007468
XM_027363102.1	3.42282017518098
XM_027371676.1	4.45426756635612
XR_003475533.1	-5.39740426654419
XM_027367606.1	-6.26247311168481
XM_027369826.1	-9.65771029446146
XM_027365010.1	-9.22419248592245
XM_027383657.1	4.49370715433405
XM_027379489.1	-5.47367272971512
XR_003475503.1	10.1850142050477
XM_027357077.1	3.99869350762393
XM_027365450.1	3.78468318423753
XR_003475680.1	4.17586784449833
XM_027373544.1	3.0220647499084
XR_003477013.1	6.07495131665835
XM_027365932.1	6.16464909043867
XM_027373547.1	3.09432487675856
XM_027370921.1	-7.43478606241565
XM_027373956.1	3.41515723979288
XM_027377882.1	-4.79684775051526
XM_027373550.1	3.00431608493894
XM_027378881.1	4.90710986517965
XR_003477543.1	4.5982109480909
XM_027365601.1	-5.78405356650299
XR_003476156.1	-9.09806980232008
