ID	logFC	logCPM	PValue	FDR	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	gills_1	gills_2	gills_3	gills_4	gills_5	gills_6	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized	Expression
XM_027350604.1	2.31805131873115	3.43370725334401	5.84591491829637e-11	4.95196711606836e-10	148	56	45	184	163	159	28	1160	1461	943	749	911	5.36595750818225	3.96759804294879	2.74096749667047	3.49620774260584	2.71947634104258	3.37098196285161	8.29943057513469	15.6222865729455	17.6875877093128	19.9932784310227	25.1443040446592	20.4047062895274	Down_hemocytes_Up_gills
XM_027350605.1	2.3099218638912	3.49141000204287	7.0760776981847e-11	5.94439471848985e-10	158	51	48	192	181	174	28	1305	1574	870	789	964	5.72852220468105	3.6133482176855	2.92369866311517	3.64821677489305	3.01978661183256	3.68899912915836	8.29943057513469	17.5750723945637	19.0556215294034	18.445548499459	26.4871240203419	21.5918077531333	Down_hemocytes_Up_gills
XM_027350606.1	3.24039644845518	3.30064384530908	2.90612178457751e-16	3.90923961259268e-15	89	38	23	65	106	50	38	1093	1522	816	754	857	3.22682579883933	2.69229867200096	1.40093894274268	1.23507338733358	1.76849381687432	1.06005722102252	11.2635129233971	14.7199648484737	18.426083842282	17.3006523856994	25.3121565416195	19.1952066850988	Down_hemocytes_Up_gills
XM_027350607.1	3.54117542674427	3.56693460864332	8.94444929617524e-20	1.60424547872223e-18	79	26	20	102	96	82	35	1226	1806	1029	990	1178	2.86426110234053	1.84209909136908	1.21820777629799	1.93811516166193	1.60165477754655	1.73849384247693	10.3742882189184	16.5111408089924	21.8643281334831	21.8166315010842	33.2347943981476	26.3850098892023	Down_hemocytes_Up_gills
XM_027350614.1	-1.9396177230916	5.63904334193935	2.04180797858559e-07	1.15722870199636e-06	1985	874	1279	4793	5273	3877	114	785	983	1060	756	900	71.9690922550119	61.9228694560221	77.9043872942562	91.0724114690749	87.9742254375309	82.196836918086	33.7905387701912	10.5719784135881	11.9006835853898	22.4738866775017	25.3792975404036	20.1583267404772	Up_hemocytes_Down_gills
XM_027350615.1	-1.93158597521332	5.60570405517642	4.15163968583136e-07	2.26614220154705e-06	1810	807	1302	4636	5377	3858	112	693	1026	1111	719	862	65.6242100662829	57.1759217974941	79.3053262369989	88.0892342104384	89.7093514465396	81.7940151740975	33.1977223005388	9.33296947849246	12.4212628266632	23.5551774516079	24.1371890628971	19.3071973892126	Up_hemocytes_Down_gills
XM_027350619.1	-2.15479146237317	7.62305074310013	3.21930342557114e-07	1.78125011861328e-06	12956	5959	7086	10457	12275	9653	113	5554	6559	3725	2615	3512	469.738820783846	422.194941748782	431.611015142377	198.69480632842	204.794920774832	204.654647090607	33.494130535365	74.7984307121892	79.4064940351694	78.9766300695225	87.7868559102586	78.6622705695064	Up_hemocytes_Down_gills
XM_027350620.1	4.02234451421739	4.09645049840469	4.88978667942957e-12	4.52345173614477e-11	28	19	14	157	167	132	207	1683	5332	705	488	643	1.01518115019664	1.34614933600048	0.85274544340859	2.9831772586365	2.78621195677369	2.79855106349945	61.3565046090314	22.665783019196	64.5518259179026	14.9472548185271	16.3824037033293	14.4020045490298	Down_hemocytes_Up_gills
XM_027350634.1	6.51744618641444	1.60424098328541	5.73222444600025e-17	8.10857007115992e-16	0	0	0	2	8	6	24	842	801	147	60	122	0	0	0	0.0380022580718026	0.133471231462213	0.127206866522702	7.11379763582973	11.3396252538105	9.69730168046512	3.11666164301203	2.0142299635241	2.73257318037579	Down_hemocytes_Up_gills
XM_027350642.1	9.38725337603126	5.06095313115873	3.87436019143352e-18	6.01604989360221e-17	3	0	5	2	2	6	69	4354	20008	853	918	1273	0.10876940894964	0	0.304551944074497	0.0380022580718026	0.0333678078655531	0.127206866522702	20.4521682030105	58.6374446022456	242.226731613915	18.0851182414235	30.8177184419187	28.5128332673638	Down_hemocytes_Up_gills
XM_027350643.1	14.5479988696734	5.17116875126345	3.58735390901602e-25	9.88586361669357e-24	0	0	0	0	0	0	75	4530	21546	1033	1021	1379	0	0	0	0	0	0	22.2306176119679	61.0077225650373	260.846519359927	21.901438620622	34.2754798793017	30.8870361945755	Down_hemocytes_Up_gills
XM_027350665.1	9.54904371220283	8.80105514327524	5.43071354723123e-22	1.14706114836736e-20	18	39	22	45	50	36	923	224805	16323	12608	32876	21185	0.652616453697841	2.76314863705362	1.34002855392778	0.855050806615558	0.834195196638829	0.763241199136213	273.584800744618	3027.55873537157	197.614301286182	267.312040782964	1103.66373801364	474.504613330009	Down_hemocytes_Up_gills
XM_027350688.1	-2.7668399833676	4.0666021213689	1.20985759059884e-10	9.9570225619323e-10	801	735	463	1032	1368	1098	7	144	283	268	196	248	29.0414321895539	52.0747243137028	28.2015100212984	19.6091651650501	22.8235805800383	23.2788565736545	2.07485764378367	1.93931833319324	3.42613779721801	5.68207700902873	6.57981788084539	5.55473892404259	Up_hemocytes_Down_gills
XM_027350704.1	-2.2117212486337	9.43254442544741	0.000520273772818948	0.00171172890078185	22934	28036	49360	17534	20026	15466	512	26909	24914	11344	6967	8114	831.50587495035	1986.34962021629	3006.53679190343	333.165796515493	334.111860157784	327.896899606685	151.761016231034	362.396646027062	301.621191095016	240.512991009037	233.88566926454	181.738514635813	Up_hemocytes_Down_gills
XM_027350705.1	-2.21350210611916	9.21548091338987	0.000482150984200976	0.00159836482440421	19988	23610	42502	15307	17765	13901	420	24844	21105	9275	5924	6914	724.694315361803	1672.76767489323	2588.81334541085	290.850282152541	296.389553365776	294.71710858868	124.49145862702	334.586282429534	255.507555513379	196.64650842814	198.871638398613	154.86074564851	Up_hemocytes_Down_gills
XM_027350717.1	-5.69226134770014	2.85231985435561	1.80208034891356e-07	1.03098156704499e-06	689	432	385	96	146	65	0	1	11	12	11	33	24.9807075887674	30.6071849027478	23.4504996937362	1.82410838744652	2.43584997418538	1.37807438732927	0	0.013467488424953	0.133171433814128	0.254421358613227	0.369275493312751	0.739138647150829	Up_hemocytes_Down_gills
XM_027350718.1	-5.56848397473192	3.24290591497254	8.96059249523369e-09	6.0894066425443e-08	486	675	595	197	177	126	0	3	53	20	14	26	17.6206442498417	47.8237264105434	36.2416813448651	3.74322242007255	2.95305099610145	2.67134419697674	0	0.0404024652748591	0.641644181104433	0.424035597688712	0.469986991488956	0.582351661391562	Up_hemocytes_Down_gills
XM_027350748.1	10.8486548613496	1.46786775999429	4.07698671173113e-33	2.39037948481257e-31	0	0	0	0	0	0	41	295	304	199	121	274	0	0	0	0	0	0	12.1527376278758	3.97290908536115	3.68037417086317	4.21915419700268	4.06203042644026	6.13709058543415	Down_hemocytes_Up_gills
XM_027350776.1	-3.32026615050038	5.73444226644648	3.5068340396977e-08	2.21249347595473e-07	3125	2306	2624	2628	2954	2111	9	544	230	698	472	637	113.301467655875	163.380019411427	159.828860250296	49.9349671063486	49.284252217422	44.7556158715707	2.66767411343615	7.32631370317446	2.78449361611358	14.798842359336	15.8452757130562	14.2676157040933	Up_hemocytes_Down_gills
XM_027350777.1	-3.41009612250246	5.78307918029536	9.75093867646824e-08	5.78288142016008e-07	3250	2350	2786	2672	3004	2302	5	553	227	705	469	624	117.83352636211	166.497417873744	169.696343238309	50.7710167839283	50.1184474140608	48.8050344558767	1.48204117413119	7.44752109899904	2.74817413416427	14.9472548185271	15.74456421488	13.9764398733975	Up_hemocytes_Down_gills
XM_027350778.1	-3.1704481738871	6.00472704942647	2.65226957233965e-07	1.48392693446828e-06	3613	2850	2925	3176	3701	2833	9	629	319	926	703	818	130.994624845017	201.922400400072	178.16288728358	60.3475858180225	61.7471284552061	60.0628421431358	2.66767411343615	8.47105021929547	3.8619715806097	19.6328481729873	23.600061072624	18.3216791930115	Up_hemocytes_Down_gills
XM_027350780.1	1.70129011753207	5.27773688640336	1.87760778719174e-08	1.22646812161434e-07	481	288	328	1005	938	794	234	3145	5117	2494	2226	2442	17.4393619015923	20.4047899351652	19.978607531287	19.0961346810808	15.6495018889444	16.8337086698376	69.3595269493399	42.3552510964773	61.9489297115356	52.8772390317823	74.727931646744	54.6962598891613	Down_hemocytes_Up_gills
XM_027350793.1	11.5242896993474	7.04365213383184	5.24479922608983e-17	7.45006860828784e-16	14	0	0	0	1	0	1708	15517	26573	9731	5364	7161	0.507590575098321	0	0	0	0.0166839039327766	0	506.265265083216	208.975017889996	321.705864612983	206.314520055443	180.072158739054	160.39308643173	Down_hemocytes_Up_gills
XM_027350794.1	14.4134158499769	8.39293546187798	1.29768509340113e-21	2.67125177277232e-20	0	0	4	0	0	0	459	11758	48174	40647	53020	22907	0	0	0.243641555259597	0	0	0	136.051379785244	158.350728900598	583.218241141981	861.788746962653	1779.90787776746	513.074211826789	Down_hemocytes_Up_gills
XM_027350808.1	18.6514916509692	9.27158331051744	2.81503031266384e-63	3.41885431473023e-60	0	0	0	0	0	0	6086	117809	128653	53686	26760	19305	0	0	0	0	0	0	1803.94051715249	1586.59134385529	1557.53677040809	1138.23875487581	898.346563731747	432.396108583235	Down_hemocytes_Up_gills
XM_027350824.1	-2.12862502121093	6.45503125262325	2.49558373681784e-06	1.22850058706177e-05	3878	4049	2853	4512	4914	4141	44	2602	2281	1791	1290	1710	140.602589302235	286.871508498208	173.777339288908	85.7330942099866	81.9847039256641	87.7939390450849	13.0419623323545	35.0424048817278	27.6149127754568	37.9723877730241	43.3059442157681	38.3008208069066	Up_hemocytes_Down_gills
XM_027350825.1	-1.91240899435744	6.41379544365538	1.29446814705271e-05	5.81963032901567e-05	3564	3625	2783	4398	4967	4070	51	2605	2311	2074	1508	1844	129.218057832173	256.831123315881	169.513612071865	83.5669654998939	82.8689508341012	86.2886577912329	15.1168199761382	35.0828073470027	27.9781075949499	43.9724914803194	50.624313083239	41.3021716771554	Up_hemocytes_Down_gills
XM_027350835.1	-5.6693409457582	6.93267503801104	1.36761949748278e-09	1.01102757894347e-08	3020	2400	2100	17739	20126	16816	0	89	51	359	316	353	109.494538342638	170.039916126377	127.911816511289	337.061027967853	335.780250551061	356.518444574293	0	1.19860646982082	0.617431193138228	7.61143897851237	10.6082778078936	7.90654371043159	Up_hemocytes_Down_gills
XM_027350836.1	-4.73924244850253	10.983925658167	1.33617268232357e-13	1.41023861685584e-12	139016	59593	42722	203271	231142	181249	135	3359	5763	12223	7081	10035	5040.22938484773	4222.16196738298	2602.21363095013	3862.37850025669	3856.35092282984	3842.68622506221	40.0151117015422	45.2372936194173	69.7697248246198	259.149355527456	237.712706195236	224.76534315632	Up_hemocytes_Down_gills
XM_027350844.1	-5.26940163627514	1.65702290199417	3.50443094404371e-08	2.21179804534429e-07	159	142	258	80	106	81	0	2	0	8	9	16	5.76477867433093	10.0606950374773	15.714880314244	1.5200903228721	1.76849381687432	1.71729269805648	0	0.0269349768499061	0	0.169614239075485	0.302134494528615	0.358370253164038	Up_hemocytes_Down_gills
XM_027350881.1	2.258343515418	6.25945990383735	2.63353068802607e-08	1.68655074532984e-07	540	273	413	1640	2004	1421	207	15854	14312	5857	2210	5048	19.5784936109352	19.3420404593753	25.1559905805534	31.1618516188781	33.4345434812843	30.1268262214599	61.3565046090314	213.513561489206	173.268141886163	124.178824783139	74.1908036564709	113.065814873254	Down_hemocytes_Up_gills
XM_027350902.1	8.2353245353178	6.10952687938774	3.08907179755007e-10	2.43164295248814e-09	9	23	12	3	0	4	11	8139	24810	8050	3578	5367	0.326308226848921	1.62954919621111	0.730924665778792	0.0570033871077039	0	0.0848045776818014	3.26049058308863	109.611888290693	300.362115720773	170.674328069706	120.11524682482	120.210821795712	Down_hemocytes_Up_gills
XM_027350911.1	9.33310984244506	3.19682943832384	9.83137726619919e-35	7.17437371919248e-33	0	0	0	0	4	2	103	474	737	935	641	1047	0	0	0	0	0.0667356157311063	0.0424022888409007	30.5300481871026	6.38358951342774	8.92248606554656	19.8236641919473	21.5186901103158	23.4508534414217	Down_hemocytes_Up_gills
XM_027350912.1	-5.62917085472353	4.26610147690776	4.14513524672125e-11	3.55599064581238e-10	695	243	223	3007	3339	2663	0	5	18	79	34	54	25.1982464066667	17.2165415077956	13.5830167057225	57.1363950109552	55.707555231541	56.4586475916593	0	0.0673374421247652	0.217916891695845	1.67494061087041	1.14139697933032	1.20949960442863	Up_hemocytes_Down_gills
XM_027350921.1	2.85934777399445	4.53709772182346	3.67696044350017e-08	2.31210645047461e-07	110	220	97	144	116	178	122	2162	4749	2425	1119	1454	3.98821166148681	15.5869923115845	5.90830771504523	2.73616258116979	1.93533285620208	3.77380370684016	36.1618046488011	29.1167099747485	57.4937399257539	51.4143162197563	37.5653888197244	32.566896756282	Down_hemocytes_Up_gills
XM_027350924.1	-5.20713507312539	6.78772363535936	1.1091061984685e-09	8.28928909563076e-09	5121	1797	1840	15218	17704	13228	0	69	265	597	248	422	185.669381077036	127.317387199624	112.075115419415	289.159181668346	295.371835225876	280.448738393717	0	0.92925670132176	3.20822090552217	12.657462591008	8.32548384923294	9.45201542720151	Up_hemocytes_Down_gills
XM_027350928.1	7.56184308153068	4.48437018764729	2.35143081471248e-32	1.27329229753364e-30	6	5	0	16	2	22	205	3455	2959	1808	1250	1970	0.21753881789928	0.354249825263284	0	0.304018064574421	0.0333678078655531	0.466425177249908	60.763688139379	46.5301725082128	35.8231156960004	38.3328180310595	41.9631242400854	44.1243374208222	Down_hemocytes_Up_gills
XM_027350938.1	-2.06636855323781	7.26878239651874	3.58162541397368e-05	0.000149680647141519	6562	3911	3702	13392	15482	11334	42	1640	4201	3968	2615	4405	237.914953842513	277.094213320941	225.490259392757	254.46312004879	258.300200687247	240.293770861384	12.449145862702	22.086681016923	50.8593812230137	84.1286625814404	87.7868559102586	98.6638103242243	Up_hemocytes_Down_gills
XM_027351038.1	6.86030882964714	4.94241736173756	6.82055547856666e-34	4.40950208372886e-32	3	12	6	37	36	24	294	3673	4675	1426	2835	2128	0.10876940894964	0.850199580631883	0.365462332889396	0.703041774328348	0.600620541579957	0.508827466090808	87.1440210389142	49.4660849848525	56.5978593710043	30.2337381152051	95.1723657765136	47.6632436708171	Down_hemocytes_Up_gills
XM_027351086.1	4.06279971516268	5.87423198858306	5.77359572861652e-17	8.16030325633139e-16	171	128	133	273	316	282	327	12807	17602	3262	1307	3040	6.19985631012949	9.06879552674008	8.10108171238161	5.18730822680105	5.2721136427574	5.978722726567	96.9254927881801	172.478124258374	213.098507090571	69.1602059830289	43.8766427054333	68.0903481011673	Down_hemocytes_Up_gills
XM_027351090.1	5.45630437010469	1.71823290842522	4.70065983990147e-14	5.20347130584927e-13	0	0	0	10	16	13	10	257	412	324	287	448	0	0	0	0.190011290359013	0.266942462924425	0.275614877465855	2.96408234826239	3.46114452521293	4.98787552103824	6.86937668255713	9.6347333255236	10.0343670885931	Down_hemocytes_Up_gills
XM_027351091.1	7.05257118455309	1.74579830734462	4.36256725466405e-29	1.67820658441296e-27	0	0	0	5	2	4	12	270	388	375	280	450	0	0	0	0.0950056451795065	0.0333678078655531	0.0848045776818014	3.55689881791487	3.63622187473732	4.69731966544378	7.95066745666334	9.39973982977912	10.0791633702386	Down_hemocytes_Up_gills
XM_027351093.1	6.17925879960572	1.72602259768255	7.07518309558993e-18	1.07602270281141e-16	0	4	0	2	4	8	9	273	363	347	291	466	0	0.283399860210628	0	0.0380022580718026	0.0667356157311063	0.169609155363603	2.66767411343615	3.67662434001218	4.39465731586621	7.35701761989915	9.76901532309187	10.4375336234026	Down_hemocytes_Up_gills
XM_027351094.1	5.96177785825184	1.7362514219992	6.2430343841986e-15	7.49120067992441e-14	0	0	7	1	8	4	12	277	347	381	270	446	0	0	0.426372721704295	0.0190011290359013	0.133471231462213	0.0848045776818014	3.55689881791487	3.73049429371199	4.20095341213657	8.07787813596996	9.06403483585844	9.98957080694757	Down_hemocytes_Up_gills
XM_027351095.1	6.67675101433891	1.67232568209158	1.03615457163122e-28	3.8216347465175e-27	0	0	0	4	5	5	10	283	387	390	264	384	0	0	0	0.0760045161436052	0.0834195196638829	0.106005722102252	2.96408234826239	3.81129922426171	4.68521317146067	8.26869415492988	8.86261183950603	8.60088607593692	Down_hemocytes_Up_gills
XM_027351096.1	5.75541841136407	1.73911545215886	3.88322284058815e-24	9.68129588834608e-23	0	2	3	2	11	8	13	299	345	381	284	403	0	0.141699930105314	0.182731166444698	0.0380022580718026	0.183522943260542	0.169609155363603	3.8533070527411	4.02677903906096	4.17674042417037	8.07787813596996	9.5340218273474	9.02645075156921	Down_hemocytes_Up_gills
XM_027351100.1	2.67626888490369	1.6278474935036	1.61965220099848e-09	1.19164631646807e-08	28	5	12	49	67	34	4	536	460	340	173	184	1.01518115019664	0.354249825263284	0.730924665778792	0.931055322759163	1.11782156349603	0.720838910295312	1.18563293930496	7.21857379577483	5.56898723222716	7.2086051607081	5.80769639482781	4.12125791138644	Down_hemocytes_Up_gills
XM_027351103.1	2.71129299999188	1.18557575685286	1.2567413668793e-13	1.32805304294895e-12	14	3	12	38	45	26	10	420	365	168	118	118	0.507590575098321	0.212549895157971	0.730924665778792	0.722042903364249	0.750775676974946	0.551229754931709	2.96408234826239	5.65634513848028	4.41887030383242	3.56189902058518	3.96131892826406	2.64298061708478	Down_hemocytes_Up_gills
XM_027351104.1	2.91363831072577	1.24172172913258	7.92744237824222e-16	1.02580139084667e-14	13	3	9	26	31	43	17	369	381	191	102	131	0.471334105448441	0.212549895157971	0.548193499334094	0.494029354933434	0.517201021916074	0.911649210079365	5.03893999204606	4.96950322880767	4.61257420756206	4.0495399579272	3.42419093799097	2.93415644778056	Down_hemocytes_Up_gills
XM_027351119.1	10.0581948330286	0.701352631311274	5.75101831669774e-33	3.33735714808231e-31	0	0	0	0	0	0	13	125	174	172	139	155	0	0	0	0	0	0	3.8533070527411	1.68343605311913	2.10652995305984	3.64670614012292	4.66629941549749	3.47171182752662	Down_hemocytes_Up_gills
XM_027351129.1	-4.64433758600443	11.8515837228971	5.90715224766981e-07	3.16145135873874e-06	204915	225647	144610	184286	206270	163838	201	1311	3437	23207	21545	16551	7429.49447830518	15987.0820642369	8808.25132652259	3501.64206551011	3441.38886421382	3473.55309955774	59.578055200074	17.6558773251134	41.6100198199234	492.029705778096	723.276409402111	370.711628757375	Up_hemocytes_Down_gills
XM_027351135.1	4.96685648781459	5.86769370994231	3.18673706678669e-18	4.97101746298845e-17	106	105	68	125	131	88	89	8651	14936	6156	3961	4039	3.84318578288729	7.43924633052897	4.14190643941315	2.37514112948766	2.18559141519373	1.86570070899963	26.3803328995353	116.507242364269	180.822594131619	130.518156968585	132.972748091983	90.4660907830969	Down_hemocytes_Up_gills
XM_027351138.1	8.66118134591846	3.52947797871035	2.49697213692149e-36	2.15512777888711e-34	3	2	0	2	2	2	25	1142	1643	1442	1013	1337	0.10876940894964	0.141699930105314	0	0.0380022580718026	0.0333678078655531	0.0424022888409007	7.41020587065597	15.3798717812964	19.8909696142374	30.5729665933561	34.0069158841652	29.9463142800199	Down_hemocytes_Up_gills
XM_027351140.1	2.39169883702434	4.09774070623733	6.06704749145663e-09	4.20366782792327e-08	118	155	115	198	221	158	59	2919	1962	1800	876	1053	4.27826341868585	10.9817445831618	7.00469471371342	3.76222354910846	3.68714276914362	3.34978081843116	17.4880858547481	39.3115987124379	23.7529411948471	38.163203791984	29.4077574674518	23.5852422863583	Down_hemocytes_Up_gills
