ID	logFC
XM_027356802.1	11.4539993575686
XM_027356797.1	10.3829804886292
XM_027356798.1	10.3845755618361
XM_027356799.1	11.7610223840431
XM_027356801.1	11.0359771904984
XM_027365850.1	17.069015060538
XM_027356800.1	10.4859112344558
XM_027367149.1	13.5402017268131
XM_027368450.1	13.7674266950285
XM_027373337.1	11.949803748861
XM_027355456.1	12.8880251166914
XM_027370790.1	12.3769261917302
XM_027362706.1	15.8623429990454
XM_027373336.1	12.1483330015627
XM_027369977.1	13.5047022491393
XM_027361149.1	14.1348865213395
XM_027370793.1	14.6933071964061
XM_027361441.1	11.9393125337625
XM_027365734.1	16.6608344194545
XM_027365815.1	16.4435447005464
XM_027370370.1	11.9936361374466
XM_027370962.1	17.5634972154667
XR_003475609.1	14.9815983297541
XM_027357705.1	17.0243726738323
XM_027365822.1	16.6440286425953
XM_027367224.1	15.7981893889663
XM_027361148.1	13.3947219034371
XM_027365655.1	18.0183072626957
XM_027354432.1	10.2228777295222
XR_003476908.1	15.2577104078957
XM_027365800.1	18.3863444493991
XM_027373331.1	10.1620276466285
XM_027354682.1	12.1637625392547
XM_027365858.1	16.0625155912197
XM_027375601.1	10.8298694222533
XM_027365728.1	16.3658869728925
XM_027365807.1	16.3667140325944
XM_027367222.1	17.0442546188619
XM_027373333.1	10.1530211709114
XM_027354132.1	15.4674769360677
XM_027372676.1	9.92757910758234
XM_027373332.1	10.0188380086716
XM_027378495.1	16.753966235419
XM_027358642.1	12.0122336851343
XM_027359642.1	12.4553321423776
XM_027365636.1	16.1095715190562
XM_027365839.1	17.8113818526128
XM_027373330.1	10.1151576335647
XM_027373339.1	10.0909906976303
XM_027357707.1	16.6119302583992
XM_027370784.1	13.3831953994979
XM_027354226.1	16.3149721955214
XM_027363873.1	10.641872785826
XM_027365705.1	15.1624502091378
XM_027367205.1	14.7057027984172
XM_027367223.1	17.020226140626
XM_027368030.1	14.9142391770379
XM_027373334.1	10.1523777901486
XM_027373335.1	10.0094325527533
XM_027373338.1	10.1206376878368
XM_027373343.1	9.29724499262089
XM_027378454.1	15.4860658737315
XM_027381851.1	7.69881508001768
XM_027373340.1	9.96838602462312
XM_027365681.1	17.153175587981
XM_027365861.1	6.19838816870521
XM_027351027.1	16.3769930386674
XM_027358624.1	7.23330302189123
XM_027365863.1	17.1227257540391
XM_027373344.1	9.18354442151055
XM_027383587.1	12.8785056448728
XM_027357706.1	16.6954639938046
XM_027365630.1	16.2965207476
XM_027366152.1	11.7661167900059
XM_027373312.1	9.97018165946295
XM_027375035.1	15.7338877277122
XM_027367206.1	14.6330150775526
XM_027383691.1	9.27018420260845
XM_027365792.1	17.8386684654902
XM_027365860.1	5.70837548079783
XM_027375602.1	11.8713337208496
XM_027381865.1	6.62795990237406
XM_027373317.1	9.26417802207988
XM_027365689.1	16.4984954392053
XM_027365225.1	16.4553886607569
XM_027373313.1	8.92729703572684
XM_027383586.1	13.5661595791862
XM_027363561.1	16.4040324671016
XM_027365763.1	17.8055984538646
XM_027371770.1	10.535943960304
XR_003475626.1	10.9195246059627
XM_027363214.1	6.8035822401667
XM_027368031.1	14.7133667978266
XM_027359643.1	12.4945724129598
XM_027360928.1	11.8677052731531
XM_027362049.1	18.7882908983473
XM_027363564.1	17.5969845429545
XM_027365226.1	15.3611374432346
XM_027365662.1	15.9489168713071
XM_027365721.1	17.0972863250182
XM_027381853.1	6.85123124237339
XM_027365772.1	16.8816853666399
XM_027373316.1	9.10557778489307
XM_027351034.1	14.1312718447686
XM_027363212.1	6.79835013045147
XM_027367225.1	16.5070775999847
XM_027363215.1	6.93337359817349
XM_027365875.1	18.3045865389004
XM_027381854.1	6.77471408101095
XR_003476140.1	18.3531954009559
XM_027365780.1	16.2131944466188
XM_027381669.1	16.1611641113907
XM_027367238.1	17.7370151809271
XM_027367246.1	15.9181224718645
XM_027369560.1	13.7963402058928
XM_027373341.1	8.91629280684709
XM_027363563.1	17.5812674898012
XM_027373315.1	9.53095939270281
XM_027373345.1	8.59545293829744
XM_027356399.1	13.6153340613282
XM_027365741.1	18.4761540122014
XM_027373320.1	8.53648145925716
XM_027371495.1	13.4508178846244
XM_027375216.1	18.0763763261704
XM_027381668.1	18.2961460538719
XM_027373346.1	8.32906681537205
XM_027370783.1	13.6435025991496
XM_027363562.1	17.4327263158907
XM_027365647.1	17.4664291918904
XM_027363208.1	5.75593051152397
XM_027383519.1	12.6207001901239
XM_027360929.1	12.8025983040284
XM_027373323.1	9.065364241021
XM_027377415.1	-10.7786158194317
XM_027358886.1	17.2879594685451
XM_027375603.1	11.5826811233713
XM_027371688.1	12.7098282045513
XM_027359775.1	16.0649722082317
XM_027365826.1	16.5861390099375
XM_027359703.1	16.6773463144185
XM_027373383.1	12.8638000435732
XM_027383692.1	9.1927095405244
XR_003476379.1	15.2348889760683
XM_027370495.1	11.835049346537
XM_027357709.1	16.3599339930008
XM_027363560.1	17.3509265509769
XM_027365898.1	17.3788737340308
XM_027363210.1	5.68946403669232
XM_027365785.1	17.570827905178
XM_027363559.1	16.9544162525042
XM_027363565.1	16.8175862118262
XM_027365712.1	17.3071830814025
XM_027373318.1	8.43912870020407
XM_027373322.1	8.33057952345318
XM_027363211.1	5.78740041528009
XM_027367243.1	16.6917598337161
XM_027360238.1	9.94996806538975
XM_027362623.1	15.2555987649807
XM_027374011.1	18.1538409279216
XM_027375557.1	10.5003158401543
XM_027364019.1	13.6384791520395
XR_003477592.1	18.2075985742954
XM_027365668.1	16.8902350168722
XM_027370509.1	12.0275649328726
XM_027365831.1	16.3685329107316
XM_027365845.1	17.202900567615
XM_027354137.1	18.1876164084518
XM_027371490.1	17.1161260309425
XM_027373319.1	7.74195944215462
XM_027370502.1	12.0331710464474
XM_027375051.1	13.7259171307699
XM_027362345.1	7.60319530386059
XM_027374280.1	10.9735711484197
XM_027363209.1	5.77317260431176
XM_027366304.1	12.6700813511769
XM_027368559.1	18.0729560902798
XM_027371539.1	13.5582798606179
XM_027375218.1	18.6528469295552
XR_003477589.1	18.7044742797171
XM_027350813.1	6.97175347533377
XM_027367001.1	12.3072959711001
XM_027370538.1	11.9298896926054
XR_003476755.1	12.7502802532259
XM_027373988.1	12.6771846092346
XM_027365697.1	17.2909843810329
XM_027366660.1	18.7824868287883
XM_027373327.1	8.34857765307493
XM_027359148.1	7.0846545458406
XM_027375558.1	10.2009109176429
XM_027381866.1	5.90595621040448
XM_027367236.1	18.7660481607713
XM_027363213.1	5.67540308509755
XM_027371491.1	16.7800092301863
XM_027367319.1	13.1521315408008
XM_027368553.1	18.304303578662
XM_027381855.1	5.74435526473639
XM_027365675.1	18.1237008211291
XM_027367241.1	16.3048577957389
XM_027373325.1	8.03300672937719
XM_027360930.1	12.8129600294822
XM_027375559.1	10.1489928070405
XM_027371486.1	11.952689915391
XM_027370936.1	14.5132225358158
XM_027356467.1	19.3124426999088
XM_027355187.1	5.93085068186087
XM_027356628.1	13.4180134434097
XR_003476141.1	17.9881713408748
XM_027370521.1	11.4451500795738
XM_027365370.1	7.17880351074599
XM_027365747.1	18.7404579394222
XM_027373625.1	-9.81424726391096
XM_027351045.1	18.2888489255647
XM_027369862.1	15.8463407958439
XM_027379534.1	15.1938941218928
XM_027380479.1	15.3781913530456
XM_027354223.1	15.1421319495015
XM_027383577.1	11.7336347509563
XM_027371488.1	12.1608785910235
XM_027360131.1	-8.05842745656046
XM_027370478.1	11.9013216662836
XM_027375563.1	10.3900688856826
XM_027383576.1	12.0890108825836
XM_027375565.1	10.2801315878609
XM_027355469.1	13.8831443645005
XM_027366312.1	8.24720093155469
XM_027371767.1	7.61662302527464
XM_027365885.1	19.0340204439099
XM_027359641.1	11.8809385362189
XM_027356611.1	10.6246318700638
XM_027367239.1	14.12824921562
XM_027370486.1	12.0542074133605
XM_027383520.1	11.6797845431283
XM_027360317.1	13.6675065651696
XR_003476717.1	19.2895431048351
XR_003476719.1	18.2530411497342
XM_027366311.1	8.54777486233118
XM_027365884.1	18.9277807180087
XM_027363221.1	4.92889884021025
XM_027375561.1	10.2803194589398
XM_027351037.1	16.5736195879992
XM_027356275.1	-9.30834457224794
XM_027360316.1	13.8998891643442
XM_027356629.1	9.3092028899713
XM_027366154.1	7.38229306376241
XM_027380490.1	8.45014844702554
XM_027380481.1	15.0582653411328
XR_003474933.1	-9.47854743756769
XM_027375217.1	19.1498957163741
XM_027365867.1	18.2246784183243
XM_027365559.1	8.22932478840237
XR_003476776.1	12.7148248024226
XM_027369732.1	8.79445528909571
XR_003475816.1	16.9421362119051
XM_027367242.1	16.1706045969832
XM_027382986.1	5.48299142724224
XM_027356630.1	9.45878794924421
XM_027359212.1	14.1882678126909
XM_027354135.1	16.8725381676495
XM_027359446.1	17.6892495729772
XM_027363216.1	4.82433675288807
XM_027365505.1	11.0160775060304
XR_003476309.1	17.3408840106636
XM_027370922.1	18.2023888587465
XR_003476575.1	12.5816380296674
XM_027366115.1	13.548235562974
XM_027366313.1	8.42629393057796
XM_027371768.1	7.53772739742841
XM_027372710.1	10.4560865488782
XM_027381155.1	4.60666267135288
XR_003476718.1	18.5783717023024
XM_027356931.1	11.3377886567001
XM_027375569.1	10.0773911963795
XM_027354220.1	-7.82922820651826
XM_027371537.1	12.92574850971
XM_027363230.1	4.83875332927782
XM_027353808.1	10.2312431329543
XR_003476574.1	19.9103978798993
XR_003477591.1	19.407463868324
XM_027373324.1	7.15968746529176
XM_027377087.1	-9.28918322285919
XM_027363217.1	4.85467845029408
XM_027368554.1	17.6367664294477
XM_027373329.1	7.45849871930188
XM_027363227.1	4.90432933099425
XM_027365755.1	17.7622783931238
XR_003477590.1	19.8822495374252
XM_027380344.1	-9.95170340564132
XM_027369400.1	12.9288206945112
XM_027363224.1	4.80747255830067
XM_027365890.1	18.4568989815829
XM_027363220.1	5.04713349966695
XM_027372961.1	13.337868294298
XM_027350690.1	11.4805147013111
XM_027363225.1	4.7817480859062
XM_027363232.1	4.79506601946788
XM_027375615.1	12.265362015628
XM_027376054.1	6.2964081596181
XM_027375215.1	19.4566112883194
XM_027360998.1	9.83357061401061
XM_027369975.1	12.4134918231699
XM_027362641.1	12.0714803109951
XM_027377086.1	-7.84059964285618
XM_027353766.1	10.5869994701519
XM_027359447.1	19.1208776787163
XM_027363219.1	4.88017758464446
XM_027363223.1	4.75172135221236
XM_027368558.1	17.4189619009438
XM_027363218.1	4.82934003542167
XM_027368018.1	12.9394146479278
XM_027375613.1	11.06989080675
XM_027373991.1	11.4796656218636
XM_027375219.1	19.4151804566396
XM_027378347.1	-10.056270310767
XM_027350644.1	8.48209589485105
XM_027381154.1	4.55034946851591
XM_027354623.1	8.20225856517596
XM_027374148.1	7.1716433039155
XM_027376330.1	7.162938864384
XR_003477752.1	7.93257281118133
XM_027363524.1	-8.98929973630725
XM_027366518.1	9.09581217646515
XM_027375614.1	11.1402902703287
XM_027376573.1	4.57598934134795
XM_027375562.1	9.87273638558883
XM_027363228.1	4.72567807086167
XM_027352549.1	7.18583351149139
XM_027368787.1	-7.52235824874103
XM_027354260.1	-8.04142459443229
XM_027360996.1	9.66773521159341
XM_027368762.1	-9.34990518758056
XM_027366516.1	8.7687365618717
XM_027381156.1	4.53068281852271
XM_027350645.1	8.67298134696299
XM_027355909.1	14.2297033679851
XR_003475500.1	19.6496807314128
XM_027355822.1	13.0213754067011
XM_027360043.1	7.12783735999586
XM_027370514.1	11.4497940520545
XM_027369985.1	12.1644787090036
XM_027375663.1	-9.91939522318788
XM_027350819.1	15.7482028335205
XM_027377953.1	5.55206204623734
XM_027355818.1	12.9161596101679
XM_027354133.1	18.7675860902768
XM_027375564.1	10.2425597958401
XM_027361439.1	4.23572474847592
XM_027365288.1	15.5995455805118
XM_027380967.1	7.94303205581678
XR_003476384.1	16.6598269445543
XM_027376055.1	6.21481116729233
XM_027373314.1	5.80196995278503
XM_027363226.1	4.47966399341578
XM_027373288.1	-10.41546033448
XM_027371429.1	4.10414602743377
XM_027366419.1	14.5087377340158
XM_027371430.1	4.07374424877541
XM_027373227.1	10.3322619873517
XM_027360239.1	10.1453825481035
XM_027355788.1	7.79348068146111
XM_027360995.1	10.4710672423598
XM_027369982.1	12.1864319286824
XM_027353767.1	11.1738267885282
XM_027354134.1	19.0283635852958
XM_027365880.1	18.5574836702148
XM_027354624.1	8.33168664422858
XM_027354936.1	4.42032930794264
XM_027383714.1	12.2131936156597
XM_027354938.1	4.4638283836798
XM_027355870.1	5.66609624030071
XM_027357358.1	10.7533970961171
XM_027356631.1	10.4828651956195
XM_027355636.1	11.5118884184741
XM_027370530.1	11.3505664203709
XM_027363570.1	17.1244085706877
XM_027373623.1	-7.17523633166146
XM_027352824.1	5.39834809262038
XM_027353286.1	11.5199898166867
XM_027354945.1	10.1248654604521
XM_027381683.1	-8.30560363849905
XM_027358655.1	4.88734460595935
XM_027366310.1	6.94164307936413
XR_003476964.1	-10.3358552075355
XM_027378553.1	12.9338466352655
XM_027354939.1	4.43026436896239
XM_027365560.1	8.66229929425185
XM_027371492.1	16.2877737189326
XR_003476216.1	4.65393628688284
XM_027360999.1	9.9200086472431
XM_027375556.1	9.54783007255858
XM_027355821.1	12.7954693914275
XM_027355819.1	12.7311517695635
XM_027360578.1	11.4203578920292
XM_027370789.1	12.7056942879859
XR_003476385.1	16.2527727355418
XM_027373347.1	4.55953172745544
XM_027377145.1	6.05706779876251
XM_027352835.1	14.6513870319151
XR_003476142.1	13.7251252570042
XM_027374613.1	12.2554467620485
XM_027371798.1	3.97390084181004
XM_027360136.1	-10.7966926100189
XM_027363929.1	7.85762312760348
XM_027354940.1	4.37839302812451
XR_003477628.1	5.986986460429
XM_027351609.1	-6.92596454460998
XM_027379273.1	-9.18444433470532
XM_027363007.1	4.72009114842061
XM_027364574.1	15.8230553037053
XM_027371493.1	15.3870571246936
XM_027366320.1	12.4212906716213
XM_027371797.1	4.03340168312176
XM_027362845.1	12.6517639159758
XM_027354526.1	-7.09268608357351
XM_027356510.1	11.5197082378227
XM_027366299.1	11.1935685375066
