ID	edgeR_FDR	limma_adj.P.Val	NOISeq_lminusProb	DESeq2_padj
XM_027350595.1	0.187572604311918	0.198006428354662	0.0357906693246892	0.0815824053223119
XM_027350613.1	9.47040249335669e-11	0.000475308774258151	1.77635683940025e-15	1.84818958251834e-16
XM_027350635.1	3.04911574961069e-21	2.10601347514984e-05	2.88657986402541e-15	8.90044108024795e-47
XM_027350641.1	1.97878028655673e-17	5.30755116527118e-05	1.11022302462516e-16	1.35863146470455e-34
XM_027350646.1	3.79069748444309e-08	0.00971125432291437	0	4.09867092818016e-13
XM_027350661.1	8.28467717533893e-05	0.0100209446904081	0.00818068763432844	4.54505386367925e-08
XM_027350662.1	0.000127175577436037	0.0109383688039645	0.00259603550456655	6.97095786615993e-09
XM_027350663.1	8.21431467056477e-07	0.00375874996059163	6.29555045676966e-05	2.19657240789904e-10
XM_027350664.1	1.09247385618222e-06	0.00316306699642974	0.000632185873694402	3.47591576020577e-13
XM_027350665.1	0.440939666628929	0.628779819489053	0.0256439481029601	1
XM_027350666.1	0.0193571486006175	0.104565343161636	0.0196936743360854	0.0873926972752796
XM_027350674.1	0.00200208654177779	0.0684799867449672	0.0057953462569108	0.00123314781918838
XM_027350680.1	0.1855940905304	0.107058737209118	0.0195274675633192	0.114583141811711
XM_027350691.1	0.00108253664717707	0.0391568962897035	0.0107630247043312	0.000175005434260685
XM_027350741.1	3.11299738330385e-09	0.000221483600765274	0	5.98760679813838e-26
XM_027350745.1	5.99891489913282e-09	0.000539782330915303	0	8.97414909145708e-18
XM_027350748.1	3.03610637233505e-06	0.00515946545211258	2.51161456077398e-08	1.58151261343566e-07
XM_027350780.1	0.113760876371293	0.199191103977908	0.029876301982579	0.089547233781053
XM_027350782.1	0.164091738290036	0.171259832077436	0.0218889169197659	0.165236359596626
XM_027350785.1	0.0141577919473625	0.0472884302203733	0.0152000174320331	0.0221696819021483
XM_027350789.1	6.0987393379309e-11	0.00603643885739973	1.33226762955019e-15	2.01622850687507e-08
XM_027350816.1	2.74449881026542e-12	0.000176914430101599	0	4.64195802687079e-22
XM_027350817.1	0.0512323982886759	0.206619897236024	0.0125194618912317	0.0435857136672603
XM_027350818.1	0.0759897037279999	0.208661420803059	0.0129158003431731	0.0615889647478436
XM_027350827.1	0.0597701258934115	0.0459252216838156	0.00925903084790802	0.0363321335634795
XM_027350845.1	0.0588384235246202	0.0737792008255873	0.0129148135370468	0.0165242222872299
XM_027350877.1	0.242545167631426	0.207711689127288	0.0131406418804528	0.201412768080736
XM_027350880.1	0.232981395703696	0.136684728529495	0.0203115363680455	0.135897547452648
XM_027350886.1	0.0786421227872477	0.0734288178244541	0.0182260584810223	0.0506148934773693
XM_027350894.1	0.0113865485548376	0.0346920123964294	0.0123970481505958	0.00424710627517858
XM_027350902.1	3.44147785754181e-06	0.0126662699646158	4.2410519540681e-14	3.34979190973438e-07
XM_027350903.1	1.63437788201763e-08	0.00448213964510684	0	2.73243384222888e-10
XM_027350910.1	0.000757781452641477	0.0508710930363547	0.0112317068858898	0.000504738145887577
XM_027350917.1	0.0802631538851078	0.163836292912464	0.0406063196577731	0.0353425258447853
XM_027350921.1	0.0819137460404976	0.142150302279658	0.00800939902200126	0.0640513029272765
XM_027350928.1	0.000822487411427066	0.0380926032608876	0.0135883866804806	1.5247933986752e-05
XM_027350931.1	0.000558573349526289	0.0381270997303322	0.0127031672830509	3.99951782812683e-05
XM_027350940.1	0.00103852254565918	0.0282917528367879	0.0078471505743184	6.62709896778482e-05
XM_027350942.1	0.155240694013026	0.236955960118362	0.0196012539070768	0.133194935958502
XM_027350950.1	0.019196773146518	0.0736235569015841	0.0133950748509521	0.00762552226879772
XM_027350955.1	0.0836904333255623	0.150176003628285	0.0270778597074967	0.0343975922540301
XM_027350956.1	0.0567460239695805	0.121213345745983	0.0406243252126859	0.0204022268228845
XM_027350957.1	0.10114059289695	0.24990679413942	0.0316478706654442	0.0632506668380737
XM_027350962.1	0.0754525192320596	0.137558509380219	0.00127878450344177	0.0606729978630881
XM_027350968.1	8.78782061941367e-05	0.0154690791211764	0.0133699438802012	2.14190710812611e-06
XM_027350970.1	6.185587441655e-06	0.00966536644890988	9.24019474579652e-06	1.41852840671165e-08
XM_027350971.1	3.53890754591597e-08	0.0035128338999566	1.25523552776396e-05	2.0419370727501e-12
XM_027350972.1	5.02296489337457e-07	0.00571157645907455	0.00481035062840118	7.42989143959802e-11
XM_027350973.1	4.35216025500269e-05	0.0269802800032439	7.68328832778664e-08	8.26816891052457e-07
XM_027350974.1	9.95675498645673e-06	0.0143601112694292	0.000288362928224761	2.57386726750505e-08
XM_027350975.1	0.00246667801616359	0.107662783400211	0.00529542637236557	0.000222773175060355
XM_027350977.1	1.88499519705863e-06	0.00807335117341834	0.0049340814682618	3.3810478484297e-09
XM_027350978.1	0.00707825778790723	0.112802772420932	0.0165507192538307	0.00198426268793389
XM_027350979.1	1.60197571115707e-06	0.0106522284941027	0.00522270005421899	1.36003831343497e-09
XM_027350982.1	0.0029891395048834	0.139956475541064	0.00473920570609743	0.0025495018524042
XM_027351006.1	6.99048426555369e-07	0.00633608555487399	2.0183566577181e-05	1.649049764944e-09
XM_027351011.1	0.0846912933448291	0.173191495522438	0.0190899409911923	0.0360541911659688
XM_027351014.1	0.0109223460842033	0.0306668868759695	0.00469058177685955	0.00188000040875597
XM_027351019.1	0.198180564889566	0.454781309673616	0.028731741586564	0.143701654015351
XM_027351020.1	2.10619238195968e-20	1.22383751547304e-05	0	1.92911377593486e-61
XM_027351026.1	0.0483272426864845	0.156119707904986	0.0260232620449788	0.139563541643964
XM_027351035.1	0.00205874807702803	0.10950567410499	0.00649629143785857	0.00593821947039743
XM_027351040.1	0.0442639315830996	0.111079886367123	0.0145993074081034	0.0624899923789751
XM_027351045.1	3.99926826327577e-06	0.0157013770456423	0	3.66719599491805e-11
XM_027351053.1	2.95610186022487e-05	0.00670086691878458	0.0036136842883594	2.03867454942542e-09
XM_027351063.1	0.0135448608009705	0.134553154839001	0.00660491428374299	0.0149963036191388
XM_027351070.1	0.152967426364945	0.0676392559228273	0.0192011448272766	0.127801495745962
XM_027351101.1	0.205749089074773	0.124920533008702	0.0209462814688216	0.0991510564372096
XM_027351110.1	0.228629457973646	0.176447585668572	0.0203539258737894	0.139580941068362
XM_027351111.1	0.173291202891788	0.11276241867042	0.0201292835567398	0.152956351372451
XM_027351119.1	0.00148739884904207	0.0155366199462639	0.0110099100599019	0.00792555131270171
XM_027351128.1	0.0183293306445963	0.0682677944698811	0.00451395077705696	0.00807835689955968
