ID	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_4_normalized	hep_5_normalized	hep_6_normalized	gills_1_normalized	gills_2_normalized	gills_3_normalized	gills_4_normalized	gills_5_normalized	gills_6_normalized
XM_027350592.1	1.22893885568631	1.2993419527037	1.88719370874794	1.38186369318122	0.582540147659718	1.13793305711791	4.35217019152756	1.18807578869974	0.929488831967243	1.7818393804417	1.82697155284065	1.90368069507935
XM_027350593.1	1.51057067678109	1.20869018856159	1.36164609365358	1.5944581075168	0.582540147659718	1.63395515893853	5.22260422983307	1.31536962320328	1.31367754918037	2.12532648992444	2.09271286961747	2.46773423436212
XM_027350594.1	1.58737935526149	0.81586587727907	1.38553462161241	1.38186369318122	1.02801202528185	0.96286643294592	2.9014467943517	0.990063157249783	1.25171162704922	2.08239060123909	2.4581071801856	1.71566284865176
XM_027350595.1	1.12652728437912	1.4504282262739	1.74386254099493	1.91334972902016	0.582540147659718	0.992044203641251	7.25361698587926	1.13150075114261	1.27649799590168	1.7818393804417	2.25880119260298	1.833174002669
XM_027350596.1	3.99405128098052	7.52409642379587	6.49767960480304	7.33450729457727	4.62605411376834	5.39788757863622	1.16057871774068	1.45680721709611	1.05342067622954	0.772845996336158	0.199305987582616	0.329031231248282
XM_027350597.1	9.62668770287612	8.76300386707149	8.16987656192148	14.7221631927384	12.1990760333447	14.2095743286261	32.7863487761743	20.7064637459098	21.8615773278695	21.8114314521538	20.9935640253689	19.3423359512383
XM_027350603.1	48.9271281920114	54.874534560696	53.2475288202426	56.4969656096785	53.1139546395625	46.1300554693182	28.1440339052115	63.6327734923825	47.6394009344277	62.8581410353409	64.9405342873357	67.4514024058979
XM_027350604.1	9.78030505983691	6.98018583894315	12.1114836751292	7.38765589816116	10.2458531853091	6.44828732366813	8.12405102418477	16.4067608915678	18.1064424467219	20.2442715151388	24.8800307832299	21.4105322619418
XM_027350605.1	12.0333596285952	8.97452465006977	15.0736611420247	10.948612338282	10.2801202528185	7.29444267383272	8.12405102418477	18.4576060030138	19.5068722868859	18.6771115781238	26.208737367114	22.6561504945246
XM_027350606.1	6.78476659910152	7.01040309365719	9.45985707169855	7.65339891608063	8.22409620225484	4.3474878336043	11.0254978185365	15.4591290124859	18.8624266967219	17.5178425836196	25.0461191062154	20.1414117985556
XM_027350607.1	7.93689677630744	6.85931682008699	9.79429646312224	8.02543914116788	9.38917649757427	6.47746509436346	10.155063780231	17.3402490112605	22.3820910737712	22.0905147286085	32.8854879511316	27.6856278864626
XM_027350608.1	6.60554634931394	5.83193015980965	6.71267635643256	3.61410504370474	4.28338343867439	2.56764382118912	0.870434038305511	3.69152120060276	3.01154381557387	4.46533242327558	3.45463711809868	4.5829350066725
XM_027350614.1	4.73653517295767	3.38433252797244	4.72992853584928	2.12594414335573	2.8441666032798	5.71884305628486	33.0764934556094	11.1028511205869	12.182500290984	22.7560210032313	25.1125544354096	21.1520077231039
XM_027350615.1	4.83894674426486	3.3541152732584	5.37491879073781	2.3916871612752	3.5295079534677	4.96022101820625	32.4962040967391	9.80162525677285	12.7154072213119	23.8508861647076	23.8835008453168	20.2589229525728
XM_027350616.1	4.86454963709166	3.29368076383032	4.63437442401394	1.38186369318122	3.73511035852407	4.78515439403427	39.4596764031832	10.0137816476121	12.0957480000004	21.9402391182098	21.6246996527138	20.1179095677521
XM_027350617.1	5.7350479932028	6.01323368809389	5.2315876229848	8.34433076267124	10.1087849152716	9.22017553972456	10.155063780231	12.1070580372259	14.822248573771	14.7055418747297	14.9811667332933	13.6312938660003
XM_027350619.1	71.8417172719957	83.7320128126038	69.0139572730735	73.5045187565244	74.0853999553123	67.5173613889957	32.7863487761743	78.5544396480757	81.2868966516419	79.9680926764497	86.8641929214234	82.539834581712
XM_027350620.1	5.6326364218956	11.5429913007631	5.75713523807917	11.0549095454498	6.16807215169113	14.1803965579308	60.0599486430803	23.8039470521626	66.0804593606578	15.1349007615831	16.2102203233861	15.1119344066175
XM_027350627.1	86.4353661832707	92.6461029532455	109.911117138599	87.163709877585	100.813712612641	103.522730427034	374.86692583024	179.441875371829	196.010604885252	166.462440433071	174.093780153415	196.643165132456
XM_027350629.1	5.81185667168319	4.16998115053747	6.06768610154402	3.1889162150336	2.19309232060129	2.07162171936849	3.19159147378688	1.03249443541763	2.78846649590173	2.61908920980587	2.85671915535083	1.9271829258828
